Provider CCN,Hospital Name,Street Address,City,State Code,Zip Code,County,lat,lng
251326,PRENTISS REGIONAL HOSPITAL,1102 ROSE STREET,PRENTISS,MS,39474-,JEFFERSON DAVIS,31.5941964,-89.8728166
251329,GREENE COUNTY HOSPITAL,1017 JACKSON AVENUE,LEAKESVILLE,MS,39451-,GREENE,31.1547356,-88.5603448
281316,WEBSTER COUNTY COMMUNITY HOSPITAL,6TH & FRANKLIN ST,RED CLOUD,NE,68970-0465,WEBSTER,29.3222017,-81.3399414
41307,CROSSRIDGE COMMUNITY HOSPITAL,310 SOUTH FALLS BLVD,WYNNE,AR,72396-,CROSS,35.2196635,-90.7862678
102017,SSH - PANAMA CITY  INC,615 NORTH BONITA AVENUE,PANAMA CITY,FL,32401,BAY COUNTY,30.1595305,-85.648304
104067,ASPIRE HEALTH PARTNERS INC,ASPIRE HEALTHCARE,ORLANDO,FL,32808,ORANGE,28.5674019,-81.4348243
171324,SATANTA DISTRICT HOSPITAL,401 CHEYENNE,SATANTA,KS,67870-,HASKELL,37.4371149,-100.9866175
171368,MINNEOLA DISTRICT HOSPITAL,212 MAIN ST,MINNEOLA,KS,67865,FORD,37.4415331,-100.0133312
241379,PRAIRIE RIDGE HOSPITAL,1411 HIGHWAY 79 EAST,ELBOW LAKE,MN,56531,GRANT,45.9908182,-95.9578332
392036,SSH - LAUREL HIGHLANDS  INC,ONE MELLON WAY  3RD FLOOR,LATROBE,PA,15650,WESTMORELAND,40.3210505,-79.3946258
451316,MADISON ST. JOSEPH HEALTH CENTER,100 WEST CROSS,MADISONVILLE,TX,77864,MADISON,30.9422912,-95.910442
451320,BAYSIDE COMMUNITY HOSPITAL,200 HOSPTIAL DRIVE,ANAHUAC,TX,77514,CHAMBERS,29.7525022,-94.6874688
514001,HIGHLAND HOSPITAL ASSOC,300 56TH STREET,CHARLESTON,WV,25364-,KANAWHA,38.3148641,-81.5690686
251324,WALTHALL COUNTY GENERAL HOSPITAL,100 HOSPITAL DRIVE,TYLERTOWN,MS,39667-2099,WALTHALL,31.1203752,-90.1557162
261302,MADISON MEDICAL CENTER,611 WEST MAIN,FREDERICKTOWN,MO,63645-,MADISON,37.559685,-90.3029094
261337,MISSOURI BAPTIST HOSPITAL SULLIVAN,751 SAPPINGTON BRIDGE ROAD,SULLIVAN,MO,63080,CRAWFORD,38.1958513,-91.170005
281319,JEFFERSON COMMUNITY HEALTH CENTER,2200 NORTH H STREET,FAIRBURY,NE,68352-,JEFFERSON,40.155788,-97.1749473
281321,OAKLAND MERCY,601 EAST 2ND STREET,OAKLAND,NE,68045,BURT,41.8345524,-96.4609494
281355,OGALLALA COMMUNITY HOSPITAL,2601 NORTH SPRUCE,OGALLALA,NE,69153-,KEITH,41.1512006,-101.7186646
322002,KINDRED HOSPITAL ALBUQUERQUE,700 HIGH STREET  N.E.,ALBUQUERQUE,NM,87102,BERNALILLO,35.0887726,-106.6379263
454104,UBH DENTON HOSPITAL,2026 W UNIVERSITY DRIVE,DENTON,TX,76201,DENTON,33.231,-97.156434
494025,VIRGINIA BEACH PSYCHIATRIC CENTER,1100 FIRST COLONIAL ROAD,VIRGINIA BEACH,VA,23454,,36.8662138,-76.0285833
41311,HOWARD MEMORIAL HOSPITAL,130 MEDICAL CIRCLE,NASHVILLE,AR,71852,HOWARD,33.9495578,-93.8805482
151319,GIBSON GENERAL HOSPITAL,1800 SHERMAN DRIVE,PRINCETON,IN,47670-,GIBSON,38.3602545,-87.5887745
152012,KINDRED HOSPITAL NORTHWEST INDIANA,5454 HOHMAN AVENUE  5TH FL.,HAMMOND,IN,46320,LAKE,41.6151446,-87.5241296
154011,COMMUNITY MENTAL HEALTH CENTER,285 BIELBY ROAD,LAWRENCEBURG,IN,47025,DEARBORN,39.1112884,-84.8824564
191302,ST MARTIN HOSPITAL,210 CHAMPAGNE BLVD,BREAUX BRIDGE,LA,70157,ST MARTIN PARISH,30.2828198,-91.8898654
192013,CORNERSTONE HOSPITAL OF SW LOUISIANA,524 DR MICHAEL DEBAKEY DR,LAKE CHARLES,LA,70601,CALCASIEU PARISH,30.2156765,-93.227256
194082,JENNINGS SENIOR CARE HOSPITAL  LLC,1 HOSPITAL DRIVE,JENNINGS,LA,70546,JEFF DAVIS,30.2407134,-92.6618605
233300,CHILDRENS HOSPITAL OF MICHIGAN,3901 BEAUBIEN,DETROIT,MI,48201,WAYNE,42.3509891,-83.0543449
241341,APPLETON MUNICIPAL HOSPITAL,30 SOUTH BEHL STREET,APPLETON,MN,56208,SWIFT,45.199873,-96.008803
251331,CALHOUN HEALTH SERVICES,140 BURKE CALHOUN CITY ROAD,CALHOUN CITY,MS,38916,CALHOUN,33.8709077,-89.3183217
281311,FRANKLIN COUNTY MEMORIAL HOSPITAL,1406 Q STREET,FRANKLIN,NE,68939-0315,FRANKLIN,40.1020595,-98.9542493
281324,NEMAHA COUNTY HOSPITAL,2022 13TH STREET,AUBURN,NE,68305-,NEMAHA,40.3911408,-95.8532711
314020,ESSEX COUNTY HOSPITAL CENTER,204 GROVE AVENUE,CEDAR GROVE,NJ,7009,ESSEX,40.851854,-74.234065
442015,SSH -NORTH KNOXVILLE,7557B DANNAHER DRIVE,POWELL,TN,37849-3568,KNOX COUNTY,36.0523415,-83.9974135
531305,PLATTE COUNTY MEMORIAL HOSPITAL,201 14TH STREET,WHEATLAND,WY,82201-,PLATTE,42.049908,-104.9606981
100271,H. LEE MOFFITT CANCER CENTER,12902 MAGNOLIA DRIVE,TAMPA,FL,33612,HILLSBOROUGH,28.0656462,-82.4212081
171311,ROOKS COUNTY HEALTH CENTER,1210 N. WASHINGTON,PLAINVILLE,KS,67663,ROOKS,39.2475136,-99.2964912
194103,SEASIDE HEALTH SYSTEMS,4363 CONVENTION ST,BATON ROUGE,LA,70806,,30.449601,-91.1448044
352005,VIBRA HOSPITAL OF CENTRAL DAKOTAS  L,1000 18TH STREET N.W.,MANDAN,ND,58554,MORTON,46.8418027,-100.907717
441301,TROUSDALE MEDICAL CENTER,500 CHURCH STREET,HARTSVILLE,TN,37074,TROUSDALE,36.3877718,-86.1681024
464007,BENCHMARK BEHAVIORAL HEALTH SYSTEM I,592 WEST 1350 SOUTH,WOODS CROSS,UT,84087-8180,,40.8777188,-111.8955181
112015,SOUTHERN CRESCENT HOSPITAL,11 UPPER RIVERDALE RD SW 6TH FLOOR,RIVERDALE,GA,30274,CLAYTON,33.5788475,-84.3889621
154014,THE OTIS R. BOWEN CENTER,850 N. HARRISON,WARSAW,IN,46580-,KOSCIUSKO,41.2471448,-85.8277858
171351,WASHINGTON COUNTY HOSPITAL,304 E. 3RD STREET,WASHINGTON,KS,66968,WASHINGTON,39.8178486,-97.0457876
171376,HOSPITAL DISTRICT #1 CRAWFORD COUNTY,302 NORTH HOSPITAL DRIVE,GIRARD,KS,66743-2000,CRAWFORD,37.5158649,-94.8585888
231307,BARAGA COUNTY MEMORIAL HOSPITAL,18341 U.S. HIGHWAY 41,LANSE,MI,49946,BARAGA,46.7316964,-88.4234819
231329,CARO COMMUNITY HOSPITAL,401 N HOOPER ST,CARO,MI,48723,TUSCOLA,43.493081,-83.4080634
231334,HERRICK MEDICAL CENTER,500 E. POTTAWATAMIE STREET,TECUMSEH,MI,49286-,LENAWEE,42.0020404,-83.9370445
451306,KIMBLE HOSPITAL,349 REID RD,JUNCTION,TX,76849-3024,KIMBLE,30.498798,-99.7783187
451391,FRIO REGIONAL HOSPITAL,200 S. IH 35,PEARSALL,TX,78061,FRIO,28.8964332,-99.1172229
31313,CARONDELET HOLY CROSS HOSPITAL,1171 W TARGET RANGE ROAD,NOGALES,AZ,85621-,SANTA CRUZ,31.3404506,-110.9599775
94001,ST. ELIZABETHS HOSPITAL,1100 ALABAMA AVE. SOUTHEAST,WASHINGTON,DC,20032,DC,38.8446713,-76.9917905
102010,KINDRED HOSPITAL SOUTH FLORIDA,1516 EAST LAS OLAS BOULEVARD,FT. LAUDERDALE,FL,33301,BROWARD,26.1191568,-80.1275924
191323,RICHLAND PARISH HOSPITAL NO. 1 A,407 CINCINNATI ST,DELHI,LA,71232-,RICHLAND,32.453167,-91.4937101
241314,JOHNSON MEMORIAL HOSPITAL,1282 WALNUT STREET,DAWSON,MN,56232-,LAC QUI PARLE,44.931475,-96.065951
451300,PARMER COUNTY COMMUNITY HOSPITAL,1307 CLEVELAND STREET,FRIONA,TX,79035-,PARMER,34.6443676,-102.7216817
453304,TEXAS CHILDRENS HOSPITAL,6621 FANNIN,HOUSTON,TX,77030,HARRIS,29.7082384,-95.4014271
454064,RIVER CREST HOSPITAL,1636 HUNTERS GLEN RD,SAN ANGELO,TX,76907,,31.4475243,-100.5099279
454141,PALMS BEHAVIORAL HEALTH,613 VICTORIA LN,HARLINGEN,TX,78550,CAMERON,26.1635179,-97.6721488
21314,MT EDGECUMBE HOSPITAL,222 TONGASS DRIVE,SITKA,AK,99835,,57.0519903,-135.3551988
31305,HOPI HEALTH CENTER,HIGHWAY 264,POLACCA,AZ,86042,NAJAVO,35.8130314,-110.2019176
171370,GOODLAND REGIONAL MEDICAL CENTER,220 WEST 2ND STREET,GOODLAND,KS,67735-,SHERMAN,39.3577304,-101.7134652
261325,BARTON COUNTY MEMORIAL HOSPITAL,29 NORTHWEST FIRST LANE,LAMAR,MO,64759,BARTON,37.5057575,-94.3009368
371307,CIMARRON MEMORIAL HOSPITAL,100 SOUTH ELLIS,BOISE CITY,OK,73933,BEE,36.7286868,-102.5180149
394001,NORRISTOWN STATE HOSPITAL,1001 STERIGERE STREET,NORRISTOWN,PA,19401,MONTGOMERY,40.1316166,-75.3442392
451358,MEMORIAL HOSPITAL-SEMINOLE,209 NORTHWEST 8TH STREET,SEMINOLE,TX,79360-3499,GAINES,32.7218479,-102.6549052
141318,OSF HOLY FAMILY MED CTR,1000 WEST HARLEM AVENUE,MONMOUTH,IL,61462,WARREN,40.9222574,-90.6581848
154020,REGIONAL MENTAL HEALTH CENTER,8555 TAFT STREET,MERRILLVILLE,IN,46410,LAKE,41.4634324,-87.3634698
154021,GRANT BLACKFORD MENTAL HEALTH  INC.,505 WABASH AVENUE,MARION,IN,46952-,GRANT,40.5649735,-85.6665243
171363,COMMUNITY MEMORIAL HEALTHCARE  INC.,708 NORTH 18TH STREET,MARYSVILLE,KS,66508-,MARSHALL,39.8484434,-96.6354195
184007,THE BROOK - DUPONT,1405 BROWNS LANE,LOUSIVILLE,KY,40207,JEFFERSON,38.235613,-85.627229
191322,ABROM KAPLAN MEMORIAL HOSPITAL,1310 WEST 7TH STREET,KAPLAN,LA,70548,VERMILION,30.0080737,-92.2970706
261305,PUTNAM COUNTY MEMORIAL HOSPITAL,1926 OAK STREET,UNIONVILLE,MO,63565,PUTNAM,40.4820947,-93.0056725
261314,HERMANN AREA DISTRICT HOSPITAL,509 WEST 18TH STREET,HERMANN,MO,65041-,GASCONADE,38.6930057,-91.4496614
361309,HENRY COUNTY HOSPITAL (CAH),11600 STATE ROUTE 424,NAPOLEON,OH,43545-,HENRY,41.4113736,-84.0867551
361333,FULTON COUNTY HEALTH CENTER,725 SOUTH SHOOP AVENUE,WAUSEON,OH,43567,FULTON,41.5396275,-84.1322998
521359,MEMORIAL MEDICAL CENTER  INC.,1615 MAPLE LANE,ASHLAND,WI,54806-,ASHLAND,46.5686622,-90.8883105
251318,NORTH SUNFLOWER COUNTY HOSPITAL,,RULEVILLE,MS,38771,SUNFLOWER,57.053,-135.33
453313,EL PASO CHILDRENS HOSPITAL,4845 ALAMEDA AVE,EL PASO,TX,79905,EL PASO,57.053,-135.33
151318,DUKES MEMORIAL HOSPITAL,275 WEST 12TH STREET,PERU,IN,46970,MIAMI,40.756731,-86.0826193
184009,RIDGE,3050 RIO DOSA DRIVE,LEXINGTON,KY,40509,FAYETTE,38.0042915,-84.4423739
144026,HARTGROVE HOSPITAL,520 N. RIDGEWAY AVE,CHICAGO,IL,60624-,COOK,41.8908138,-87.7201093
171355,TREGO COUNTY LEMKE MEMORIAL HOSPITAL,320 13TH STREET,WAKEENEY,KS,67672-,TREGO,39.0277552,-99.8710117
191315,HARDTNER MEDICAL CENTER,1102 N. PINE ROAD,OLLA,LA,71465-,,31.8590111,-92.2752467
191317,JACKSON PARISH HOSPITAL,165 BEECH SPRINGS ROAD,JONESBORO,LA,71251-,,32.2531764,-92.7198376
194031,RIVER OAKS HOSPITAL,1525 RIVER OAKS W. AVE,HARAHANELO,LA,76901,JEFFERSON PARISH,29.9618605,-90.2028352
223302,CHILDRENS HOSPITAL CORPORATION,300 LONGWOOD AVENUE,BOSTON,MA,2115,SUFFOLK,42.337448,-71.1056343
232038,SSH - GROSSE POINTE,22101 MOROSS ROAD,DETROIT,MI,48236,WAYNE,42.4198301,-82.914852
261301,ELLETT MEMORIAL HOSPITAL,610 NORTH OHIO AVENUE,APPLETON,MO,64724-,ST. CLAIR,38.193714,-94.0201356
261316,MERCY HOSPITAL AURORA,500 PORTER STREET,AURORA,MO,65605-,LAWRENCE,36.9697766,-93.7099726
281323,CHI HEALTH SCHUYLER,104 WEST 17TH STREET,SCHUYLER,NE,68661-1396,COLFAX,41.455672,-97.0605158
451310,BALLINGER MEMORIAL HOSPITAL,BRONTE HIGHWAY & AVE B,BALLINGER,TX,76821-,RUNNELS,43.4457626,-79.7920151
524001,MILWAUKEE CTY MENTAL HEALTH COMPLEX,9455 WATERTOWN PLANK ROAD,MILWAUKEE,WI,53226,MILWAUKEE,43.0436433,-88.030038
524019,NORWOOD HEALTH CENTER,1600 NORTH CHESTNUT AVENUE,MARSHFIELD,WI,54449,WOOD,44.6823769,-90.1665441
31307,PARKER INDIAN HEALTH CENTER,12033 AGENCY ROAD,PARKER,AZ,85344,LAPAZ,34.1440347,-114.3089432
52035,KINDRED HOSPITAL WESTMINSTER,200 HOSPITAL CIRCLE,WESTMINSTER,CA,92683,ORANGE,33.7636566,-117.9952777
523302,CHILDRENS HOSPITAL OF WI-FOX VALLEY,130 SECOND STREET,NEENAH,WI,54956,WINNEBAGO,44.187021,-88.4537599
30071,FORT DEFIANCE INDIAN HOSPITAL,CORNER OF N12 AND N7,FORT DEFIANCE,AZ,86504,APACHE,35.759317,-109.0483992
30113,USPHS HOSPITAL-WHITERIVER,200 W HOSPITAL DRIVE,WHITERIVER,AZ,85941,NAVAJO,33.8763923,-109.9577256
41319,DEQUEEN MEDICAL CENTER,1300 HIGHWAY 70 WEST,DEQUEEN,AR,71832,SEVIER,34.0458181,-94.2788195
142011,HOLY FAMILY MEDICAL CENTER,100 NORTH RIVER ROAD  SECOND FLOOR,DES PLAINES,IL,60016,COOK,42.0553579,-87.8894309
154018,RICHMOND STATE HOSPITAL,498 N.W. 18TH,RICHMOND,IN,47374-,WAYNE,39.8346752,-84.9269066
154019,MADISON STATE HOSPITAL,711 GREEN ROAD,MADISON,IN,47250-,JEFFERSON,38.7613434,-85.4012975
191300,ST. HELENA PARISH HOSPITAL,16874 HIGHWAY 43,GREENSBURG,LA,70441-,ST. HELENA PARISH,30.8312886,-90.6662533
234023,HAVENWYCK HOSPITAL,1525 UNIVERSITY DRIVE,AUBURN HILLS,MI,48326,OAKLAND,42.6612188,-83.2495134
332006,CALVARY HOSPITAL  INC.,1740 EASTCHESTER ROAD,BRONX,NY,10461,BRONX,40.8480084,-73.8440486
334003,ST. LAWRENCE P.C.,1 CHIMNEY POINT DRIVE,OGDENSBURG,NY,13669-2291,ST. LAWRENCE,44.7166979,-75.4505159
334046,CAPITAL DISTRICT P.C.,75 NEW SCOTLAND AVE.,ALBANY,NY,12208-3474,ALBANY,42.6536975,-73.7806027
370172,CHOCTAW NATION HEALTH CARE CENTER,ONE CHOCTAW WAY,TALIHINA,OK,74571,LE FLORE,34.7549073,-95.0833257
371309,PAWHUSKA HOSPITAL  INC.,1101 S 15TH,PAWHUSKA,OK,74056,OSAGE,36.673413,-96.3255961
374001,NORTHWEST CTR FOR BEHAVIORAL HEALTH,ONE MILE HIGHWAY,FT. SUPPLY,OK,73841-0001,WOODWARD,36.5736459,-99.5723366
524025,FOND DU LAC COUNTY HEALTH CARE CTR.,459 E 1ST STREET,FOND DU LAC,WI,54935,FOND DU LAC,43.7763521,-88.4293323
524026,WAUKESHA COUNTY MENTAL HEALTH CNTR,1501 AIRPORT RD,WAUKESHA,WI,51388,WAUKESHA,43.0256503,-88.232283
30084,CHINLE COMPREHENSIVE CARE FACILITY,1 MILE N OF HWY 191,CHINLE,AZ,86503,NAVAJO,36.1578359,-109.5825853
154059,SYCAMORE SPRINGS,833 PARK EAST BOULEVARD,LAFAYETTE,IN,47905,TIPPECANOE,40.4067396,-86.8274467
171344,WILSON MEDICAL CENTER,2600 OTTAWA ROAD,NEODESHA,KS,66757-,WILSON,37.408529,-95.7082419
173300,CHILDRENS MERCY HOSPITAL KANSAS,5808 WEST 110TH,OVERLAND PARK,KS,66211,JOHNSON,38.9300791,-94.6524616
250127,CHOCTAW HEALTH CENTER,ROUTE 7 BOX R50,PHILADELPHIA,MS,39350,NESHOBA,32.7603148,-89.1324866
251312,TYLER HOLMES MEMORIAL HOSPITAL,TYLER HOLMES MEMORIAL HOSPITAL,WINONA,MS,38967,MONTGOMERY,33.4907244,-89.7382652
320058,MESCALERO INDIAN HOSPITAL,301 SAGE AVENUE,MESCALERO,NM,88340,OTERO,33.1585058,-105.7696915
444021,BEHAVORIAL HEALTH CENTERS,1400 ROSEWOOD DR,COLUMBIA,TN,38401,MAURY,35.6059999,-87.0589134
450658,FREESTONE MEDICAL CENTER,125 NEWMAN STREET,FAIRFIELD,TX,75840-,FREESTONE,31.7256143,-96.1708793
452094,VICTORIA WARM SPRINGS SPECIALTY HOSP,102 MEDICAL DRIVE,VICTORIA,TX,77904,VICTORIA,28.8550166,-97.0220391
454133,CROSS CREEK HOSPITAL,8402 CROSS PARK DRIVE,AUSTIN,TX,78754,TRAVIS,30.3379973,-97.6773213
521343,STOUGHTON HOSPITAL ASSOCIATION,900 RIDGE STREET,STOUGHTON,WI,53589-1896,DANE,42.920316,-89.2113541
171338,GREAT PLAINS OF SABETHA  INC.,14TH & OREGON,SABETHA,KS,66534-,NEMAHA,33.7865179,-84.4023624
231313,HARBOR BEACH COMMUNITY HOSPITAL,210 SOUTH FIRST STREET,HARBOR BEACH,MI,48441-0040,HURON,43.8426786,-82.6520155
231317,KELSEY MEMORIAL HOSPITAL,418 WASHINGTON AVENUE,LAKEVIEW,MI,48850-,MONTCALM,43.4408044,-85.278512
261317,MERCY HOSPITAL CASSVILLE,94 MAIN,CASSVILLE,MO,65625-,BARRY,36.6746656,-93.8722913
281322,SAINT FRANCIS MEMORIAL HOSPITAL,430 NORTH MONITOR STREET,WEST POINT,NE,68788,DODGE,41.8431902,-96.7060899
321309,MIMBRES MEMORIAL HOSPITAL,900 WEST ASH STREET,DEMING,NM,88030,LUNA,32.2603723,-107.7678531
392031,SSH - JOHNSTOWN  INC.,320 MAIN STREET,JOHNSTOWN,PA,15901,CAMBRIA,40.3259292,-78.9209566
492009,VIBRA HOSPITAL OF RICHMOND  LLC,2220 EDWARD HOLLAND DRIVE,RICHMOND,VA,23230,HENRICO,37.5906307,-77.4907207
54069,AURORA CHARTER OAK BHS,1161 E COVINA BLVD,COVINA,CA,91724-1523,LOS ANGELES,34.1009866,-117.8661473
131308,CASCADE MEDICAL CENTER,402 OLD STATE HIGHWAY,CASCADE,ID,83611-0151,VALLEY,44.5177124,-116.0494325
151304,RUSH MEMORIAL HOSPITAL,1300 NORTH MAIN STREET,RUSHVILLE,IN,46173-,RUSH,39.6221313,-85.4442464
151328,INDIANA UNIVERSITY HEALTH BEDFORD,2900 WEST SIXTEENTH STREET,BEDFORD,IN,47421-,LAWRENCE,38.85946,-86.5129187
264012,CENTERPOINTE HOSPITAL,4801 WELDON SPRINGS PARKWAY,ST. CHARLES,MO,63304,ST. CHARLES,38.7149726,-90.6714711
334013,PILGRIM P.C.,998 CROOKED HILL ROAD,WEST BRENTWOOD,NY,11717-1087,SUFFOLK,40.7964761,-73.281526
444005,BEHAVORIAL HEALTHCARE CENTERS,458 HANNINGS LANE,MARTIN,TN,38237,WEAKLEY,36.336764,-88.8717041
451311,SWEENY COMMUNITY HOSPITAL,305 NORTH MCKINNEY,SWEENY,TX,77480-,BRAZORIA,29.0478738,-95.6917378
452038,TEXAS NEURO REHAB CENTER,1106 WEST DITTMAR ROAD,AUSTIN,TX,78745,TRAVIS,30.1896888,-97.8062055
454083,INTRACARE NORTH HOSPITAL,1120 CYPRESS STATTION,HOUSTON,TX,77090,HARRIS,30.0238076,-95.4401857
54114,SAN DIEGO COUNTY PSYCHIATRIC HOSPITA,3853 ROSECRANS STREET,SAN DIEGO,CA,92110,,32.7537242,-117.2019715
100073,HOLY CROSS HOSPITAL,4725 NORTH FEDERAL HIGHWAY,FORT LAUDERDALE,FL,33308,BROWARD,26.1866679,-80.1196531
274004,MONTANA CHILDRENS HOME AND HOSPITAL,2755 COLONIAL DRIVE,HELENA,MT,59604,,46.5819519,-111.9889821
314026,EAST MOUNTAIN HOSPITAL  INC.,EAST MOUNTAIN HOSPITAL  INC.,BELLE MEAD,NJ,08502-1029,SOMERSET,40.466213,-74.680982
521351,REEDSBURG AREA MEDICAL CENTER,2000 NORTH DEWEY STREET,REEDSBURG,WI,53959-,SAUK,43.5495779,-89.9930399
522008,SSH -MADISON,801 BRAXTON PLACE,MADISON,WI,53715,DANE,43.0659412,-89.399383
151316,IU HEALTH FRANKFORT HOSPITAL,1300 SOUTH JACKSON STREET,FRANKFORT,IN,46041,CLINTON,40.2695974,-86.5112609
171383,WILLIAM NEWTON MEMORIAL HOSPITAL,1300 EAST FIFTH,WINFIELD,KS,67156,COWLEY,37.2452055,-96.9820738
181319,BRECKINRIDGE HEALTH  INC,1011 OLD HIGHWAY 60,HARDINSBURG,KY,40143-,BRECKINRIDGE,37.7670159,-86.4412209
192008,DENHAM SPRINGS - AMG SPECIALTY HOSPI,8375 FLORIDA BOULEVARD,DENHAM SPRINGS,LA,70726,EAST BATON ROUGE PARISH,30.4843906,-90.918597
64007,CENTENNIAL PEAKS HOSPITAL,2255 SOUTH 88TH STREET,LOUISVILLE,CO,80027,BOULDER,39.9481162,-105.1481725
231304,HELEN NEWBERRY JOY HOSPITAL,502 W HARRIE,NEWBERRY,MI,49868,LUCE,46.3529849,-85.5156072
334053,BRONX P.C.,1500 WATERS PLACE,BRONX,NY,10461-2796,BRONX,40.8523855,-73.8372738
341327,J ARTHUR DOSHER MEMORIAL HOSPITAL,924 HOWE STREET,SOUTHPORT,NC,28461-,BRUNSWICK,33.9296213,-78.021616
312019,SSH - NORTHEAST NEW JERSEY  INC.,96 PARKWAY,ROCHELLE PARK,NJ,7662,BERGEN,40.8977754,-74.0739353
50102,PARKVIEW COMMUNITY HOSPITAL,3865 JACKSON STREET,RIVERSIDE,CA,92503,RIVERSIDE,33.9270423,-117.439708
144040,CHICAGO BEHAVIORAL HOSPITAL,555 WILSON LANE,DES PLAINES,IL,60016,COOK,42.0428048,-87.8791396
151333,PUTNAM COUNTY HOSPITAL,1542 SOUTH BLOOMINGTON ST,GREENCASTLE,IN,46135-,PUTNAM,39.621285,-86.8476013
231331,SPARROW IONIA HOSPITAL,479 LAFAYETTE,IONIA,MI,48846,IONIA,42.9851449,-85.0506967
234021,HARBOR OAKS HOSPITAL,35031 23 MILE ROAD,NEW BALTIMORE,MI,48087,MACOMB,42.676653,-82.7560052
452060,VIBRA  HOSPITAL OF AMARILLO,7501 WALLACE BLVD.,AMARILLO,TX,79124,POTTER,35.194182,-101.9270551
521305,MCHS-FRANCISCAN SPARTA,310 W MAIN,SPARTA,WI,54656,MONROE,43.9442903,-90.8141501
524014,BROWN CNTY COMMUNITY TREATMENT CTR,3150 GERSHWIN DR,GREEN BAY,WI,54311-5899,BROWN,44.5230132,-87.9247473
151302,IU HEALTH BLACKFORD HOSPITAL,410 PILGRIM STREET,HARTFORD CITY,IN,47348,BLACKFORD,40.4677793,-85.3726904
154064,ASSURANCE HEALTH INDIANAPOLIS,900 NORTH HIGH SCHOOL ROAD,INDIANAPOLIS,IN,46214,MARION,39.7776059,-86.2732981
291303,BATTLE MOUNTAIN GENERAL HOSPITAL,535 HUMBOLDT STREET,BATTLE MOUNTAIN,NV,89820,LANDER,40.6405171,-116.9439851
371324,HARPER COUNTY COMMUNITY HOSPITAL,1003 HIGHWAY 64,BUFFALO,OK,73834-,HARPER,35.4374738,-93.6640885
381303,PROVIDENCE SEASIDE HOSPITAL,725 S. WAHANNA ROAD,SEASIDE,OR,97138-,CLATSOP,45.9889888,-123.9116566
524000,AURORA PSYCHIATRIC HOSPITAL,1220 DEWEY AVENUE,WAUWATOSA,WI,53213-,MILWAUKEE,43.0467965,-88.0076535
54153,OCEAN VIEW PSYCHIATRIC FACILITY,2600 REDONDO AVENUE,LONG BEACH,CA,90806,LOS ANGELES,33.8048927,-118.1507908
64001,CO MENTAL HEALTH INSTITUTE - PUEBLO,1600 W 24TH STREET,PUEBLO,CO,81001-1411,PUEBLO,38.2908993,-104.6308738
151327,SULLIVAN COUNTY COMMUNITY HOSPITAL,2200 NORTH SECTION STREET,SULLIVAN,IN,47882-,SULLIVAN,39.1256786,-87.4127722
171321,MEADE DISTRICT HOSPITAL,510 E. CARTHAGE,MEADE,KS,67864-0820,MEADE,37.2863105,-100.3344025
171326,LOGAN COUNTY HOSPITAL,211 CHERRY,OAKLEY,KS,67748,,39.1269442,-100.8629296
182002,CONTINUING CARE HOSPITAL,150 N. EAGLE STREET,LEXINGTON,KY,40509,FAYETTE,37.9992389,-84.4391141
252013,ALLEGIANCE SPECIALTY HOSPITAL OF GRE,300 SOUTH WASHINGTON AVENUE  3RD FL,GREENVILLE,MS,38701,WASHINGTON,33.4043276,-91.0511456
294009,MONTEVISTA HOSPITAL,5900 WEST ROCHELLE AVENUE,LAS VEGAS,NV,89103,CLARK,36.1117624,-115.2216139
442016,SSH - TRI-CITIES  INC.,1 MEDICAL PARK BLVD  5TH FL WEST,BRISTOL,TN,37620,SULLIVAN,36.5854658,-82.256802
34024,AURORA BHS OF ARIZONA,6015 WEST PERIOA AVENUE,GLENDALE,AZ,85302-1213,MARICOPA,33.5810387,-112.189315
54133,METROPOLITAN STATE HOSPITAL,11400 SO. NORWALK BLVD,NORWALK,CA,90650,LOS ANGELES,33.9278889,-118.0725941
121308,KULA HOSPITAL,100 KEOKEA PLACE,KULA,HI,96790,MAUI,20.7012729,-156.3572643
141312,ROCHELLE COMMUNITY HOSPITAL,900 NORTH 2ND STREET,ROCHELLE,IL,61068,OGLE,41.9283209,-89.0633901
151313,WOODLAWN HOSPITAL,1400 EAST 9TH STREET,ROCHESTER,IN,46975-,FULTON,41.0639232,-86.1957552
171313,KEARNY COUNTY HOSPITAL,500 THORPE STREET,LAKIN,KS,67860,KEARNY,37.9459952,-101.251419
263303,RANKEN JORDAN,11365 DORSETT ROAD,MARYLAND HEIGHTS,MO,63043-,SAINT LOUIS,38.7099806,-90.4150949
271305,MCCONE COUNTY HEALTH CENTER,205 SULLIVAN AVENUE,CIRCLE,MT,59215,MCCONE,47.4183152,-105.5824839
281312,GENOA COMMUNITY HOSPITAL,709 EWING AVE,GENOA,NE,68640,NANCE,41.443098,-97.7338849
433300,LIFESCAPE,2501 W 26TH STREET,SIOUX FALLS,SD,57105,,43.529379,-96.756134
464015,HIGHLAND RIDGE HOSPITAL,7309 SOUTH 180 WEST,MIDVALE,UT,84047,SALT LAKE,40.6179743,-111.8967757
102009,KINDRED HOSPITAL BAY AREA,4555 SOUTH MANHATTAN AVENUE,TAMPA,FL,33611,HILLSBOROUGH,27.898031,-82.5190499
