Provider CCN,Hospital Name,Street Address,City,State Code,Zip Code,lat,lng,Rural Versus Urban,CCN Facility Type,Fiscal Year Begin Date,Fiscal Year End Date,FTE - Employees on Payroll,Number of Beds,Total Bed Days Available,Total Discharges (V + XVIII + XIX + Unknown),Net Patient Revenue,Net Income,Wage-Related Costs (Core),Total Salaries (adjusted),Contract Labor,Rev Per FTE,CON,Urban,Inpatient %,Outpatient %,Charity %,Uncompensated %,Rev/Discharge,Rev Per Bed,Rev Per Bed Days,Discharges Per Bed,Discharges Per Bed Days,Discharge/FTE,Net Income %,Net Income Score,Labor %,Overhead %,Depreciation %,LbrExp/FTE,Overhead Exp Per Bed,Pacesetter Group
280131,MIDWEST SURGICAL HOSPITAL,7915 FARNAM DRIVE,OMAHA,NE,68114-,41.257509999999996,-96.0370314,U,STH,01/01/2016,12/31/2016,78.92,19.0,6954.0,959.0,"$48,949,536",$20931169,"$2,039,599","$5,948,074","$497,377","$620,242",1.0,1.0,44.4022%,55.5978%,0.0144%,0.0144%,"$51,042","$2,576,291","$7,039",50.47,0.14,50.47,42.7607%,1,16.3182%,45.3737%,2.0778%,"$101,212","$1,168,959",1st Quartile
160064,MERCY MEDICAL CENTER - MASON CITY,1000 4TH STREET,MASON CITY,IA,50401,43.1485571,-93.21607,R,STH,07/01/2016,06/30/2017,1892.42,176.0,64240.0,10772.0,"$307,237,392",$31790568,"$32,746,112","$144,403,960","$3,960,481","$162,352",1.0,0.0,40.3194%,59.6806%,0.2297%,0.2297%,"$28,522","$1,745,667","$4,783",61.20,0.17,61.20,10.3472%,2,57.6590%,71.8821%,5.7264%,"$93,610","$1,254,822",2nd Quartile
160122,FORT MADISON COMMUNITY HOSPITAL,HIGHWAY 61 WEST,FORT MADISON,IA,52627-,40.6704428,-91.3147067,R,STH,10/01/2015,09/30/2016,420.19,50.0,18300.0,1317.0,"$60,133,953",$-442715,"$6,241,814","$27,368,995","$147,501","$143,111",1.0,0.0,43.6136%,56.3864%,0.1744%,0.1744%,"$45,660","$1,202,679","$3,286",26.34,0.07,26.34,-0.7362%,2,55.8932%,50.9029%,7.0142%,"$79,990","$612,199",3rd Quartile
170027,PRATT REGIONAL MEDICAL CENTER,200 COMMODORE,PRATT,KS,67124-,37.6454336,-98.7291765,R,STH,10/01/2015,09/30/2016,269.6,35.0,12810.0,1409.0,"$46,074,244",$-1611587,"$2,562,484","$24,337,244","$340,539","$170,899",0.0,0.0,29.8554%,70.1446%,0.2718%,0.2718%,"$32,700","$1,316,407","$3,597",40.26,0.11,40.26,-3.4978%,3,58.3834%,59.1256%,6.8168%,"$99,776","$778,333",4th Quartile
170186,KANSAS HEART HOSPITAL,3601 NORTH WEBB ROAD,WICHITA,KS,67226-,37.7503032,-97.2278284,U,STH,01/01/2016,12/31/2016,169.68,46.0,16836.0,1747.0,"$46,770,654",$2646583,"$2,105,246","$11,742,822","$597,881","$275,640",0.0,1.0,44.3853%,55.6147%,0.0854%,0.0854%,"$26,772","$1,016,753","$2,778",37.98,0.10,37.98,5.6586%,2,29.6085%,69.6453%,3.2116%,"$81,613","$708,121",2nd Quartile
260025,HANNIBAL REGIONAL HOSPITAL,HIGHWAY 36  6000 HOSPITAL DRIVE,HANNIBAL,MO,63401,39.710562,-91.45013,R,STH,10/01/2015,09/30/2016,725.58,86.0,31476.0,4080.0,"$124,429,825",$8760593,"$13,133,717","$53,444,341","$2,589,120","$171,490",1.0,0.0,45.8639%,54.1361%,1.8168%,1.8168%,"$30,498","$1,446,858","$3,953",47.44,0.13,47.44,7.0406%,2,53.5065%,55.1489%,5.9499%,"$91,758","$797,927",2nd Quartile
260137,FREEMAN OAK HILL HEALTH SYSTEM,1102 WEST 32ND STREET,JOPLIN,MO,64804,37.052636,-94.5268312,U,STH,04/01/2016,03/31/2017,2715.79,361.0,131765.0,16278.0,"$469,928,340",$33741655,"$36,379,335","$201,403,816","$787,066","$173,036",1.0,1.0,39.3724%,60.6276%,1.0680%,1.0680%,"$28,869","$1,301,741","$3,566",45.09,0.12,45.09,7.1802%,2,50.5999%,50.1989%,4.0158%,"$87,556","$653,459",2nd Quartile
260175,GOLDEN VALLEY MEMORIAL HOSPITAL,1600 NORTH SECOND,CLINTON,MO,64735-1192,38.3896149,-93.7684297,R,STH,04/01/2016,03/31/2017,548.54,54.0,16940.0,2041.0,"$97,003,640",$5739753,"$8,467,412","$42,403,955","$880,269","$176,840",1.0,0.0,19.1001%,80.8999%,0.9291%,0.9291%,"$47,528","$1,796,364","$5,726",37.80,0.12,37.80,5.9170%,2,52.4427%,58.8064%,6.4502%,"$92,740","$1,056,377",2nd Quartile
150024,ESKENAZI HEALTH,720 ESKENAZI AVENUE,INDIANAPOLIS,IN,46202,39.777552299999996,-86.1837364,U,STH,01/01/2016,12/31/2016,3952.0,316.0,115340.0,17144.0,"$330,626,279",$-29966611,"$58,160,759","$238,103,353","$14,954,165","$83,660",1.0,1.0,47.0867%,52.9133%,24.1035%,24.1035%,"$19,285","$1,046,286","$2,867",54.25,0.15,54.25,-9.0636%,3,89.6069%,125.4643%,20.0182%,"$74,966","$1,312,715",4th Quartile
150044,FLOYD MEMORIAL HOSPITAL & HEALTH SVS,1850 STATE STREET,NEW ALBANY,IN,47150-4990,38.30129270000001,-85.8345754,U,STH,01/01/2016,09/30/2016,2276.09,215.0,58910.0,10600.0,"$278,243,003",$-19853718,"$22,144,248","$113,279,219","$1,272,810","$122,246",1.0,1.0,41.3859%,58.6141%,0.0651%,0.0651%,"$26,249","$1,294,154","$4,723",49.30,0.18,49.30,-7.1354%,3,48.6709%,58.1550%,3.5685%,"$59,498","$752,615",4th Quartile
150045,DEKALB MEMORIAL HOSPITAL,1316 EAST 7TH STREET,AUBURN,IN,46706-,41.36890289999999,-85.0355821,R,STH,10/01/2015,09/30/2016,488.22,56.0,20496.0,2179.0,"$58,797,058",$1308919,"$5,875,259","$27,340,435","$1,049,370","$120,431",1.0,0.0,27.0796%,72.9204%,0.4697%,0.4697%,"$26,984","$1,049,947","$2,869",38.91,0.11,38.91,2.2262%,2,56.4921%,66.1219%,8.8581%,"$68,034","$694,245",3rd Quartile
150075,BLUFFTON REGIONAL MEDICAL CENTER,303 S. MAIN STREET,BLUFFTON,IN,46714-,40.737410600000004,-85.17114959999998,U,STH,10/01/2015,09/30/2016,212.98,62.0,22692.0,1529.0,"$32,363,738",$-880825,"$3,972,925","$11,848,027","$95,629","$151,957",1.0,1.0,36.9552%,63.0448%,0.1162%,0.1162%,"$21,167","$521,996","$1,426",24.66,0.07,24.66,-2.7216%,2,48.8848%,67.1228%,8.2526%,"$74,284","$350,378",3rd Quartile
230002,ST. MARY MERCY HOSPITAL - LIVONIA,36475 FIVE MILE ROAD,LIVONIA,MI,48154,42.3943459,-83.4043441,U,STH,07/01/2016,06/30/2017,1709.75,252.0,91980.0,16218.0,"$301,086,848",$26492580,"$25,704,217","$127,971,005","$1,031,999","$176,100",1.0,1.0,54.4633%,45.5367%,0.3540%,0.3540%,"$18,565","$1,194,789","$3,273",64.36,0.18,64.36,8.7990%,2,51.0402%,56.3016%,2.3716%,"$89,882","$672,685",2nd Quartile
230005,BIXBY MEDICAL CENTER,818 RIVERSIDE AVENUE,ADRIAN,MI,49221-,41.9138521,-84.0486253,R,STH,01/01/2016,12/31/2016,460.73,88.0,32208.0,3486.0,"$82,108,254",$7169375,"$7,762,443","$25,701,291","$804,854","$178,213",1.0,0.0,29.6322%,70.3678%,0.8540%,0.8540%,"$23,554","$933,048","$2,549",39.61,0.11,39.61,8.7316%,2,40.7556%,62.5767%,5.7140%,"$72,632","$583,871",2nd Quartile
230121,MEMORIAL HEALTHCARE,826 WEST KING STREET,OWOSSO,MI,48867,43.0054317,-84.1814947,U,STH,01/01/2016,12/31/2016,855.37,107.0,39242.0,2631.0,"$120,477,665",$1766114,"$11,924,909","$59,706,199","$1,025,957","$140,849",1.0,1.0,22.2865%,77.7135%,0.0364%,0.0364%,"$45,792","$1,125,959","$3,070",24.59,0.07,24.59,1.4659%,2,59.4559%,55.6495%,6.3368%,"$83,743","$626,591",3rd Quartile
230151,BEAUMONT HOSPITAL - FARMINGTON HILLS,28050 GRAND RIVER,FARMINGTON HILLS,MI,48336,42.4437325,-83.3245903,U,STH,01/01/2016,12/31/2016,2023.31,256.0,93696.0,13245.0,"$373,593,994",$31041126,"$33,361,013","$140,619,436","$435,624","$184,645",1.0,1.0,42.1853%,57.8147%,0.6470%,0.6470%,"$28,206","$1,459,352","$3,987",51.74,0.14,51.74,8.3088%,2,46.5694%,51.7556%,0.6841%,"$85,988","$755,296",2nd Quartile
230193,MCLAREN LAPEER REGION,1375 NORTH MAIN STREET,LAPEER,MI,48436,43.06297360000001,-83.3206601,U,STH,10/01/2015,09/30/2016,623.21,183.0,66978.0,5899.0,"$110,583,888",$7299176,"$16,746,990","$46,064,887","$1,166,129","$177,442",1.0,1.0,44.6135%,55.3865%,0.0070%,0.0070%,"$18,746","$604,284","$1,651",32.23,0.09,32.23,6.6006%,2,56.8002%,55.2324%,3.6213%,"$100,788","$333,761",2nd Quartile
230230,EDWARD W. SPARROW HOSPITAL,1215 E. MICHIGAN AVE,LANSING,MI,48912-1811,42.7337073,-84.5351043,U,STH,01/01/2016,12/31/2016,4848.87,524.0,191718.0,31756.0,"$906,722,831",$53618870,"$98,083,944","$421,627,461","$5,266,363","$186,997",1.0,1.0,49.1958%,50.8042%,0.1742%,0.1742%,"$28,553","$1,730,387","$4,729",60.60,0.17,60.60,5.9135%,2,57.3176%,57.0175%,5.1861%,"$107,182","$986,623",2nd Quartile
230254,CRITTENTON HOSPITAL MEDICAL CENTER,1101 W. UNIVERSITY DR.,ROCHESTER,MI,48307,42.6796677,-83.1494443,U,STH,07/01/2016,06/30/2017,995.37,187.0,68255.0,8379.0,"$203,378,368",$15892037,"$15,466,223","$75,335,045","$4,873,454","$204,324",1.0,1.0,54.8922%,45.1078%,0.0432%,0.0432%,"$24,272","$1,087,585","$2,980",44.81,0.12,44.81,7.8140%,2,44.6465%,58.1560%,2.3590%,"$91,224","$632,495",2nd Quartile
230029,ST. JOSEPH MERCY HOSPITAL - OAKLAND,44405 WOODWARD AVENUE,PONTIAC,MI,48341,42.6149251,-83.2766901,U,STH,07/01/2016,06/30/2017,2309.67,369.0,134685.0,18551.0,"$413,802,836",$30034397,"$39,175,424","$166,361,591","$2,059,935","$179,161",1.0,1.0,53.0256%,46.9744%,0.5632%,0.5632%,"$22,306","$1,121,417","$3,072",50.27,0.14,50.27,7.2581%,2,49.6703%,62.4475%,2.7180%,"$88,990","$700,296",2nd Quartile
230035,SPECTRUM HEALTH UNITED MEMORIAL,615 SOUTH BOWER,GREENVILLE,MI,48838,43.174682000000004,-85.26949859999998,U,STH,07/01/2016,06/30/2017,520.57,42.0,15330.0,3147.0,"$91,479,233",$5502503,"$10,102,372","$31,483,119","$111,228","$175,729",1.0,1.0,22.5450%,77.4550%,0.7263%,0.7263%,"$29,069","$2,178,077","$5,967",74.93,0.21,74.93,6.0150%,2,45.4589%,60.2651%,5.6119%,"$79,885","$1,312,620",2nd Quartile
230066,MERCY HEALTH MUSKEGON,1700 CLINTON STREET,MUSKEGON,MI,49442-5502,43.2221106,-86.2429123,U,STH,07/01/2016,06/30/2017,3184.41,336.0,116464.0,16804.0,"$437,981,787",$30044887,"$55,995,080","$224,813,863","$3,221,726","$137,539",1.0,1.0,42.5727%,57.4273%,0.4180%,0.4180%,"$26,064","$1,303,517","$3,761",50.01,0.14,50.01,6.8598%,2,64.1143%,71.7490%,3.5538%,"$88,182","$935,260",2nd Quartile
230096,STURGIS HOSPITAL  INC.,916 MYRTLE STREET,STURGIS,MI,49091-,41.79473220000001,-85.4074064,R,STH,10/01/2015,09/30/2016,255.57,49.0,17934.0,1113.0,"$45,060,607",$-2477268,"$3,585,551","$21,497,442","$700,618","$176,314",1.0,0.0,38.9739%,61.0261%,0.0876%,0.0876%,"$40,486","$919,604","$2,513",22.71,0.06,22.71,-5.4976%,3,55.6650%,60.4946%,2.3939%,"$98,145","$556,310",4th Quartile
230097,MUNSON MEDICAL CENTER,1105 SIXTH STREET,TRAVERSE CITY,MI,49684,44.7608975,-85.64252359999998,R,STH,07/01/2016,06/30/2017,3071.87,409.0,135902.0,22757.0,"$576,470,106",$71462816,"$49,520,072","$182,255,732","$6,309,948","$187,661",1.0,0.0,48.2943%,51.7057%,0.2410%,0.2410%,"$25,332","$1,409,462","$4,242",55.64,0.17,55.64,12.3966%,1,40.2060%,63.0554%,3.6118%,"$75,451","$888,742",1st Quartile
110113,BURKE MEDICAL CENTER,351 LIBERTY STREET,WAYNESBORO,GA,30830,33.0834728,-82.0112578,U,STH,06/01/2016,05/31/2017,102.55,40.0,14600.0,297.0,"$6,036,794",$-987137,"$742,663","$4,962,068","$531,493","$58,867",1.0,1.0,11.4731%,88.5269%,2.7840%,2.7840%,"$20,326","$150,920",$413,7.42,0.02,7.42,-16.3520%,3,94.4993%,126.6623%,8.5746%,"$55,629","$191,158",4th Quartile
230105,NORTHERN MICHIGAN REGIONAL HOSPITAL,416 CONNABLE AVENUE,PETOSKEY,MI,49770,45.3732041,-84.9700443,R,STH,10/01/2015,09/30/2016,1186.06,187.0,68442.0,10356.0,"$226,596,279",$15117575,"$22,057,235","$74,834,399","$574,378","$191,050",1.0,0.0,44.0267%,55.9733%,0.1132%,0.1132%,"$21,881","$1,211,745","$3,311",55.38,0.15,55.38,6.6716%,2,42.7596%,73.2099%,5.2784%,"$81,692","$887,118",2nd Quartile
230108,PORTAGE HEALTH SYSTEM,500 CAMPUS DRIVE,HANCOCK,MI,49930-,47.1400313,-88.5869261,R,STH,12/01/2015,11/30/2016,399.03,36.0,13176.0,1351.0,"$66,258,552",$-1113951,"$4,458,321","$31,800,674","$651,917","$166,049",1.0,0.0,23.7656%,76.2344%,0.2757%,0.2757%,"$49,044","$1,840,515","$5,029",37.53,0.10,37.53,-1.6812%,2,54.7235%,67.1159%,5.2971%,"$90,868","$1,235,279",3rd Quartile
230117,BORGESS MEDICAL CENTER,1521 GULL ROAD,KALAMAZOO,MI,49048,42.3070299,-85.5618077,U,STH,07/01/2016,06/30/2017,2220.0,286.0,104390.0,17003.0,"$407,465,945",$71316638,"$54,984,112","$137,100,754","$4,492,238","$183,543",1.0,1.0,51.2424%,48.7576%,0.4016%,0.4016%,"$23,964","$1,424,706","$3,903",59.45,0.16,59.45,17.5025%,1,47.1413%,59.9697%,4.8333%,"$86,525","$854,392",1st Quartile
30065,BANNER DESERT MEDICAL CENTER,1400 SOUTH DOBSON ROAD,MESA,AZ,85202,33.3899517,-111.8773528,U,STH,01/01/2016,12/31/2016,3153.71,615.0,225090.0,35276.0,"$661,047,194",$87834502,"$44,844,872","$199,038,154","$3,885,083","$209,609",0.0,1.0,58.5423%,41.4577%,1.3188%,1.3188%,"$18,739","$1,074,873","$2,937",57.36,0.16,57.36,13.2872%,1,36.8934%,57.8819%,6.2736%,"$77,332","$622,157",1st Quartile
30114,NORTHWEST MEDICAL CENTER ORO VALLEY,1551 E TANGERINE ROAD,ORO VALLEY,AZ,85755-,32.4291928,-110.94852140000002,U,STH,10/01/2015,09/30/2016,461.77,111.0,40515.0,5301.0,"$93,310,124",$6788415,"$5,254,986","$32,039,839","$735,799","$202,071",0.0,1.0,48.0221%,51.9779%,0.0005%,0.0005%,"$17,602","$840,632","$2,303",47.76,0.13,47.76,7.2751%,2,39.9687%,58.7086%,5.5451%,"$80,765","$493,523",2nd Quartile
40118,NEA - BAPTIST MEMORIAL HEALTH,4800 EAST JOHNSON AVENUE,JONESBORO,AR,72401,35.86686779999999,-90.63670429999999,U,STH,10/01/2015,09/30/2016,960.74,192.0,70272.0,10970.0,"$169,059,918",$-2364880,"$12,297,396","$47,334,796","$355,208","$175,968",1.0,1.0,47.8125%,52.1875%,0.1965%,0.1965%,"$15,411","$880,520","$2,406",57.14,0.16,57.14,-1.3988%,2,35.2728%,72.4161%,12.1846%,"$62,069","$637,639",3rd Quartile
100049,HIGHLANDS REGIONAL MEDICAL CENTER,3600 S. HIGHLANDS AVENUE,SEBRING,FL,33870,27.4656135,-81.4329631,U,STH,10/01/2015,09/30/2016,300.34,126.0,46116.0,3573.0,"$50,620,386",$-1155219,"$2,514,067","$16,628,402","$3,150,192","$168,544",1.0,1.0,43.9237%,56.0763%,0.2531%,0.2531%,"$14,167","$401,749","$1,098",28.36,0.08,28.36,-2.2821%,2,37.8157%,70.2983%,5.1536%,"$63,736","$282,423",3rd Quartile
100071,BROOKSVILLE REGIONAL HOSPTAL,17240 CORTEZ BLVD,BROOKSVILLE,FL,34601,28.5385,-82.44303860000002,U,STH,10/01/2015,09/30/2016,712.06,244.0,89304.0,10402.0,"$147,657,834",$35330066,"$8,971,840","$40,686,202","$3,652,755","$207,367",1.0,1.0,54.5513%,45.4487%,0.2167%,0.2167%,"$14,195","$605,155","$1,653",42.63,0.12,42.63,23.9270%,1,33.6305%,49.8976%,2.1910%,"$69,739","$301,958",1st Quartile
100077,PEACE RIVER REGIONAL MEDICAL CENTER,2500 HARBOR BLVD,PORT CHARLOTTE,FL,33952,26.9890286,-82.0957183,U,STH,01/01/2016,12/31/2016,736.87,254.0,92964.0,10283.0,"$139,768,183",$9072035,"$13,053,982","$44,083,783","$991,021","$189,678",1.0,1.0,61.2104%,38.7896%,1.5847%,1.5847%,"$13,592","$550,268","$1,503",40.48,0.11,40.48,6.4908%,2,40.8804%,62.4987%,4.4472%,"$77,541","$343,911",2nd Quartile
100110,OSCEOLA REGIONAL MEDICAL CENTER,700 WEST OAK STREET,KISSIMMEE,FL,32742,28.299468,-81.4095251,U,STH,01/01/2016,12/31/2016,1325.19,307.0,109758.0,22009.0,"$344,916,590",$71881269,"$20,554,215","$93,121,255","$3,514,124","$260,277",1.0,1.0,63.9310%,36.0690%,0.2287%,0.2287%,"$15,672","$1,123,507","$3,143",71.69,0.20,71.69,20.8402%,1,32.9574%,53.1379%,3.9421%,"$85,781","$597,007",1st Quartile
100142,JACKSON HOSPITAL  MARIANNA,4250 HOSPITAL DRIVE,MARIANNA,FL,32466,30.3815472,-85.4994192,R,STH,10/01/2015,09/30/2016,424.79,66.0,24156.0,2837.0,"$50,502,358",$11425826,"$3,382,622","$22,905,140","$971,151","$118,888",1.0,0.0,28.8303%,71.1697%,3.5586%,3.5586%,"$17,801","$765,187","$2,091",42.98,0.12,42.98,22.6243%,1,52.0525%,54.5667%,4.8125%,"$61,884","$417,537",1st Quartile
100204,NORTH FLORIDA REG MED CNTR,6500 NEWBERRY ROAD,GAINESVILLE,FL,32605-,29.6602979,-82.4115723,U,STH,03/01/2016,02/28/2017,1492.83,379.0,138335.0,25885.0,"$443,940,230",$110671185,"$21,108,397","$93,660,526","$9,948,313","$297,382",1.0,1.0,62.8208%,37.1792%,3.1186%,3.1186%,"$17,150","$1,171,346","$3,209",68.30,0.19,68.30,24.9293%,1,25.8523%,54.8409%,4.2561%,"$76,880","$642,377",1st Quartile
100211,PASCO REGIONAL MEDICAL CENTER,13100 FORT KING ROAD,DADE CITY,FL,33525,28.347924199999998,-82.20039320000002,U,STH,10/01/2015,09/30/2016,248.83,120.0,43920.0,2307.0,"$43,695,555",$1430874,"$3,668,509","$15,164,611","$232,434","$175,604",1.0,1.0,44.5641%,55.4359%,0.2166%,0.2166%,"$18,940","$364,130",$995,19.23,0.05,19.23,3.2746%,2,43.1008%,62.1982%,5.3935%,"$75,687","$226,482",3rd Quartile
100217,SEBASTIAN RIVER MEDICAL CENTER,13695 US HIGHWAY 1,SEBASTIAN,FL,32958,27.8435297,-80.4888753,U,STH,10/01/2015,09/30/2016,452.75,121.0,44286.0,5062.0,"$97,528,726",$13966525,"$5,700,069","$27,463,571","$444,908","$215,414",1.0,1.0,46.7620%,53.2380%,0.0021%,0.0021%,"$19,267","$806,023","$2,202",41.83,0.11,41.83,14.3204%,1,34.0040%,57.7894%,3.7944%,"$73,249","$465,795",1st Quartile
100220,GULF COAST MEDICAL CENTER,13681 DOCTORS WAY,FORT MYERS,FL,33912-,26.544205600000005,-81.84959479999998,U,STH,10/01/2015,09/30/2016,2190.0,349.0,127739.0,23341.0,"$347,097,146",$85200210,"$32,471,144","$105,575,280","$1,370,076","$158,492",1.0,1.0,67.1320%,32.8680%,4.8155%,4.8155%,"$14,871","$994,548","$2,717",66.88,0.18,66.88,24.5465%,1,39.7717%,46.4467%,6.6840%,"$63,035","$461,935",1st Quartile
100226,ORANGE PARK MEDICAL CENTER,2001 KINGSLEY AVENUE,ORANGE PARK,FL,32073-,30.165964399999996,-81.7376226,U,STH,07/01/2016,06/30/2017,1652.51,273.0,99645.0,17589.0,"$295,964,443",$52527414,"$15,361,557","$81,447,119","$1,586,551","$179,100",1.0,1.0,61.8061%,38.1939%,6.1040%,6.1040%,"$16,827","$1,084,119","$2,970",64.43,0.18,64.43,17.7479%,1,32.7096%,56.8058%,4.8359%,"$58,583","$615,843",1st Quartile
100231,WEST FLORIDA HOSPITAL,8232 NORTH DAVIS HWY,PENSACOLA,FL,32523-,30.512804499999998,-87.2186532,U,STH,06/01/2016,05/31/2017,948.57,400.0,146000.0,13584.0,"$258,146,180",$51662995,"$14,490,395","$63,490,991","$3,107,822","$272,142",1.0,1.0,58.4323%,41.5677%,4.2501%,4.2501%,"$19,004","$645,365","$1,768",33.96,0.09,33.96,20.0131%,1,30.2082%,56.3416%,3.9204%,"$82,209","$363,609",1st Quartile
100238,NORTHSIDE HOSPITAL,6000 49TH STREET NORTH,ST PETERSBURG,FL,33709,27.825797899999998,-82.70234620000002,U,STH,10/01/2015,09/30/2016,753.11,229.0,83752.0,10298.0,"$168,903,494",$13537400,"$12,283,647","$47,900,867","$8,119,544","$224,275",1.0,1.0,67.2650%,32.7350%,2.7123%,2.7123%,"$16,402","$737,570","$2,017",44.97,0.12,44.97,8.0149%,2,35.6325%,64.5766%,2.9627%,"$79,915","$476,297",2nd Quartile
10091,GROVE HILL MEMORIAL HOSPITAL,295 SOUTH JACKSON STREET,GROVE HILL,AL,36451-,31.694274100000005,-87.7759489,R,STH,07/01/2016,06/30/2017,111.88,21.0,7665.0,892.0,"$12,444,143",$-1935706,"$722,888","$7,291,656","$455,586","$111,228",1.0,0.0,23.8141%,76.1859%,0.0686%,0.0686%,"$13,951","$592,578","$1,624",42.48,0.12,42.48,-15.5552%,3,64.4041%,60.2896%,5.1344%,"$71,635","$357,263",4th Quartile
100248,LARGO MEDICAL CENTER,201 14TH STREET,LARGO,FL,33770,27.9150179,-82.8036438,U,STH,03/01/2016,02/28/2017,1184.89,262.0,95630.0,15958.0,"$291,580,988",$43011914,"$20,210,595","$85,182,535","$6,399,402","$246,083",1.0,1.0,67.6021%,32.3979%,5.9623%,5.9623%,"$18,272","$1,112,905","$3,049",60.91,0.17,60.91,14.7513%,1,36.1454%,58.2259%,3.0893%,"$88,948","$647,999",1st Quartile
100249,SEVEN RIVERS REGIONAL MEDICAL CENTER,6201 N. SUNCOAST BLVD,CRYSTAL RIVER,FL,34428,28.9520683,-82.6245394,U,STH,06/01/2016,09/30/2016,139.39,128.0,15616.0,1905.0,"$27,506,651",$3593457,"$2,483,439","$7,725,572","$511,263","$197,336",1.0,1.0,57.7573%,42.2427%,0.0089%,0.0089%,"$14,439","$214,896","$1,761",14.88,0.12,14.88,13.0640%,1,37.1147%,59.2193%,4.6819%,"$73,241","$127,260",1st Quartile
110046,CLEARVIEW REGIONAL MEDICAL CENTER,2151 WEST SPRING STREET,MONROE,GA,30655,33.798905100000006,-83.7502902,U,STH,10/01/2015,09/30/2016,279.68,77.0,28182.0,2669.0,"$50,894,697",$3399324,"$2,595,953","$16,719,233","$159,207","$181,975",1.0,1.0,30.1919%,69.8081%,0.1260%,0.1260%,"$19,069","$660,970","$1,806",34.66,0.09,34.66,6.6791%,2,37.9513%,60.5110%,5.2052%,"$69,062","$399,960",2nd Quartile
110075,EAST GEORGIA REGIONAL MEDICAL CENTER,1499 FAIR ROAD,STATESBORO,GA,30459,32.414409,-81.770256,R,STH,10/01/2015,09/30/2016,642.96,149.0,54534.0,8132.0,"$173,994,073",$66436128,"$9,798,187","$33,207,371","$80,908","$270,614",1.0,0.0,40.3596%,59.6404%,0.0565%,0.0565%,"$21,396","$1,167,745","$3,191",54.58,0.15,54.58,38.1830%,1,24.7167%,42.9294%,2.1696%,"$66,887","$501,307",1st Quartile
110168,REDMOND REGIONAL MEDICAL CENTER,501 REDMOND ROAD,ROME,GA,30161,34.2767101,-85.1965287,U,STH,07/01/2016,06/30/2017,973.4,196.0,67304.0,10783.0,"$211,787,245",$19540967,"$13,748,568","$62,648,858","$1,930,046","$217,575",1.0,1.0,57.1700%,42.8300%,4.3351%,4.3351%,"$19,641","$1,080,547","$3,147",55.02,0.16,55.02,9.2267%,2,36.0727%,62.4260%,3.5134%,"$78,485","$674,542",2nd Quartile
130014,WEST VALLEY MEDICAL CENTER,1717 ARLINGTON,CALDWELL,ID,83605-,43.654508,-116.6941182,U,STH,10/01/2015,09/30/2016,442.65,108.0,39528.0,4633.0,"$113,804,021",$31849984,"$7,378,582","$26,887,289","$2,100,970","$257,097",0.0,1.0,44.7771%,55.2229%,0.2531%,0.2531%,"$24,564","$1,053,741","$2,879",42.90,0.12,42.90,27.9867%,1,30.1095%,48.8675%,3.5755%,"$77,411","$514,937",1st Quartile
140002,ALTON MEMORIAL HOSPITAL,ONE MEMORIAL DRIVE,ALTON,IL,62002-,38.8995477,-90.1591567,U,STH,01/01/2016,12/31/2016,693.48,132.0,48312.0,6838.0,"$137,647,556",$184893,"$10,102,243","$43,617,503","$1,010,174","$198,488",1.0,1.0,37.7681%,62.2319%,1.1745%,1.1745%,"$20,130","$1,042,785","$2,849",51.80,0.14,51.80,0.1343%,2,39.0270%,66.5837%,7.5195%,"$77,464","$694,325",3rd Quartile
140064,ST. MARY MEDICAL CENTER,3333 N SEMINARY,GALESBURG,IL,61401,40.987411200000004,-90.3593847,R,STH,10/01/2015,09/30/2016,418.27,90.0,32940.0,3043.0,"$84,729,209",$22943895,"$7,468,266","$27,623,248","$545,938","$202,571",1.0,0.0,31.0490%,68.9510%,0.8638%,0.8638%,"$27,844","$941,436","$2,572",33.81,0.09,33.81,27.0791%,1,41.4161%,50.6028%,4.4826%,"$83,897","$476,393",1st Quartile
140162,ST. JOSEPH MEDICAL CENTER,2200 E WASHINGTON,BLOOMINGTON,IL,61701,40.482203399999996,-88.95564909999996,U,STH,10/01/2015,09/30/2016,776.59,137.0,50142.0,6344.0,"$185,521,932",$48453971,"$12,543,648","$51,643,652","$593,398","$238,893",1.0,1.0,43.0329%,56.9671%,0.4864%,0.4864%,"$29,244","$1,354,175","$3,700",46.31,0.13,46.31,26.1177%,1,34.5982%,53.7237%,5.4582%,"$82,653","$727,513",1st Quartile
140233,SAINT ANTHONY MEDICAL CENTER,5666 EAST STATE STREET,ROCKFORD,IL,61108-2472,42.2695614,-89.007775,U,STH,10/01/2015,09/30/2016,1719.12,235.0,86010.0,11771.0,"$337,623,620",$16353221,"$27,314,911","$110,943,558","$1,729,795","$196,393",1.0,1.0,47.2000%,52.8000%,0.7369%,0.7369%,"$28,683","$1,436,696","$3,925",50.09,0.14,50.09,4.8436%,2,40.9505%,63.5174%,4.6531%,"$80,424","$912,552",2nd Quartile
