Provider CCN,Hospital Name,Street Address,City,State Code,Zip Code,Rural Versus Urban,CCN Facility Type,Fiscal Year Begin Date,Fiscal Year End Date,FTE - Employees on Payroll,Number of Beds,Total Bed Days Available,Total Discharges (V + XVIII + XIX + Unknown),Net Patient Revenue,Net Income,Wage-Related Costs (Core),Total Salaries (adjusted),CON,Urban,Inpatient %,Outpatient %,Charity %,Uncompensated %,Rev/Discharge,Rev Per Bed,Rev Per Bed Days,Discharges Per Bed,Discharges Per Bed Days,Discharge/FTE,Net Income %,Net Income Score,Labor %,Overhead %,Depreciation %,LbrExp/FTE,Overhead Exp Per Bed,lat,lng
50158,ENCINO HOSPITAL,16237 VENTURA BLVD,ENCINO,CA,91436,U,STH,01/01/2016,12/31/2016,325.93,108.0,39528.0,3369.0,43177919.0,-3144143.0,4935235.0,23204993.0,0.0,1.0,0.8272720090877703,0.17272799091222962,0.0009377941535348193,0.0009377941535348193,12816.241911546453,399795.54629629635,1092.337558186602,31.194444444444446,0.08523072252580449,31.194444444444446,-0.07281830789482929,3,0.6517272868106496,0.7357361062259624,0.040461329319738636,86338.25668088238,294144.01851851854,34.1574278,-118.4870017
50169,PRESBYTERIAN INTERCOMMUNITY HOSPITAL,12401 EAST WASHINGTON BLVD,WHITTIER,CA,90602-,U,STH,10/01/2015,09/30/2016,2492.12,394.0,144204.0,17259.0,567879443.0,65823242.0,48421512.0,208500703.0,0.0,1.0,0.5188674700667278,0.4811325299332722,0.00436471865737179,0.00436471865737179,32903.380439191154,1441318.383248731,3938.028369532052,43.804568527918775,0.11968461346425895,43.804568527918775,0.11591059125554574,1,0.4524238694796353,0.5583989258790619,0.054628272571578186,103093.83777667207,804830.6370558375,33.9690304,-118.0490717
50192,ADVENTIST MEDICAL CENTER REEDLEY,372 WEST CYPRESS,REEDLEY,CA,93654-,R,STH,01/01/2016,12/31/2016,231.42,49.0,17934.0,1939.0,174541856.0,24383730.0,8046570.0,47710489.0,0.0,0.0,0.13376593539879125,0.8662340646012088,0.004602752705918286,0.004602752705918286,90016.42908715834,3562078.6938775512,9732.455447752869,39.57142857142857,0.10811865729898516,39.57142857142857,0.13970133330082155,1,0.31944806980853924,0.6105174795437033,0.0127542415957809,240934.4870797684,2174711.3061224488,36.60836810000001,-119.4518471
50197,SEQUOIA HOSPITAL,170 ALAMEDA DE LAS PULGAS,REDWOOD CITY,CA,94160,U,STH,07/01/2016,06/30/2017,677.7,208.0,75920.0,6910.0,272658268.0,3804690.0,38014630.0,89697604.0,0.0,1.0,0.5659504379510882,0.4340495620489117,0.00048790744904167,0.00048790744904167,39458.50477568741,1310857.0576923077,3591.3891991570067,33.221153846153854,0.09101685985247628,33.221153846153854,0.013954060619207044,2,0.4683967038182756,0.7030753712555674,0.06239167484185736,188449.51158329644,921631.3125,37.480085200000005,-122.25430630000001
50205,EAST VALLEY GLENDORA HOSPITAL,150 WEST ROUTE 66,GLENDORA,CA,91740,U,STH,01/01/2016,12/31/2016,194.9,107.0,39162.0,1381.0,28674282.0,-8562242.0,2414305.0,13450374.0,0.0,1.0,0.8764278330085458,0.12357216699145422,0.0006119420880355435,0.0006119420880355435,20763.41926140478,267983.9439252336,732.1965681017313,12.906542056074764,0.0352637761094939,12.906542056074764,-0.29860353608854096,3,0.5532720575183016,0.8430115878751558,0.07673492923031168,81399.07131862492,225913.57009345797,34.127560200000005,-117.86511709999999
50211,ALAMEDA HOSPITAL,2070 CLINTON AVE,ALAMEDA,CA,94501,U,STH,07/01/2016,06/30/2017,365.09,36.0,13140.0,2240.0,79613329.0,4561650.0,12416921.0,49947802.0,0.0,1.0,0.6570975077799927,0.3429024922200073,0.04665026631407412,0.04665026631407412,35541.66473214285,2211481.361111111,6058.853044140031,62.22222222222222,0.1704718417047184,62.22222222222222,0.057297566340932686,2,0.7833452486329268,0.6549711418297808,0.01975572457220072,170820.13476129176,1448456.4722222222,37.7629848,-122.25331829999999
50313,SUTTER TRACY COMMUNITY HOSPITAL,1420 TRACY BOULEVARD,TRACY,CA,95376-3497,U,STH,01/01/2016,12/31/2016,460.15,81.0,29646.0,3923.0,122787815.0,14980647.0,11352878.0,45479536.0,0.0,1.0,0.4312820908611024,0.5687179091388976,0.008833482377709872,0.008833482377709872,31299.468518990565,1515898.950617284,4141.800411522634,48.4320987654321,0.13232813870336638,48.4320987654321,0.12200434546375795,1,0.46285060125876504,0.5318598917978954,0.05614623894072877,123508.45159187223,806245.8518518519,37.7439302,-121.43383290000001
50313,SUTTER TRACY COMMUNITY HOSPITAL,1420 TRACY BOULEVARD,TRACY,CA,95376-3497,U,STH,01/01/2016,12/31/2016,460.15,81.0,29646.0,3923.0,122787815.0,14980647.0,11352878.0,45479536.0,0.0,1.0,0.4312820908611024,0.5687179091388976,0.008833482377709872,0.008833482377709872,31299.468518990565,1515898.950617284,4141.800411522634,48.4320987654321,0.13232813870336638,48.4320987654321,0.12200434546375795,1,0.46285060125876504,0.5318598917978954,0.05614623894072877,123508.45159187223,806245.8518518519,37.7439302,-121.43383290000001
50222,SHARP CHULA VISTA MEDICAL CTR,751 MEDICAL CENTER COURT,CHULA VISTA,CA,91911-,U,STH,10/01/2015,09/30/2016,1611.0,243.0,88938.0,15009.0,366776282.0,28900942.0,36472052.0,144855103.0,0.0,1.0,0.6439279710711975,0.3560720289288025,0.0162756025756322,0.0162756025756322,24437.08987940569,1509367.41563786,4123.954687535137,61.76543209876543,0.16875801119881265,61.76543209876543,0.07879719441618638,2,0.4943808089531809,0.5993394223893681,0.0220791076125255,112555.65176908752,904623.3950617284,32.6187562,-117.02207820000001
50231,POMONA VALLEY HOSPITAL MED CTR,1798 NORTH GAREY AVENUE,POMONA,CA,91767-,U,STH,01/01/2016,12/31/2016,2638.56,376.0,137616.0,21989.0,557269317.0,39026200.0,60603932.0,236185178.0,0.0,1.0,0.6319646884242696,0.3680353115757305,0.01162918323744711,0.01162918323744711,25343.09504752376,1482099.2473404256,4049.451495465643,58.4813829787234,0.15978519939541913,58.4813829787234,0.07003113002900176,2,0.532577518528622,0.531871321384809,0.052741344451232366,112481.47095385363,788286.085106383,34.076612,-117.75090700000001
50232,FRENCH HOSPITAL MEDICAL CENTER,1911 JOHNSON AVENUE,SAN LUIS OBISPO,CA,93401,U,STH,07/01/2016,06/30/2017,474.93,98.0,36836.0,4409.0,134003753.0,4455617.0,11500876.0,45409487.0,0.0,1.0,0.5473814446014568,0.4526185553985432,0.002649410871350745,0.002649410871350745,30393.230437740986,1367385.2346938776,3637.8475675969157,44.98979591836735,0.11969269193180584,44.98979591836735,0.033249941887821606,2,0.42469230693859744,0.7621094612178512,0.07566333608581842,119828.94952940432,1042097.224489796,35.2779659,-120.65126709999998
50242,DOMINICAN HOSPITAL,1555 SOQUEL DRIVE,SANTA CRUZ,CA,95065,U,STH,07/01/2016,06/30/2017,1127.18,202.0,73730.0,10586.0,429323114.0,90532252.0,52658533.0,157669223.0,0.0,1.0,0.6901444208569006,0.3098555791430993,0.0014268018190141053,0.0014268018190141053,40555.744757226516,2125361.950495049,5822.909453411095,52.40594059405941,0.1435779194357792,52.40594059405941,0.21087206592841398,1,0.48990550273517297,0.5255502316141311,0.014906786500202268,186596.42293156366,1116984.4653465347,36.989473,-121.9844119
50254,MARSHALL HOSPITAL,1100 MARSHALL WAY,PLACERVILLE,CA,95667,U,STH,11/01/2015,10/31/2016,1069.14,99.0,36234.0,5215.0,231761507.0,-11313712.0,25790946.0,94005286.0,0.0,1.0,0.4431139941553368,0.5568860058446632,0.002335111671499444,0.002335111671499444,44441.324448705665,2341025.323232324,6396.244052547331,52.67676767676768,0.14392559474526687,52.67676767676768,-0.04881618240426785,3,0.5168944297553261,0.5571426017694991,0.047811295945706815,112049.15352526327,1304284.9393939395,38.72467,-120.7916501
50257,GOOD SAMARITAN,901 OLIVE DRIVE,BAKERSFIELD,CA,93308,U,STH,01/01/2016,12/31/2016,169.7,133.0,48545.0,2680.0,49940810.0,-189567.0,1521302.0,9707694.0,0.0,1.0,0.8282987453741623,0.17170125462583774,0.00015826735689709474,0.00015826735689709474,18634.63059701493,375494.81203007523,1028.7529096714388,20.150375939849624,0.055206509424245535,20.150375939849624,-0.0037958335077064227,2,0.22484609280466214,0.8336178768426062,0.01076043820674915,66169.68768414849,313019.1879699248,35.4117157,-119.0397188
50276,CONTRA COSTA REGIONAL MEDICAL CENTER,2500 ALHAMBRA AVENUE,MARTINEZ,CA,94553,U,STH,07/01/2016,06/30/2017,1995.0,124.0,45260.0,7108.0,460969103.0,19772182.0,88931854.0,238161943.0,0.0,1.0,0.4593380290212069,0.5406619709787931,0.005910372261977827,0.005910372261977827,64852.15292628025,3717492.766129032,10184.911688024746,57.32258064516129,0.15704816615112682,57.32258064516129,0.042892640464018264,2,0.7095785701715458,0.7198577124593099,0.01731024259124803,163956.79047619048,2676065.8387096776,38.006764000000004,-122.1327937
50289,SETON MEDICAL CENTER,1900 SULLIVAN AVENUE,DALY CITY,CA,94015-,U,STH,07/01/2016,06/30/2017,777.68,275.0,100375.0,5668.0,248651731.0,-34994994.0,34894598.0,109421410.0,0.0,1.0,0.7082108501100836,0.29178914988991644,0.0021132328252321717,0.0021132328252321717,43869.39502470007,904188.1127272728,2477.227706102117,20.61090909090909,0.056468244084682435,20.61090909090909,-0.1407389920804533,3,0.5803941417162304,0.719527908695717,0.02726821153720422,185572.48225491206,650588.5818181818,37.6801347,-122.4740564
50305,ALTA BATES MEDICAL CENTER,2450 ASHBY AVENUE,BERKELEY,CA,94705-,U,STH,01/01/2016,12/31/2016,1740.06,337.0,123342.0,14475.0,658747865.0,8599747.0,66502496.0,215602103.0,0.0,1.0,0.5921881910543149,0.4078118089456851,0.0036146743337073283,0.0036146743337073283,45509.35164075993,1954741.4391691396,5340.823604287266,42.95252225519288,0.1173566181835871,42.95252225519288,0.013054686712343272,2,0.4282436634538466,0.7169476685894078,0.04865911330126285,162123.48941990506,1401447.3175074183,37.855627899999995,-122.2575014
50373,LAC+USC MEDICAL CENTER,1200 N. STATE STREET,LOS ANGELES,CA,90033,U,STH,07/01/2016,06/30/2017,7352.51,594.0,216810.0,29000.0,813656534.0,-885195897.0,234283804.0,596785786.0,0.0,1.0,0.7811301070089085,0.21886989299109144,0.11702157854237795,0.11702157854237795,28057.121862068965,1369792.1447811448,3752.8551911812183,48.821548821548824,0.13375766800424335,48.821548821548824,-1.08792329442536,3,1.021400990801851,1.404364517768378,0.05051475073633465,113032.09244190081,1923687.4848484846,34.0579744,-118.2087976
50376,HARBOR-UCLA MEDICAL CENTER,1000 WEST CARSON STREET,TORRANCE,CA,90509,U,STH,07/01/2016,06/30/2017,3936.48,388.0,141620.0,18076.0,554638822.0,-518970159.0,127960909.0,456274814.0,0.0,1.0,0.6188236060680571,0.3811763939319429,0.08790364119156448,0.08790364119156448,30683.714427970786,1429481.5,3916.387671232877,46.58762886597938,0.1276373393588476,46.58762886597938,-0.9356902878320336,3,1.053362476310755,1.5458578790216744,0.07460413220046827,148415.77322887452,2209775.239690721,33.829840399999995,-118.2947364
50397,COALINGA REGIONAL MEDICAL CENTER,1191 PHELPS AVENUE,COALINGA,CA,93210-,U,STH,07/01/2016,06/30/2017,94.53,22.0,8030.0,113.0,19080459.0,-2313196.0,1442279.0,9422724.0,0.0,1.0,0.3458513626055454,0.6541486373944546,0.0003786072441967984,0.0003786072441967984,168853.61946902654,867293.5909090909,2376.146824408468,5.136363636363637,0.014072229140722292,5.136363636363637,-0.12123377115823053,3,0.5694309031035365,0.7063747785103073,0.07364922405692652,114937.08875489265,612634.3181818182,36.15213370000001,-120.3410283
50426,WEST ANAHEIM MEDICAL CENTER,3033 ORANGE AVENUE,ANAHEIM,CA,92804,U,STH,01/01/2016,12/31/2016,594.02,167.0,60955.0,5511.0,111978659.0,5620898.0,9058085.0,40470397.0,0.0,1.0,0.7968124321518741,0.2031875678481259,0.002932674876915609,0.002932674876915609,20319.11794592633,670530.8922155688,1837.0709375769009,33.0,0.0904109589041096,33.0,0.050196153893930805,2,0.4423028677276801,0.5972498741925459,0.020187096543101128,83378.47547220632,400474.4910179641,33.8254515,-117.99500570000001
50444,MERCY MEDICAL CENTER MERCED,333 MERCY AVENUE,MERCED,CA,95340,U,STH,07/01/2016,06/30/2017,1075.61,186.0,67890.0,12665.0,307871514.0,12980691.0,35308980.0,101928814.0,0.0,1.0,0.6065776939025591,0.3934223060974409,0.0034508226701350487,0.0034508226701350487,24308.84437425977,1655223.1935483871,4534.858064516129,68.09139784946237,0.1865517749300339,68.09139784946237,0.042162689335395936,2,0.4457632088690089,0.6391223580366711,0.04742866207492,127590.6639023438,1057890.1505376343,37.340141100000004,-120.46718659999999
50516,MERCY SAN JUAN MEDICAL CENTER,6501 COYLE AVENUE,CARMICHAEL,CA,95608,U,STH,07/01/2016,06/30/2017,1840.53,370.0,135050.0,20414.0,536238479.0,-7814977.0,75893142.0,237447127.0,0.0,1.0,0.7192169887719069,0.2807830112280931,0.0059772211907978354,0.0059772211907978354,26268.172773586757,1449293.1864864866,3970.6662643465374,55.172972972972964,0.15115883006293965,55.172972972972964,-0.014573696789856812,2,0.5843300719193634,0.7178410895052535,0.016648208492326413,170244.58661363847,1040362.2,38.66930120000001,-121.31305640000001
50557,MEMORIAL HOSPITAL MODESTO,1700 COFFEE ROAD,MODESTO,CA,95355-,U,STH,01/01/2016,12/31/2016,1764.7,423.0,154818.0,16978.0,562735523.0,56950635.0,49779978.0,175370862.0,0.0,1.0,0.6427162369259066,0.3572837630740934,0.003486547267427438,0.003486547267427438,33144.983095771,1330344.0260047282,3634.819743182317,40.1371158392435,0.1096642509268948,40.1371158392435,0.10120319878935384,2,0.4001006348412094,0.5419690183660221,0.07241854714048326,127585.9012863376,721005.2458628842,37.6686472,-120.97463619999999
50557,MEMORIAL HOSPITAL MODESTO,1700 COFFEE ROAD,MODESTO,CA,95355-,U,STH,01/01/2016,12/31/2016,1764.7,423.0,154818.0,16978.0,562735523.0,56950635.0,49779978.0,175370862.0,0.0,1.0,0.6427162369259066,0.3572837630740934,0.003486547267427438,0.003486547267427438,33144.983095771,1330344.0260047282,3634.819743182317,40.1371158392435,0.1096642509268948,40.1371158392435,0.10120319878935384,2,0.4001006348412094,0.5419690183660221,0.07241854714048326,127585.9012863376,721005.2458628842,37.6686472,-120.97463619999999
50568,MADERA COMMUNITY HOSPITAL,1250 EAST ALMOND AVENUE,MADERA,CA,93637,U,STH,07/01/2016,06/30/2017,537.08,106.0,38690.0,3758.0,75323092.0,-6763618.0,6889156.0,34969799.0,0.0,1.0,0.4334204644728592,0.5665795355271408,0.011242581491476744,0.011242581491476744,20043.39861628526,710595.2075471699,1946.8361850607391,35.45283018867924,0.09713104161281984,35.45283018867924,-0.08979474714075733,3,0.5557253942788222,0.6639296751121156,0.024202086658896053,77938.02599240336,471785.2452830189,36.9436375,-120.04413429999998
50580,LA PALMA INTERCOMMUNITY HOSPITAL,7901 WALKER STREET,LA PALMA,CA,90623,U,STH,01/01/2016,12/31/2016,301.97,131.0,47815.0,3205.0,56938302.0,87929.0,4659850.0,22185196.0,0.0,1.0,0.7664257091086971,0.2335742908913029,0.0004722304504268498,0.0004722304504268498,17765.460842433702,434643.5267175573,1190.804182787828,24.46564885496183,0.06702917494510091,24.46564885496183,0.0015442856023349626,2,0.4714760549058874,0.6140922326766962,0.06709701318455194,88899.71189190977,266911.213740458,33.847533,-118.03841399999999
50608,DELANO REGIONAL MED. CTR.,1401 GARCES HIGHWAY,DELANO,CA,93215,U,STH,01/01/2016,12/31/2016,478.0,105.0,38430.0,2488.0,85731132.0,9477955.0,4931219.0,33584780.0,0.0,1.0,0.5305632516380085,0.4694367483619915,0.010675363530718341,0.010675363530718341,34457.85048231512,816486.9714285714,2230.838719750195,23.695238095238093,0.06474108769190738,23.695238095238093,0.11055441330227624,2,0.4492650231190228,0.548550531211929,0.07127368853592182,80577.40376569037,447884.36190476187,35.762285399999996,-119.23925190000001
50616,ST. JOHNS PLEASANT VALLEY HOSPITAL,2309 ANTONIO AVENUE,CAMARILLO,CA,93010,U,STH,07/01/2016,06/30/2017,360.87,81.0,29565.0,3336.0,113146139.0,6477174.0,11428779.0,46565335.0,0.0,1.0,0.715889181304817,0.2841108186951829,0.0011143022741589089,0.0011143022741589089,33916.708333333336,1396865.913580247,3827.029900219855,41.185185185185176,0.1128361237950279,41.185185185185176,0.05724608950200236,2,0.5125593724413344,0.5738634263074589,0.03793060936882698,160706.38734170198,801610.2592592592,34.24347879999999,-119.02007890000002
50625,CEDARS-SINAI MEDICAL CENTER,8700 BEVERLY BLVD.,LOS ANGELES,CA,90048,U,STH,07/01/2016,06/30/2017,11550.21,879.0,319071.0,55693.0,2992966808.0,451586284.0,274412198.0,1302369156.0,0.0,1.0,0.6395477821428462,0.36045221785715376,0.005815992998476314,0.005815992998476314,53740.448673980565,3404967.927189988,9380.253322928123,63.35949943117178,0.17454735779810762,63.35949943117178,0.1508824898401613,1,0.5268288808901486,0.5949182694711661,0.05072875903406945,136515.38404929434,2025677.6268486918,34.0762006,-118.379999
50636,POMERADO HOSPITAL,15615 POMERADO RD,POWAY,CA,92064-2405,U,STH,07/01/2016,06/30/2017,670.49,95.0,34675.0,6029.0,177460373.0,10566581.0,14685384.0,66040072.0,0.0,1.0,0.581504534727354,0.41849546527264603,0.0021088200913451254,0.0021088200913451254,29434.462265715712,1868003.9263157896,5117.818976207643,63.46315789473685,0.17387166546503244,63.46315789473685,0.059543326892477565,2,0.4548928565590246,0.5577647579947327,0.0239357267664483,120397.70317230682,1041906.7578947368,32.9968688,-117.05660630000001
50678,ORANGE COAST MEMORIAL MEDICAL CENTER,9920 TALBERT AVENUE,FOUNTAIN VALLEY,CA,92708,U,STH,07/01/2016,06/30/2017,1120.56,218.0,79570.0,11470.0,259968975.0,18439134.0,23515424.0,90383728.0,0.0,1.0,0.6014901678844363,0.3985098321155637,0.0025245935596738037,0.0025245935596738037,22665.124237140368,1192518.2339449541,3267.173243684806,52.61467889908258,0.14414980520296594,52.61467889908258,0.07092820979888081,2,0.4381259417590118,0.8238060676278776,0.010853560506595066,101644.8490040694,982403.7568807341,33.7003907,-117.9556226
50684,MENIFEE VALLEY MEDICAL CENTER,28400 MC CALL BLVD,SUN CITY,CA,92381,U,STH,01/01/2016,12/31/2016,221.9,84.0,30744.0,2677.0,40474741.0,-896217.0,2578237.0,16537410.0,0.0,1.0,0.6419842127170279,0.3580157872829722,0.0018613584210458566,0.0018613584210458566,15119.440044826299,481842.1547619047,1316.5086195680458,31.869047619047624,0.08707390059849078,31.869047619047624,-0.022142624705121645,2,0.4722858387160526,0.6316840174468319,0.055541504268056964,86145.32221721495,304371.9880952381,33.718977200000005,-117.16815179999999
50688,ST LOUISE REGIONAL HOSPITAL,9400 NO NAME UNO,GILROY,CA,95020-,U,STH,07/01/2016,06/30/2017,303.8,72.0,26280.0,2703.0,85064318.0,-8095538.0,13471110.0,36964262.0,0.0,1.0,0.4773251209377711,0.5226748790622289,0.003916965513083875,0.003916965513083875,31470.33592304846,1181448.861111111,3236.8461948249624,37.54166666666666,0.1028538812785388,37.54166666666666,-0.0951696103647125,3,0.5929086741164492,0.6624772093041409,0.02368496036140559,166015.0493745885,782682.9444444445,37.0367167,-121.5711608
50709,DESERT VALLEY HOSPITAL  INC.,16850 BEAR VALLEY ROAD,VICTORVILLE,CA,92395,U,STH,01/01/2016,12/31/2016,723.71,148.0,54168.0,10265.0,140566811.0,8123377.0,11247155.0,41553815.0,0.0,1.0,0.7336046102781705,0.2663953897218295,0.0006564280667930925,0.0006564280667930925,13693.795518753044,949775.75,2595.0157103825136,69.35810810810811,0.1895030276177817,69.35810810810811,0.057790149340444234,2,0.3756289953821319,0.6509851603590836,0.0052731650858893,72958.74037943374,618289.9189189189,34.4722857,-117.29801280000001
50714,SUTTER MATERNITY & SURGERY CENTER,2900 CHANTICLEER AVENUE,SANTA CRUZ,CA,95065-,U,STH,01/01/2016,07/31/2016,212.37,30.0,6390.0,920.0,40560947.0,4090864.0,4973289.0,14830022.0,0.0,1.0,0.3402135062674745,0.6597864937325255,0.005148351196040861,0.005148351196040861,44087.985869565215,1352031.566666667,6347.566040688575,30.66666666666667,0.14397496087636932,30.66666666666667,0.10085721124805097,2,0.4882359132295408,0.6105427715975172,0.04559619872780584,93249.09827188398,825473.1,36.987682,-121.9774604
50724,HEART HOSPITAL OF BAKERSFIELD,3001 SILLECT AVENUE,BAKERSFIELD,CA,93308,U,STH,01/01/2016,12/31/2016,318.97,47.0,17155.0,3392.0,69816928.0,-227745.0,5277398.0,19865484.0,0.0,1.0,0.5710618625172896,0.4289381374827103,0.00048695926581014855,0.00048695926581014855,20582.820754716984,1485466.553191489,4069.7713786068202,72.17021276595744,0.19772661031769165,72.17021276595744,-0.003262031236894296,2,0.360125870906265,0.7387734246915018,0.052068690275229534,78825.22494278457,1097423.2127659577,35.3847081,-119.03991709999998
380001,MID-COLUMBIA MEDICAL CENTER,1700 EAST 19TH STREET,THE DALLES,OR,97058,R,STH,01/01/2016,12/31/2016,719.1,43.0,15738.0,2207.0,114944975.0,-3649240.0,10388057.0,60252730.0,1.0,0.0,0.22928181278201898,0.7707181872179809,0.000659463364970935,0.000659463364970935,52082.00045310376,2673138.9534883727,7303.658342864404,51.32558139534883,0.14023382894904055,51.32558139534883,-0.03174771232931235,3,0.6145617674891835,0.5891065181405277,0.03996284309079192,98234.99791405923,1574763.5813953488,45.5874991,-121.1636182
100264,OAK HILL HOSPITAL,11375 CORTEZ BLVD,SPRING HILL,FL,34613-,U,STH,03/01/2016,02/28/2017,1005.9,280.0,100418.0,16129.0,217682219.0,44839411.0,18115649.0,63155005.0,1.0,1.0,0.6778161858334073,0.32218381416659264,0.008067980968165342,0.008067980968165342,13496.324570649143,777436.4964285714,2167.760949232209,57.603571428571435,0.16061861419267462,57.603571428571435,0.2059856390934714,1,0.3733453948298827,0.5106815867216054,0.05363008082897207,80793.96957948107,397022.5035714286,28.534089899999998,-82.48885779999999
110030,CARTERSVILLE MEDICAL CENTER,960 JOE FRANK HARRIS PARKWAY,CARTERSVILLE,GA,30120,U,STH,10/01/2015,09/30/2016,563.3,112.0,40992.0,7222.0,135053292.0,35804430.0,9417643.0,38546052.0,1.0,1.0,0.4543603721671609,0.5456396278328389,0.07293066947231468,0.07293066947231468,18700.261977291608,1205832.9642857143,3294.625585480094,64.48214285714286,0.1761807181889149,64.48214285714286,0.2651133450341958,1,0.35514643360192955,0.4553581337358293,0.04149874406615723,85147.69217113439,549085.8482142857,34.2006795,-84.7961251
150021,PARKVIEW HOSPITAL,11109 PARKVIEW PLAZA DRIVE,FORT WAYNE,IN,46845,U,STH,01/01/2016,12/31/2016,4192.2,549.0,200934.0,30061.0,894063401.0,134054641.0,74298021.0,284991013.0,1.0,1.0,0.5182752368059674,0.4817247631940325,0.006899179625405559,0.006899179625405559,29741.63870130734,1628530.7850637522,4449.537664108613,54.75591985428051,0.14960633839967352,54.75591985428051,0.14993862946415362,1,0.4018608004735897,0.5145570151797322,0.052765508516772405,85704.17298792997,837971.9398907105,41.18702329999999,-85.1007065
150048,REID HOSPITAL & HEALTH CARE SERVICES,1401 CHESTER BOULEVARD,RICHMOND,IN,47374,R,STH,01/01/2016,12/31/2016,2293.77,165.0,60390.0,10232.0,390380665.0,-203913.0,25843529.0,154415758.0,1.0,0.0,0.3279214720040872,0.6720785279959127,0.0038766008044993725,0.0038766008044993725,38152.91878420641,2365943.4242424243,6464.3262957443285,62.01212121212122,0.16943202516973008,62.01212121212122,-0.0005223440049214528,2,0.4617525998630081,0.6655019607592502,0.04448485941279905,78586.46987274225,1574539.9878787878,39.8452984,-84.8866755
290054,CENTENNIAL HILLS HOSPITAL,6900 N. DURANGO DRIVE,LAS VEGAS,NV,89149,U,STH,01/01/2016,12/31/2016,917.13,199.0,72834.0,13072.0,240942733.0,39404468.0,16109217.0,67437467.0,1.0,1.0,0.6694629663044288,0.33053703369557114,0.0010938283828630763,0.0010938283828630763,18431.97161872705,1210767.5025125628,3308.1079303621937,65.68844221105527,0.17947661806299256,65.68844221105527,0.16354287804978124,1,0.3467491339529215,0.5625979804919039,0.06397088141272142,91095.79230861492,681175.3517587939,36.2867883,-115.2860387
450587,BROWNWOOD REGIONAL MEDICAL CENTER,1501 BURNET DRIVE,BROWNWOOD,TX,76804-,R,STH,10/01/2015,09/30/2016,482.82,83.0,30378.0,2901.0,90026799.0,7262173.0,6361657.0,32244441.0,0.0,0.0,0.3405778553215109,0.6594221446784891,0.0005836706467815211,0.0005836706467815211,31033.022750775595,1084660.2289156627,2963.5525380209365,34.951807228915655,0.0954967410626111,34.951807228915655,0.08066679122957597,2,0.4288289534763976,0.5683198621779277,0.025487066356763392,79959.60813553706,616433.951807229,31.6769907,-98.9932105
100107,LEHIGH REGIONAL,1500 LEE BOULEVARD,LEHIGH ACRES,FL,33936,U,STH,01/01/2016,01/31/2016,23.75,76.0,2356.0,216.0,2968844.0,-447387.0,352107.0,1305580.0,1.0,1.0,0.3645644215293778,0.6354355784706222,4.1430267134278526e-05,4.1430267134278526e-05,13744.648148148148,39063.73684210527,1260.120543293718,2.8421052631578947,0.09168081494057724,2.8421052631578947,-0.1506940074992152,3,0.5583610994717135,0.7122843099873216,0.0363559014889297,69797.34736842105,27824.486842105263,26.615871600000002,-81.65948279999999
110031,SPALDING REGIONAL HOSPITAL,601 SOUTH 8TH STREET,GRIFFIN,GA,30224,U,STH,01/01/2016,03/31/2016,600.0,160.0,14560.0,2262.0,32061172.0,6928792.0,2316618.0,9974278.0,1.0,1.0,0.5385731947049247,0.4614268052950752,0.023177848894606848,0.023177848894606848,14173.81609195402,200382.325,2202.0035714285714,14.1375,0.15535714285714286,14.1375,0.21611162561368624,1,0.3833576639057362,0.47568061454522,0.03221859762331832,20484.826666666668,95317.9875,33.239263,-84.26734259999999
360065,FISHER-TITUS MEDICAL CENTER,272 BENEDICT AVE,NORWALK,OH,44857,R,STH,01/01/2016,12/31/2016,786.13,78.0,28548.0,3898.0,130839070.0,10763553.0,13431944.0,52380070.0,1.0,0.0,0.31383976577751405,0.6861602342224861,0.003128392765249707,0.003128392765249707,33565.692662904046,1677423.9743589745,4583.125613002661,49.97435897435897,0.13654196441081687,49.97435897435897,0.08226558779422691,2,0.5029997079618497,0.583335107777822,0.06626544349482154,83716.45147749099,978500.2948717949,41.2252529,-82.60359790000001
360080,EAST OHIO REGIONAL HOSPITAL,90 NORTH FOURTH STREET,MARTINS FERRY,OH,43935,U,STH,01/01/2016,12/31/2016,421.52,84.0,30744.0,2029.0,58775540.0,-4872061.0,3378005.0,23090907.0,1.0,1.0,0.3209191856489783,0.6790808143510216,0.001917090000364097,0.001917090000364097,28967.73780187284,699708.8095238096,1911.7727036169656,24.154761904761905,0.06599661722612543,24.154761904761905,-0.08289266249191415,3,0.45033889948097455,0.6897784860845174,0.07789980321746087,62793.96469918392,482644.08333333326,40.0985195,-80.72031559999999
360080,EAST OHIO REGIONAL HOSPITAL,90 NORTH FOURTH STREET,MARTINS FERRY,OH,43935,U,STH,01/01/2016,12/31/2016,421.52,84.0,30744.0,2029.0,58775540.0,-4872061.0,3378005.0,23090907.0,1.0,1.0,0.3209191856489783,0.6790808143510216,0.001917090000364097,0.001917090000364097,28967.73780187284,699708.8095238096,1911.7727036169656,24.154761904761905,0.06599661722612543,24.154761904761905,-0.08289266249191415,3,0.45033889948097455,0.6897784860845174,0.07789980321746087,62793.96469918392,482644.08333333326,40.0985195,-80.72031559999999
