Provider CCN,Hospital Name,Street Address,City,State Code,Zip Code,lat,lng,Rural Versus Urban,CCN Facility Type,Fiscal Year Begin Date,Fiscal Year End Date,FTE - Employees on Payroll,Number of Beds,Total Bed Days Available,Total Discharges (V + XVIII + XIX + Unknown),Net Patient Revenue,Net Income,Wage-Related Costs (Core),Total Salaries (adjusted),Contract Labor,Rev Per FTE,CON,Urban,Inpatient %,Outpatient %,Charity %,Uncompensated %,Rev/Discharge,Rev Per Bed,Rev Per Bed Days,Discharges Per Bed,Discharges Per Bed Days,Discharge/FTE,Net Income %,Net Income Score,Labor %,Overhead %,Depreciation %,LbrExp/FTE,Overhead Exp Per Bed,Pacesetter Group
390237,REGIONAL HOSPITAL OF SCRANTON,746 JEFFERSON AVENUE,SCRANTON,PA,18501-,41.4125905,-75.65362979999998,U,STH,07/01/2017 12:00:00 AM,06/30/2018 12:00:00 AM,811.44,182.0,64727.0,8015.0,"$160,145,744",$-6102168,"$15,541,324","$46,838,435","$3,575,442","$197,360",0.0,1.0,48.4009%,51.5991%,0.0134%,0.0134%,"$19,981","$879,922","$2,474",44.04,0.12,44.04,-3.8104%,3,38.9519%,75.7814%,6.2456%,"$76,875","$666,817",4th Quartile
390258,ST. MARY MEDICAL CENTER,1201 LANGHORNE NEWTOWN RD,LANGHORNE,PA,19047,40.202585600000006,-74.9251811,U,STH,07/01/2017 12:00:00 AM,06/30/2018 12:00:00 AM,2011.0,306.0,111690.0,22578.0,"$390,090,453",$53752828,"$31,525,265","$137,438,921","$104,823","$193,978",0.0,1.0,51.6853%,48.3147%,0.9219%,0.9219%,"$17,277","$1,274,805","$3,493",73.78,0.20,73.78,13.7796%,1,43.3141%,60.9127%,5.9037%,"$84,020","$776,518",1st Quartile
390267,FORBES REGIONAL HOSPITAL,2570 HAYMAKER ROAD,MONROEVILLE,PA,15146-,40.428583,-79.7479881,U,STH,07/01/2017 12:00:00 AM,06/30/2018 12:00:00 AM,1127.9,234.0,85410.0,12787.0,"$246,779,070",$18223688,"$18,751,584","$77,004,669","$1,205,264","$218,795",0.0,1.0,56.8674%,43.1326%,0.5388%,0.5388%,"$19,299","$1,054,611","$2,889",54.65,0.15,54.65,7.3846%,2,38.8024%,62.7997%,6.2421%,"$84,898","$662,293",2nd Quartile
390328,UPMC EAST HOSPITAL,2775 MOSSIDE BLVD,MONROEVILLE,PA,15146,40.436608899999996,-79.76049029999999,U,STH,07/01/2017 12:00:00 AM,06/30/2018 12:00:00 AM,709.33,136.0,49354.0,7786.0,"$151,562,735",$3925780,"$10,486,988","$41,329,899","$7,584","$213,670",0.0,1.0,44.9672%,55.0328%,1.0667%,1.0667%,"$19,466","$1,114,432","$3,071",57.25,0.16,57.25,2.5902%,2,34.1884%,71.1807%,7.5777%,"$73,050","$793,261",3rd Quartile
440228,ST. FRANCIS BARTLETT MED CTR,2986 KATE BOND ROAD,BARTLETT,TN,38133,35.2069494,-89.80056040000002,U,STH,06/01/2017 12:00:00 AM,05/31/2018 12:00:00 AM,506.8,156.0,56940.0,8076.0,"$137,219,410",$21847483,"$8,286,998","$39,541,241","$1,644,227","$270,757",1.0,1.0,56.2026%,43.7974%,5.4783%,5.4783%,"$16,991","$879,612","$2,410",51.77,0.14,51.77,15.9216%,1,34.8553%,55.6643%,4.2296%,"$94,373","$489,630",1st Quartile
450090,NORTH TEXAS MEDICAL CENTER,1900 HOSPITAL BOULEVARD,GAINSVILLE,TX,76240-,33.6463557,-97.16291600000001,R,STH,10/01/2016 12:00:00 AM,09/30/2017 12:00:00 AM,193.63,48.0,17520.0,1461.0,"$24,756,956",$-5103335,"$3,020,271","$14,370,853","$159,899","$127,857",0.0,0.0,27.9550%,72.0450%,0.6842%,0.6842%,"$16,945","$515,770","$1,413",30.44,0.08,30.44,-20.6137%,3,70.2474%,92.4139%,15.0069%,"$89,816","$476,643",4th Quartile
450092,FORT DUNCAN MEDICAL CENTER,3333 N. FOSTER MALDONADO BLVD,EAGLE PASS,TX,78852-,28.713229,-100.455679,R,STH,01/01/2017 12:00:00 AM,12/31/2017 12:00:00 AM,343.15,86.0,31390.0,4916.0,"$80,491,613",$8641136,"$4,527,365","$21,749,965","$147,614","$234,567",0.0,0.0,51.0355%,48.9645%,5.7276%,5.7276%,"$16,373","$935,949","$2,564",57.16,0.16,57.16,10.7354%,2,32.6460%,63.0129%,4.5152%,"$76,577","$589,769",2nd Quartile
450154,VAL VERDE REGIONAL MEDICAL CENTER,801 BEDELL ST,DEL RIO,TX,78840-,29.375018199999996,-100.89260390000001,R,STH,07/01/2017 12:00:00 AM,06/30/2018 12:00:00 AM,453.01,47.0,17155.0,2380.0,"$65,871,683",$3679529,"$5,561,382","$29,928,869","$2,310,514","$145,409",0.0,0.0,17.6957%,82.3043%,7.5610%,7.5610%,"$27,677","$1,401,525","$3,840",50.64,0.14,50.64,5.5859%,2,53.8779%,61.3979%,5.5532%,"$78,343","$860,507",2nd Quartile
450187,SCOTT & WHITE HOSPITAL BRENHAM,700 MEDICAL PARKWAY,BRENHAM,TX,77833-,30.145807,-96.399251,R,STH,01/01/2017 12:00:00 AM,12/31/2017 12:00:00 AM,226.28,50.0,18250.0,1611.0,"$35,816,292",$-398622,"$3,873,786","$17,693,700","$428,994","$158,283",0.0,0.0,20.7426%,79.2574%,7.7478%,7.7478%,"$22,232","$716,326","$1,963",32.22,0.09,32.22,-1.1130%,2,60.2170%,59.6041%,3.8650%,"$95,313","$426,960",3rd Quartile
450241,FAITH COMMUNITY HOSPITAL,717 MAGNOLIA STREET,JACKSBORO,TX,76458-,33.2254357,-98.16987890000001,R,STH,06/01/2017 12:00:00 AM,05/31/2018 12:00:00 AM,128.23,17.0,6205.0,184.0,"$35,169,883",$1302235,"$1,847,606","$8,439,456","$23,112","$274,272",0.0,0.0,1.2617%,98.7383%,6.0274%,6.0274%,"$191,141","$2,068,817","$5,668",10.82,0.03,10.82,3.7027%,2,29.2496%,94.2428%,5.7578%,"$80,224","$1,949,710",3rd Quartile
450347,HUNTSVILLE MEMORIAL,110 MEMORIAL HOSPITAL DRIVE,HUNTSVILLE,TX,77340-,30.6986202,-95.5590363,R,STH,07/01/2017 12:00:00 AM,06/30/2018 12:00:00 AM,475.66,89.0,32485.0,4567.0,"$84,651,672",$-14594275,"$8,308,296","$31,889,186","$3,858,442","$177,967",0.0,0.0,37.1123%,62.8877%,5.1074%,5.1074%,"$18,536","$951,142","$2,606",51.31,0.14,51.31,-17.2404%,3,47.4858%,80.7301%,5.3010%,"$84,509","$767,858",4th Quartile
450389,ETMC ATHENS,2000 SOUTH PALESTINE,ATHENS,TX,75751,32.16988,-95.844688,U,STH,05/01/2017 12:00:00 AM,02/28/2018 12:00:00 AM,395.75,127.0,38608.0,4093.0,"$64,610,698",$-3018714,"$5,595,979","$22,149,782","$1,724,807","$163,261",0.0,1.0,36.5522%,63.4478%,4.9040%,4.9040%,"$15,786","$508,746","$1,674",32.23,0.11,32.23,-4.6722%,3,42.9430%,71.2230%,14.6063%,"$70,109","$362,344",4th Quartile
450498,STEPHENS MEMORIAL HOSPITAL,200 SOUTH GENEVA STREET,BRECKENRIDGE,TX,76424-,32.7539698,-98.8870725,R,STH,10/01/2016 12:00:00 AM,09/30/2017 12:00:00 AM,99.02,42.0,15330.0,273.0,"$10,871,455",$-228745,"$703,167","$5,427,417","$85,060","$109,790",0.0,0.0,6.0263%,93.9737%,1.7004%,1.7004%,"$39,822","$258,844",$709,6.50,0.02,6.50,-2.1041%,2,56.3916%,58.9493%,5.5425%,"$61,913","$152,587",3rd Quartile
450654,STARR COUNTY MEMORIAL HOSPITAL,128 NORTH FM 1367,RIO GRANDE CITY,TX,78582-0078,26.3797874,-98.8203046,R,STH,10/01/2016 12:00:00 AM,09/30/2017 12:00:00 AM,269.0,48.0,17520.0,1200.0,"$28,380,468",$2200242,"$2,437,417","$13,947,106","$458,119","$105,504",0.0,0.0,32.7259%,67.2741%,1.0518%,1.0518%,"$23,650","$591,260","$1,620",25.00,0.07,25.00,7.7527%,2,57.7317%,51.9063%,4.3880%,"$60,909","$306,901",2nd Quartile
450672,MEDICAL CITY FORT WORTH,900 EIGHTH,FORT WORTH,TX,76104,32.7358538,-97.34541490000001,U,STH,02/01/2017 12:00:00 AM,01/31/2018 12:00:00 AM,878.39,203.0,74110.0,9141.0,"$221,881,352",$-8973034,"$14,216,071","$69,220,647","$5,195,047","$252,600",0.0,1.0,70.7286%,29.2714%,4.5538%,4.5538%,"$24,273","$1,093,012","$2,994",45.03,0.12,45.03,-4.0441%,3,37.6042%,75.4114%,6.4265%,"$94,988","$824,255",4th Quartile
450755,COVENANT HOSPITAL LEVELLAND,3900 COLLEGE AVENUE,LEVELLAND,TX,79336,33.5652159,-102.36787640000001,R,STH,07/01/2017 12:00:00 AM,06/30/2018 12:00:00 AM,215.45,48.0,17520.0,674.0,"$19,874,319",$-733580,"$2,156,877","$9,491,473","$8,032","$92,246",0.0,0.0,21.4735%,78.5265%,5.5276%,5.5276%,"$29,487","$414,048","$1,134",14.04,0.04,14.04,-3.6911%,3,58.6101%,70.6391%,5.2360%,"$54,065","$292,480",4th Quartile
380047,ST CHARLES MEDICAL CENTER,2500 NE NEFF ROAD,BEND,OR,97701,44.0679885,-121.2694821,U,STH,01/01/2017 12:00:00 AM,12/31/2017 12:00:00 AM,2100.45,222.0,81030.0,15509.0,"$483,653,577",$125719355,"$37,072,854","$188,191,352","$2,307,228","$230,262",1.0,1.0,59.5785%,40.4215%,0.5439%,0.5439%,"$31,185","$2,178,620","$5,969",69.86,0.19,69.86,25.9937%,1,46.5755%,55.9103%,1.9656%,"$107,246","$1,218,072",1st Quartile
450766,UT SOUTHWESTERN MED CTR-ZALE LIPSHY,5151 HARRY HINES BLVD,DALLAS,TX,75390,32.8106928,-96.83689,U,STH,09/01/2017 12:00:00 AM,08/31/2018 12:00:00 AM,737.91,94.0,34310.0,4843.0,"$201,445,159",$-42754355,"$15,111,933","$63,908,877","$4,175,904","$272,994",0.0,1.0,68.2627%,31.7373%,2.5779%,2.5779%,"$41,595","$2,143,034","$5,871",51.52,0.14,51.52,-21.2238%,3,39.2270%,62.6710%,4.5721%,"$107,087","$1,343,060",4th Quartile
450780,METHODIST AMBULATORY SURGICAL HOSPIT,9150 HUEBNER RD,SAN ANTONIO,TX,78240-1558,29.5269961,-98.59502590000001,U,STH,01/01/2017 12:00:00 AM,12/31/2017 12:00:00 AM,90.63,23.0,8395.0,447.0,"$21,327,536",$709779,"$1,574,063","$6,347,238","$64,300","$235,325",0.0,1.0,31.3690%,68.6310%,1.2923%,1.2923%,"$47,713","$927,284","$2,541",19.43,0.05,19.43,3.3280%,2,37.1412%,67.3760%,2.6071%,"$87,403","$624,767",3rd Quartile
450804,TEXAS ORTHOPEDIC HOSPITA,7401 SOUTH MAIN STREET,HOUSTON,TX,77030,29.69064860000001,-95.4172525,U,STH,01/01/2017 12:00:00 AM,12/31/2017 12:00:00 AM,361.43,49.0,17885.0,3593.0,"$151,559,488",$66135566,"$5,044,843","$24,719,138","$406,254","$419,333",0.0,1.0,55.4999%,44.5001%,0.1493%,0.1493%,"$42,182","$3,093,051","$8,474",73.33,0.20,73.33,43.6367%,1,19.6385%,42.0660%,5.0333%,"$82,351","$1,301,123",1st Quartile
450851,BAYLOR HEART AND VASCULAR,621 NORTH HALL ST SUITE 150,DALLAS,TX,75246-,32.789015899999995,-96.78146770000001,U,STH,07/01/2017 12:00:00 AM,06/30/2018 12:00:00 AM,432.02,54.0,19710.0,2548.0,"$195,611,708",$52836538,"$7,250,852","$34,159,917","$668,162","$452,784",0.0,1.0,23.6277%,76.3723%,1.4655%,1.4655%,"$76,771","$3,622,439","$9,924",47.19,0.13,47.19,27.0109%,1,21.1699%,52.4606%,0.3834%,"$95,854","$1,900,355",1st Quartile
490090,SOUTHSIDE COMMUNITY HOSPITAL,800 OAK STREET,FARMVILLE,VA,23901-,37.302507399999996,-78.40395190000002,R,STH,01/01/2017 12:00:00 AM,12/31/2017 12:00:00 AM,348.69,86.0,31390.0,4057.0,"$87,129,680",$11585069,"$5,306,238","$25,095,331","$1,224,004","$249,877",1.0,0.0,34.3385%,65.6615%,4.7035%,4.7035%,"$21,476","$1,013,136","$2,776",47.17,0.13,47.17,13.2964%,1,34.8923%,52.5593%,4.6134%,"$87,188","$532,497",1st Quartile
490110,LEWISGALE HOSPITAL - MONTGOMERY,ROUTE 460 SOUTH,BLACKSBURG,VA,24060-,37.2371099,-80.437641,U,STH,10/01/2016 12:00:00 AM,09/30/2017 12:00:00 AM,382.46,88.0,32120.0,4205.0,"$107,920,712",$20298053,"$6,107,886","$24,708,796","$1,972,454","$282,175",1.0,1.0,34.9110%,65.0890%,2.9044%,2.9044%,"$25,665","$1,226,372","$3,360",47.78,0.13,47.78,18.8083%,1,28.5549%,59.5602%,2.8728%,"$80,575","$730,429",1st Quartile
490118,HENRICO DOCTORS HOSPITAL,1602 SKIPWITH ROAD,RICHMOND,VA,23229-,37.604044200000004,-77.5400613,U,STH,04/01/2017 12:00:00 AM,03/31/2018 12:00:00 AM,1824.89,685.0,250025.0,21046.0,"$545,346,507",$96218515,"$35,061,505","$142,825,387","$5,343,147","$298,838",1.0,1.0,58.1014%,41.8986%,3.2755%,3.2755%,"$25,912","$796,126","$2,181",30.72,0.08,30.72,17.6436%,1,32.6191%,56.6414%,5.1031%,"$97,478","$450,937",1st Quartile
670045,COOK CHILDRENS NORTHEAST HOSPITAL,6316 PRECINCT LINE ROAD,HURST,TX,76054-,32.863261699999995,-97.18534009999999,U,STH,01/01/2017 12:00:00 AM,12/31/2017 12:00:00 AM,155.06,3.0,1095.0,26.0,"$36,196,042",$8313973,"$2,869,480","$10,538,719","$6,960","$233,432",0.0,1.0,0.4211%,99.5789%,0.0540%,0.0540%,"$1,392,155","$12,065,347","$33,056",8.67,0.02,8.67,22.9693%,1,37.0433%,48.0095%,1.1390%,"$86,471","$5,792,513",1st Quartile
670055,METHODIST STONE OAK HOSPITAL,1139 E SONTERRA BLVD,SAN ANTONIO,TX,78258,29.6162229,-98.4743864,U,STH,03/01/2017 12:00:00 AM,02/28/2018 12:00:00 AM,787.19,242.0,64165.0,11914.0,"$219,822,814",$44595617,"$9,729,175","$51,059,794","$2,342,266","$279,250",0.0,1.0,62.5400%,37.4600%,2.7316%,2.7316%,"$18,451","$908,359","$3,426",49.23,0.19,49.23,20.2871%,1,27.6536%,57.1723%,5.3958%,"$77,223","$519,329",1st Quartile
670106,PEARLAND MEDICAL CENTER,11100 SHADOW CREEK PARKWAY,PEARLAND,TX,77584,29.5775464,-95.39019240000002,U,STH,02/01/2017 12:00:00 AM,01/31/2018 12:00:00 AM,198.92,30.0,10950.0,2012.0,"$35,190,573",$-21743286,"$3,271,428","$15,400,438","$1,232,026","$176,908",0.0,1.0,48.4758%,51.5242%,18.7444%,18.7444%,"$17,490","$1,173,019","$3,214",67.07,0.18,67.07,-61.7872%,3,53.0593%,118.3385%,20.5977%,"$93,866","$1,388,134",4th Quartile
30001,ABRAZO MARYVALE CAMPUS,5102 WEST CAMPBELL AVE,PHOENIX,AZ,85031-1703,33.502781899999995,-112.17077909999999,U,STH,01/01/2017 12:00:00 AM,04/30/2017 12:00:00 AM,304.3,228.0,27360.0,1197.0,"$14,071,323",$-1588276,"$1,517,967","$7,586,247","$61,529","$46,242",0.0,1.0,46.4695%,53.5305%,0.1651%,0.1651%,"$11,755","$61,716",$514,5.25,0.04,5.25,-11.2873%,3,64.7005%,58.2146%,5.4191%,"$29,919","$35,928",4th Quartile
30012,YAVAPAI REGIONAL MEDICAL CENTER,1003 WILLOW CREEK ROAD,PRESCOTT,AZ,86301,34.559343299999995,-112.48111259999999,R,STH,01/01/2017 12:00:00 AM,12/31/2017 12:00:00 AM,1647.84,206.0,75190.0,11401.0,"$347,852,078",$48442219,"$28,534,952","$120,362,346","$1,424,023","$211,096",0.0,0.0,42.1998%,57.8002%,0.4673%,0.4673%,"$30,511","$1,688,602","$4,626",55.34,0.15,55.34,13.9261%,1,42.8048%,55.5352%,4.6117%,"$90,359","$937,769",1st Quartile
30038,SCOTTSDALE OSBORN MEDICAL CENTER,7400 EAST OSBORN ROAD,SCOTTSDALE,AZ,85251,33.4886967,-111.9229987,R,STH,01/01/2017 12:00:00 AM,12/31/2017 12:00:00 AM,1644.91,426.0,149346.0,13721.0,"$333,107,026",$77939973,"$23,789,864","$105,536,918","$684,086","$202,508",0.0,0.0,60.7105%,39.2895%,0.9749%,0.9749%,"$24,277","$781,941","$2,230",32.21,0.09,32.21,23.3979%,1,38.8244%,46.5442%,5.8983%,"$78,622","$363,948",1st Quartile
30061,BANNER BOSWELL MEDICAL CENTER,10401 THUNDERBIRD BLVD.,SUN CITY,AZ,85351-,33.6033555,-112.28385459999998,U,STH,01/01/2017 12:00:00 AM,12/31/2017 12:00:00 AM,1534.21,410.0,118661.0,13532.0,"$338,770,219",$23909346,"$26,244,877","$104,082,873","$2,349,668","$220,811",0.0,1.0,56.0731%,43.9269%,0.5584%,0.5584%,"$25,035","$826,269","$2,855",33.00,0.11,33.00,7.0577%,2,38.4708%,63.0235%,4.6389%,"$84,948","$520,744",2nd Quartile
30087,SCOTTSDALE SHEA MEDICAL CENTER,10450 N 92ND STREET,SCOTTSDALE,AZ,85258,33.5811898,-111.8830097,R,STH,01/01/2017 12:00:00 AM,12/31/2017 12:00:00 AM,2101.64,425.0,154648.0,14860.0,"$441,841,200",$106100759,"$34,398,115","$135,115,774","$1,516,886","$210,236",0.0,0.0,55.8340%,44.1660%,0.3063%,0.3063%,"$29,734","$1,039,626","$2,857",34.96,0.10,34.96,24.0133%,1,38.3653%,49.5711%,6.4217%,"$80,658","$515,354",1st Quartile
30092,DEER VALLEY MEDICAL CENTER,19829 N 27TH AVENUE,PHOENIX,AZ,85027,33.6660046,-112.11600870000001,R,STH,01/01/2017 12:00:00 AM,12/31/2017 12:00:00 AM,1280.58,204.0,74460.0,11179.0,"$276,325,408",$81395273,"$19,759,019","$80,869,430","$170,806","$215,781",0.0,0.0,51.5511%,48.4489%,1.4480%,1.4480%,"$24,718","$1,354,536","$3,711",54.80,0.15,54.80,29.4563%,1,36.4166%,41.7659%,7.3644%,"$78,580","$565,735",1st Quartile
30093,BANNER DEL E WEBB MEDICAL CENTER,14502 WEST MEEKER BOULEVARD,SUN CITY WEST,AZ,85375,33.6605033,-112.37306409999998,U,STH,01/01/2017 12:00:00 AM,12/31/2017 12:00:00 AM,1342.48,314.0,114610.0,15338.0,"$316,723,960",$50055853,"$24,447,903","$93,278,041","$2,586,179","$235,925",0.0,1.0,52.4009%,47.5991%,0.7300%,0.7300%,"$20,650","$1,008,675","$2,763",48.85,0.13,48.85,15.8043%,1,37.1699%,55.6185%,5.1245%,"$87,693","$561,010",1st Quartile
30111,BANNER UNIVERSITY MED CENTER SOUTH,2800 EAST AJO WAY,TUCSON,AZ,85713,32.174814399999995,-110.92831029999999,U,STH,01/01/2017 12:00:00 AM,12/31/2017 12:00:00 AM,875.79,227.0,50254.0,7201.0,"$159,765,508",$-2528762,"$13,489,418","$52,451,312","$7,164,144","$182,424",0.0,1.0,39.0189%,60.9811%,1.0472%,1.0472%,"$22,187","$703,813","$3,179",31.72,0.14,31.72,-1.5828%,2,41.2734%,81.7272%,2.1819%,"$75,293","$575,206",3rd Quartile
30123,SCOTTSDALE THOMPSON PEAK MED CTR,7400 EAST THOMPSON PEAK PKWY,SCOTTSDALE,AZ,85255,33.670981299999994,-111.92229520000001,U,STH,01/01/2017 12:00:00 AM,12/31/2017 12:00:00 AM,609.95,120.0,36156.0,6601.0,"$230,042,817",$120709221,"$9,577,431","$38,325,274","$448,625","$377,150",0.0,1.0,63.9564%,36.0436%,0.2606%,0.2606%,"$34,850","$1,917,023","$6,363",55.01,0.18,55.01,52.4725%,1,20.8234%,31.3584%,5.1321%,"$78,535","$601,147",1st Quartile
40022,NORTHWEST MEDICAL CENTER OF WASHINGT,609 WEST MAPLE,SPRINGDALE,AR,72764,36.18013970000001,-94.1368229,U,STH,11/01/2016 12:00:00 AM,10/31/2017 12:00:00 AM,1120.17,272.0,99280.0,15636.0,"$260,637,030",$35066788,"$15,437,018","$70,248,155","$3,393,265","$232,676",1.0,1.0,52.0790%,47.9210%,1.2390%,1.2390%,"$16,669","$958,224","$2,625",57.49,0.16,57.49,13.4543%,1,32.8753%,60.5638%,5.3093%,"$76,493","$580,337",1st Quartile
40027,BAXTER REGIONAL MEDICAL CENTER,624 HOSPITAL DRIVE,MOUNTAIN HOME,AR,72653,36.342950200000004,-92.3944185,R,STH,01/01/2017 12:00:00 AM,12/31/2017 12:00:00 AM,1115.97,147.0,53655.0,8163.0,"$197,182,766",$4574218,"$15,305,492","$77,573,405","$2,918,924","$176,692",1.0,0.0,41.1279%,58.8721%,0.1945%,0.1945%,"$24,156","$1,341,379","$3,675",55.53,0.15,55.53,2.3198%,2,47.1029%,61.2069%,2.0553%,"$83,227","$821,016",3rd Quartile
40036,BAPTIST HEALTH MEDICAL CENTER- NLR,3333 SPRINGHILL DRIVE,NORTH LITTLE ROCK,AR,72117-,34.7836465,-92.2230215,U,STH,01/01/2017 12:00:00 AM,12/31/2017 12:00:00 AM,993.04,178.0,64970.0,9982.0,"$170,221,287",$2398408,"$15,708,147","$55,911,629","$3,100,062","$171,414",1.0,1.0,50.1635%,49.8365%,1.2021%,1.2021%,"$17,053","$956,299","$2,620",56.08,0.15,56.08,1.4090%,2,42.0745%,53.0307%,2.2588%,"$72,122","$507,132",3rd Quartile
40069,GREAT RIVER MEDICAL CENTER,1520 NORTH DIVISION ST,BLYTHEVILLE,AR,72315,35.942244,-89.9188352,R,STH,01/01/2017 12:00:00 AM,12/31/2017 12:00:00 AM,224.36,148.0,54020.0,1692.0,"$21,481,767",$1069717,"$2,051,688","$9,762,711","$471,286","$95,747",1.0,0.0,31.7737%,68.2263%,0.4987%,0.4987%,"$12,696","$145,147",$398,11.43,0.03,11.43,4.9797%,2,54.9973%,65.1087%,6.1929%,"$52,658","$94,503",2nd Quartile
40154,BHMC-CONWAY,1555 EXCHANGE AVENUE,CONWAY,AR,72032,35.056439399999995,-92.41927059999999,U,STH,01/01/2017 12:00:00 AM,12/31/2017 12:00:00 AM,362.74,110.0,40150.0,2069.0,"$41,556,049",$-31688209,"$6,502,930","$19,643,350","$1,019,101","$114,562",1.0,1.0,33.5870%,66.4130%,1.8089%,1.8089%,"$20,085","$377,782","$1,035",18.81,0.05,18.81,-76.2541%,3,62.9181%,104.5940%,10.6359%,"$72,080","$395,138",4th Quartile
50551,LOS ALAMITOS MEDICAL CTR.,3751 KATELLA AVE.,LOS ALAMITOS,CA,90720,33.804525399999996,-118.0669994,U,STH,06/01/2017 12:00:00 AM,05/31/2018 12:00:00 AM,706.74,146.0,53290.0,9538.0,"$222,849,241",$24424229,"$20,525,412","$80,725,282","$3,655,043","$315,320",0.0,1.0,64.1571%,35.8429%,0.7359%,0.7359%,"$23,364","$1,526,365","$4,182",65.33,0.18,65.33,10.9600%,2,45.4346%,53.5596%,2.4726%,"$143,264","$817,514",2nd Quartile
60065,NORTH SUBURBAN MEDICAL CENTER,9191 GRANT,THORNTON,CO,80229,39.863555100000006,-104.98570890000002,U,STH,01/01/2017 12:00:00 AM,12/31/2017 12:00:00 AM,649.82,127.0,45536.0,7617.0,"$157,438,522",$29201725,"$10,946,476","$49,040,539","$3,625,291","$242,280",0.0,1.0,44.6222%,55.3778%,4.3114%,4.3114%,"$20,669","$1,239,673","$3,457",59.98,0.17,59.98,18.5480%,1,38.1019%,51.0986%,5.6690%,"$92,313","$633,455",1st Quartile
60116,GOOD SAMARITAN MEDICAL CTR,200 EXEMPLA CIRCLE,LAFAYETTE,CO,80026-,39.97023710000001,-105.0860294,U,STH,01/01/2017 12:00:00 AM,12/31/2017 12:00:00 AM,1183.73,183.0,66795.0,12890.0,"$324,277,408",$36694737,"$21,458,675","$87,515,671","$3,186,656","$273,945",0.0,1.0,54.6573%,45.3427%,0.2491%,0.2491%,"$25,157","$1,772,008","$4,855",70.44,0.19,70.44,11.3158%,2,33.6053%,60.4257%,4.8163%,"$92,060","$1,070,747",2nd Quartile
60117,ANIMAS SURGICAL HOSPITAL,575 RIVERGATE,DURANGO,CO,81301-,37.2480706,-107.87088270000001,R,STH,01/01/2017 12:00:00 AM,12/31/2017 12:00:00 AM,110.31,12.0,4380.0,494.0,"$34,108,879",$5125615,"$1,388,606","$8,737,158","$636,227","$309,209",0.0,0.0,32.2671%,67.7329%,0.0212%,0.0212%,"$69,046","$2,842,407","$7,787",41.17,0.11,41.17,15.0272%,1,29.6866%,57.4508%,3.5279%,"$91,794","$1,632,985",1st Quartile
60125,CASTLE ROCK ADVENTIST HOSPITAL,2350 MEADOWS BOULEVARD,CASTLE ROCK,CO,80109,39.4059634,-104.8850727,U,STH,01/01/2017 12:00:00 AM,12/31/2017 12:00:00 AM,407.54,53.0,19345.0,3027.0,"$104,330,118",$2406099,"$5,612,572","$35,017,994","$731,007","$256,000",0.0,1.0,36.8574%,63.1426%,0.7852%,0.7852%,"$34,467","$1,968,493","$5,393",57.11,0.16,57.11,2.3062%,2,38.9442%,58.6832%,10.1201%,"$99,697","$1,155,175",3rd Quartile
80009,MILFORD MEMORIAL HOSPITAL,CLARKE AVENUE,MILFORD,DE,19963,38.90653820000001,-75.4332256,U,STH,07/01/2017 12:00:00 AM,06/30/2018 12:00:00 AM,745.45,124.0,45260.0,4394.0,"$167,123,913",$21731340,"$12,917,300","$44,053,313","$111,963","$224,192",1.0,1.0,41.0480%,58.9520%,1.2800%,1.2800%,"$38,035","$1,347,773","$3,693",35.44,0.10,35.44,13.0031%,1,34.0888%,50.3023%,2.3482%,"$76,424","$677,961",1st Quartile
100287,GOOD SAMARITAN HOSPITAL,1309 NORTH FLAGLER DRIVE,WEST PALM BEACH,FL,33401,26.7248892,-80.0521826,U,STH,06/01/2017 12:00:00 AM,05/31/2018 12:00:00 AM,765.2,333.0,121545.0,9581.0,"$186,670,368",$23371737,"$12,214,348","$57,767,715","$1,574,442","$243,950",1.0,1.0,50.5682%,49.4318%,4.8148%,4.8148%,"$19,483","$560,572","$1,536",28.77,0.08,28.77,12.5203%,1,37.4896%,58.2953%,4.3780%,"$91,456","$326,787",1st Quartile
130003,ST JOSEPH REGIONAL MEDICAL CENTER,415 SIXTH STREET,LEWISTON,ID,83501,46.4166818,-117.02441029999999,U,STH,05/01/2017 12:00:00 AM,06/30/2018 12:00:00 AM,808.82,94.0,39999.0,5087.0,"$190,703,930",$-4550373,"$10,530,403","$72,967,908","$644,376","$235,780",0.0,1.0,40.8122%,59.1878%,0.3876%,0.3876%,"$37,488","$2,028,765","$4,768",54.12,0.13,54.12,-2.3861%,2,43.7843%,65.5601%,3.3851%,"$103,235","$1,330,060",3rd Quartile
130025,MADISON MEMORIAL HOSPITAL,450 EAST MAIN ST,REXBURG,ID,83440-0310,43.8259811,-111.77047409999999,R,STH,10/01/2016 12:00:00 AM,09/30/2017 12:00:00 AM,416.88,67.0,24455.0,2683.0,"$64,755,093",$1098453,"$7,376,262","$23,819,745","$934,161","$155,333",0.0,0.0,39.3602%,60.6398%,0.0877%,0.0877%,"$24,135","$966,494","$2,648",40.04,0.11,40.04,1.6963%,2,48.1754%,58.6897%,9.0481%,"$74,832","$567,233",3rd Quartile
