Provider CCN,Hospital Name,Street Address,City,State Code,Zip Code,lat,lng,Rural Versus Urban,CCN Facility Type,Fiscal Year Begin Date,Fiscal Year End Date,FTE - Employees on Payroll,Number of Beds,Total Bed Days Available,Total Discharges (V + XVIII + XIX + Unknown),Net Patient Revenue,Net Income,Wage-Related Costs (Core),Total Salaries (adjusted),Contract Labor,Rev Per FTE,CON,Urban,Inpatient %,Outpatient %,Charity %,Uncompensated %,Rev/Discharge,Rev Per Bed,Rev Per Bed Days,Discharges Per Bed,Discharges Per Bed Days,Discharge/FTE,Net Income %,Net Income Score,Labor %,Overhead %,Depreciation %,LbrExp/FTE,Overhead Exp Per Bed,Pacesetter Group
281341,CHADRON COMMUNITY HOSPITAL,825 CENTENNIAL DRIVE,CHADRON,NE,69337-9400,42.8229311,-103.0145423,R,CAH,10/01/2015,09/30/2016,121.08,25.0,9150.0,515.0,"$20,770,916",$-90186,$nan,$nan,$nan,"$171,547",1.0,0.0,22.6028%,77.3972%,0.3382%,0.3382%,"$40,332","$830,837","$2,270",20.60,0.06,20.60,-0.4342%,2,nan%,73.6894%,6.8009%,$nan,"$612,239",3rd Quartile
221302,FAIRVIEW HOSPITAL,29 LEWIS AVE,GREAT BARRINGTON,MA,01230,42.191204,-73.3718218,U,CAH,10/01/2015,09/30/2016,254.52,24.0,8750.0,853.0,"$48,531,627",$1909655,$nan,$nan,$nan,"$190,679",1.0,1.0,17.5090%,82.4910%,0.9847%,0.9847%,"$56,895","$2,022,151","$5,546",35.54,0.10,35.54,3.9349%,2,nan%,49.9307%,3.1431%,$nan,"$1,009,674",2nd Quartile
171371,CLAY COUNTY MEDICAL CENTER,617 LIBERTY,CLAY CENTER,KS,67432-,39.3921973,-97.1235717,R,CAH,01/01/2016,12/31/2016,140.19,19.0,6954.0,477.0,"$18,969,156",$1682534,$nan,$nan,$nan,"$135,310",0.0,0.0,23.0932%,76.9068%,0.1567%,0.1567%,"$39,768","$998,377","$2,728",25.11,0.07,25.11,8.8698%,2,nan%,54.7425%,4.4055%,$nan,"$546,537",2nd Quartile
451379,CORYELL MEMORIAL HOSPITAL,1507 WEST MAIN STREET,GATESVILLE,TX,76528-,31.435505499999998,-97.7803843,U,CAH,08/01/2016,07/31/2017,290.87,25.0,9125.0,751.0,"$159,889,591",$15621937,$nan,$nan,$nan,"$549,694",0.0,1.0,9.4153%,90.5847%,1.4670%,1.4670%,"$212,902","$6,395,584","$17,522",30.04,0.08,30.04,9.7705%,2,nan%,90.1843%,0.5660%,$nan,"$5,767,814",2nd Quartile
673063,COVENANT REHABILITATION HOSPITAL OF,4302 PRINCETON STREET,LUBBOCK,TX,79415,33.61709570000001,-101.9032526,U,RH,08/01/2016,07/31/2017,195.98,93.0,25926.0,1318.0,"$27,219,045",$1850380,$nan,$nan,$nan,"$138,887",0.0,1.0,99.9992%,0.0008%,nan%,nan%,"$20,652","$292,678","$1,050",14.17,0.05,14.17,6.7981%,2,nan%,51.7786%,3.7350%,$nan,"$151,545",2nd Quartile
251335,JOHN C. STENNIS MEMORIAL HOSPITAL,14365 HIGHWAY 16 WEST,DEKALB,MS,39328,32.7777673,-88.6800759,R,CAH,01/01/2016,12/31/2016,54.84,25.0,9150.0,137.0,"$17,323,492",$-1941504,$nan,$nan,$nan,"$315,892",1.0,0.0,43.1712%,56.8288%,5.0218%,5.0218%,"$126,449","$692,940","$1,893",5.48,0.01,5.48,-11.2073%,3,nan%,72.6285%,nan%,$nan,"$503,272",4th Quartile
323026,NEW MEXICO REHABILITATION CENTER,31 GAIL HARRIS AVE.,ROSWELL,NM,88201,33.3170073,-104.52240520000001,R,RH,07/01/2016,06/30/2017,60.32,15.0,5490.0,75.0,"$5,925,694",$-4066,"$1,589,986","$3,375,627",$nan,"$98,238",0.0,0.0,100.0000%,nan%,nan%,nan%,"$79,009","$395,046","$1,079",5.00,0.01,5.00,-0.0686%,2,83.7980%,43.2066%,nan%,"$82,321","$170,686",3rd Quartile
281352,COMMUNITY MEDICAL CENTER  INC.,3307 BARADA STREET,FALLS CITY,NE,68355,40.07775520000001,-95.6078515,R,CAH,08/01/2016,07/31/2017,142.3,24.0,8760.0,615.0,"$25,884,692",$1873358,$nan,$nan,$nan,"$181,902",1.0,0.0,37.2292%,62.7708%,0.8571%,0.8571%,"$42,089","$1,078,529","$2,955",25.62,0.07,25.62,7.2373%,2,nan%,62.5861%,7.2627%,$nan,"$675,010",2nd Quartile
364029,LAURELWOOD HOSPITAL,35900 EUCLID AVENUE,WILLOUGHBY,OH,44094,41.6243221,-81.4330704,U,PH,01/01/2016,12/31/2016,256.87,159.0,58194.0,4962.0,"$37,967,417",$12245067,$nan,$nan,$nan,"$147,808",1.0,1.0,89.1992%,10.8008%,nan%,nan%,"$7,652","$238,789",$652,31.21,0.09,31.21,32.2515%,1,nan%,29.6414%,0.7511%,$nan,"$70,780",1st Quartile
451331,COON MEMORIAL HOSPITAL,1411 DENVER,DALHART,TX,79022-,36.0516278,-102.5209785,R,CAH,08/01/2016,07/31/2017,148.42,21.0,7665.0,353.0,"$15,364,715",$177801,$nan,$nan,$nan,"$103,522",0.0,0.0,16.4096%,83.5904%,1.2256%,1.2256%,"$43,526","$731,653","$2,005",16.81,0.05,16.81,1.1572%,2,nan%,98.4276%,8.0270%,$nan,"$720,149",3rd Quartile
261329,COX-MONETT HOSPITAL,801 LINCOLN AVENUE,MONETT,MO,65708-,36.92697070000001,-93.9305089,R,CAH,10/01/2015,09/30/2016,204.03,18.0,6588.0,774.0,"$35,286,713",$2189468,$nan,$nan,$nan,"$172,949",1.0,0.0,14.6166%,85.3834%,3.7549%,3.7549%,"$45,590","$1,960,373","$5,356",43.00,0.12,43.00,6.2048%,2,nan%,49.2872%,3.9592%,$nan,"$966,213",2nd Quartile
194094,PHYSICIANS BEHAVIORAL HOSPITAL OF SH,2025 DESOTO STREET,SHREVEPORT,LA,71103,32.4722591,-93.77091709999999,U,PH,01/01/2016,12/31/2016,57.76,24.0,8784.0,426.0,"$6,971,877",$1119455,"$281,552","$2,484,494",$nan,"$120,704",1.0,1.0,65.3808%,34.6192%,nan%,nan%,"$16,366","$290,495",$794,17.75,0.05,17.75,16.0567%,1,39.6743%,48.9909%,-3.2623%,"$47,889","$142,316",1st Quartile
141317,GIBSON AREA HOSPITAL AND HEALTH SVCS,1120 N. MELVIN,GIBSON CITY,IL,60936-,40.4785276,-88.3702179,R,CAH,10/01/2015,09/30/2016,535.29,25.0,9150.0,925.0,"$91,368,056",$623769,$nan,$nan,$nan,"$170,689",1.0,0.0,24.5988%,75.4012%,0.5261%,0.5261%,"$98,776","$3,654,722","$9,986",37.00,0.10,37.00,0.6827%,2,nan%,48.2329%,5.6597%,$nan,"$1,762,779",3rd Quartile
501303,WILLAPA HARBOR HOSPITAL,800 ALDER STREET,SOUTH BEND,WA,98586,46.662804,-123.81236399999999,R,CAH,01/01/2016,12/31/2016,122.0,10.0,3660.0,297.0,"$18,614,316",$569951,$nan,$nan,$nan,"$152,576",1.0,0.0,15.5957%,84.4043%,1.4778%,1.4778%,"$62,674","$1,861,432","$5,086",29.70,0.08,29.70,3.0619%,2,nan%,48.0653%,1.6669%,$nan,"$894,703",3rd Quartile
194083,LIBERTY HEALTHCARE SYSTEMS,4673 EUGENE WARE ROAD,BASTROP,LA,71220,32.781247,-91.941906,R,PH,01/01/2016,12/31/2016,79.12,60.0,21960.0,665.0,"$5,538,841",$-98556,$nan,$nan,$nan,"$70,006",1.0,0.0,73.7067%,26.2933%,nan%,nan%,"$8,329","$92,314",$252,11.08,0.03,11.08,-1.7794%,2,nan%,45.7189%,0.2889%,$nan,"$42,205",3rd Quartile
141347,CARLINVILLE AREA HOSPITAL,20733 NORTH BROAD STREET,CARLINVILLE,IL,62626-,39.2978607,-89.8826691,R,CAH,08/01/2016,07/31/2017,145.32,25.0,9125.0,523.0,"$23,999,261",$-87653,$nan,$nan,$nan,"$165,148",1.0,0.0,17.6840%,82.3160%,0.6940%,0.6940%,"$45,888","$959,970","$2,630",20.92,0.06,20.92,-0.3652%,2,nan%,63.2285%,11.4746%,$nan,"$606,975",3rd Quartile
384008,OREGON STATE HOSPITAL,2600 CENTER ST NE,SALEM,OR,97301-1319,44.9380555,-123.0040634,U,PH,07/01/2016,06/30/2017,3274.96,569.0,207685.0,991.0,"$177,555,894",$-79224165,$nan,$nan,$nan,"$54,216",1.0,1.0,100.0000%,nan%,nan%,nan%,"$179,168","$312,049",$855,1.74,0.00,1.74,-44.6193%,3,nan%,63.3041%,6.0042%,$nan,"$197,540",4th Quartile
143026,SHIRLEY RYAN ABILITYLAB,355 E. ERIE ST.,CHICAGO,IL,60611-,41.8939453,-87.61817509999999,U,RH,09/01/2016,08/31/2017,1979.0,210.0,70910.0,2619.0,"$204,488,011",$-10255000,$nan,$nan,$nan,"$103,329",1.0,1.0,59.8350%,40.1650%,nan%,nan%,"$78,079","$973,752","$2,884",12.47,0.04,12.47,-5.0150%,3,nan%,70.3649%,8.7006%,$nan,"$685,180",4th Quartile
171382,ATCHISON HOSPITAL ASSOCIATION,800 RAVEN HILL DRIVE,ATCHISON,KS,66002-1297,39.5366253,-95.12823859999999,R,CAH,10/01/2015,09/30/2016,175.96,25.0,9150.0,1178.0,"$36,985,549",$1972633,$nan,$nan,$nan,"$210,193",0.0,0.0,23.3653%,76.6347%,1.3181%,1.3181%,"$31,397","$1,479,422","$4,042",47.12,0.13,47.12,5.3335%,2,nan%,60.7825%,13.9908%,$nan,"$899,230",2nd Quartile
251300,LACKEY MEMORIAL HOSPITAL,330 NORTH BROAD STREET,FOREST,MS,39074,32.365922,-89.4701929,R,CAH,08/01/2016,07/31/2017,158.0,25.0,9125.0,608.0,"$25,297,739",$-497821,$nan,$nan,$nan,"$160,112",1.0,0.0,26.3879%,73.6121%,0.5997%,0.5997%,"$41,608","$1,011,910","$2,772",24.32,0.07,24.32,-1.9678%,2,nan%,51.1505%,1.5129%,$nan,"$517,597",3rd Quartile
451323,ROLLINS BROOK COMMUNITY HOSPITAL CAH,608 NORTH KEY AVENUE,LAMPASAS,TX,76550,31.072414399999996,-98.1863598,U,CAH,10/01/2015,09/30/2016,99.42,25.0,9150.0,473.0,"$14,242,325",$-194911,$nan,$nan,$nan,"$143,254",0.0,1.0,23.8011%,76.1989%,8.0024%,8.0024%,"$30,111","$569,693","$1,557",18.92,0.05,18.92,-1.3685%,2,nan%,68.1854%,4.0734%,$nan,"$388,447",3rd Quartile
420011,CANNON MEMORIAL HOSPITAL,123 W.G. ACKER DRIVE,PICKENS,SC,29671-,34.875113,-82.706223,U,STH,10/01/2015,12/31/2015,198.39,42.0,3864.0,169.0,"$4,766,866",$-660052,"$338,249","$2,509,614","$63,529","$24,028",1.0,1.0,15.5553%,84.4447%,0.9610%,0.9610%,"$28,206","$113,497","$1,234",4.02,0.04,4.02,-13.8467%,3,59.7429%,60.2873%,6.2767%,"$14,355","$68,424",4th Quartile
340010,WAYNE MEMORIAL HOSPITAL,2700 WAYNE MEMORIAL DRIVE,GOLDSBORO,NC,27533,35.3977239,-77.95250290000001,R,STH,10/01/2015,06/30/2016,1509.25,261.0,71514.0,7841.0,"$158,238,033",$8385267,"$26,149,363","$64,276,685",$nan,"$104,845",1.0,0.0,41.4297%,58.5703%,4.8335%,4.8335%,"$20,181","$606,276","$2,213",30.04,0.11,30.04,5.2991%,2,57.1456%,64.5736%,5.6055%,"$59,915","$391,494",2nd Quartile
451350,PLAINS MEMORIAL HOSPITAL,310 WEST HALSELL,DIMMITT,TX,79027-0278,34.5557091,-102.31510209999999,R,CAH,05/01/2016,09/30/2016,79.0,17.0,2601.0,29.0,"$3,130,353",$373391,$nan,$nan,$nan,"$39,625",0.0,0.0,16.6300%,83.3700%,9.1508%,9.1508%,"$107,943","$184,138","$1,204",1.71,0.01,1.71,11.9281%,1,nan%,100.7822%,10.5262%,$nan,"$185,579",1st Quartile
670112,CUMBERLAND SURGICAL HOSPITAL SA,5330 NORTH LOOP 1604 WEST,SAN ANTONIO,TX,78249-1371,29.5907703,-98.590389,U,STH,01/23/2016,08/31/2016,46.44,26.0,5772.0,134.0,"$5,435,592",$-13849796,"$646,854","$3,306,550","$129,011","$117,045",0.0,1.0,44.5219%,55.4781%,nan%,nan%,"$40,564","$209,061",$942,5.15,0.02,5.15,-254.7983%,3,72.7318%,294.3552%,22.6872%,"$85,129","$615,383",4th Quartile
441310,RHEA MEDICAL CENTER,9400 RHEA COUNTY HIGHWAY,DAYTON,TN,37321,35.52925870000001,-84.9818353,R,CAH,07/01/2016,06/30/2017,190.1,25.0,9125.0,1137.0,"$19,050,956",$-586504,$nan,$nan,$nan,"$100,215",1.0,0.0,13.2754%,86.7246%,3.2328%,3.2328%,"$16,755","$762,038","$2,088",45.48,0.12,45.48,-3.0786%,3,nan%,61.7183%,7.9742%,$nan,"$470,317",4th Quartile
50547,SONOMA DEVELOPMENTAL CENTER,15000 ARNOLD DRIVE,ELDRIDGE,CA,95431,38.3485829,-122.5176091,U,STH,07/01/2016,06/30/2017,13.3,13.0,4745.0,119.0,"$149,460,624",$-10628428,"$17,975,741","$80,966,622",$nan,"$11,237,641",0.0,1.0,98.9964%,1.0036%,nan%,nan%,"$1,255,972","$11,496,971","$31,499",9.15,0.03,9.15,-7.1112%,3,66.1996%,43.6579%,1.4984%,"$7,439,275","$5,019,332",4th Quartile
351327,ST ALOISIUS MEDICAL CENTER,325 EAST BREWSTER ST,HARVEY,ND,58341-,47.7664839,-99.9323669,R,CAH,10/01/2015,09/30/2016,95.27,25.0,9150.0,230.0,"$14,706,735",$392433,$nan,$nan,$nan,"$154,369",0.0,0.0,69.7419%,30.2581%,nan%,nan%,"$63,942","$588,269","$1,607",9.20,0.03,9.20,2.6684%,2,nan%,60.6080%,7.0428%,$nan,"$356,538",3rd Quartile
33036,MOUNTAIN VALLEY REGIONAL REHAB HOSP,3700 N WINDSONG DRIVE,PRESCOTT VALLEY,AZ,86314,34.5960603,-112.32846809999998,U,RH,01/01/2016,05/31/2016,134.31,40.0,6080.0,383.0,"$8,429,244",$1740413,$nan,$nan,$nan,"$62,760",0.0,1.0,94.5569%,5.4431%,nan%,nan%,"$22,008","$210,731","$1,386",9.57,0.06,9.57,20.6473%,1,nan%,39.5532%,2.6529%,$nan,"$83,351",1st Quartile
141313,MASON DISTRICT HOSPITAL,615 NORTH PROMENADE STREET,HAVANA,IL,62644-0530,40.3053399,-90.0545347,R,CAH,10/01/2015,09/30/2016,164.14,25.0,9150.0,213.0,"$23,990,811",$659265,$nan,$nan,$nan,"$146,161",1.0,0.0,10.9993%,89.0007%,0.0732%,0.0732%,"$112,633","$959,632","$2,622",8.52,0.02,8.52,2.7480%,2,nan%,51.1501%,4.6381%,$nan,"$490,853",3rd Quartile
191310,FRANKLIN FOUNDATION HOSPITAL,1097 NORTHWEST BLVD,FRANKLIN,LA,70538-,29.8010695,-91.5235958,R,CAH,10/01/2015,09/30/2016,181.48,25.0,9150.0,625.0,"$18,323,780",$1826660,$nan,$nan,$nan,"$100,969",1.0,0.0,26.6694%,73.3306%,0.6567%,0.6567%,"$29,318","$732,951","$2,003",25.00,0.07,25.00,9.9688%,2,nan%,75.6221%,6.1921%,$nan,"$554,273",2nd Quartile
452106,POST ACUTE MEDICAL OF NEW BRAUNFELS,1445 HANZ DRIVE,NEW BRANFELS,TX,78130,29.7290353,-98.1027128,U,LTCH,10/01/2015,09/30/2016,98.43,40.0,14640.0,634.0,"$14,855,929",$329163,$nan,$nan,$nan,"$150,929",0.0,1.0,100.0000%,nan%,nan%,nan%,"$23,432","$371,398","$1,015",15.85,0.04,15.85,2.2157%,2,nan%,57.0336%,1.0675%,$nan,"$211,822",3rd Quartile
140062,PALOS COMMUNITY HOSPITAL,12251 S. 80TH AVENUE,PALOS HEIGHTS,IL,60463,41.6690972,-87.8121386,U,STH,01/01/2016,12/31/2016,2143.86,317.0,116022.0,18278.0,"$362,985,855",$9381195,"$36,575,615","$157,803,404","$292,735","$169,314",1.0,1.0,50.5891%,49.4109%,0.4609%,0.4609%,"$19,859","$1,145,066","$3,129",57.66,0.16,57.66,2.5845%,2,53.5500%,57.0439%,7.7234%,"$90,668","$653,190",3rd Quartile
261320,LAFAYETTE REGIONAL HEALTH CENTER,15TH AND STATE STREETS,LEXINGTON,MO,64067,39.1856627,-93.8836858,U,CAH,10/01/2015,09/30/2016,145.21,25.0,9150.0,995.0,"$29,531,100",$-1093955,$nan,"$11,783,753",$nan,"$203,368",1.0,1.0,24.9925%,75.0075%,4.9680%,4.9680%,"$29,679","$1,181,244","$3,227",39.80,0.11,39.80,-3.7044%,3,nan%,69.0414%,3.2451%,$nan,"$815,548",4th Quartile
181314,THE MEDICAL CENTER AT CAVERNA,1501 S. DIXIE STREET,HORSE CAVE,KY,42749,37.1611636,-85.923028,R,CAH,01/01/2016,03/31/2016,19.37,25.0,2275.0,84.0,"$2,533,830",$-612992,$nan,$nan,$nan,"$130,812",1.0,0.0,15.6588%,84.3412%,nan%,nan%,"$30,165","$101,353","$1,114",3.36,0.04,3.36,-24.1923%,3,nan%,78.9167%,5.2224%,$nan,"$79,985",4th Quartile
361313,MORROW COUNTY HOSPITAL,651 WEST MARION ROAD,MOUNT GILEAD,OH,43338-,40.5481674,-82.8504319,R,CAH,01/01/2016,12/31/2016,198.04,23.0,8418.0,387.0,"$27,869,067",$760647,$nan,$nan,$nan,"$140,724",1.0,0.0,6.3697%,93.6303%,0.0870%,0.0870%,"$72,013","$1,211,699","$3,311",16.83,0.05,16.83,2.7294%,2,nan%,74.0524%,nan%,$nan,"$897,292",3rd Quartile
193093,LAFAYETTE PHYSICAL REHAB,307 POLLY LANE,LAFAYETTE,LA,70508,30.173424600000004,-92.0241814,U,RH,09/01/2016,08/31/2017,91.49,32.0,11680.0,657.0,"$10,924,149",$1025214,"$805,960","$4,462,657",$nan,"$119,403",1.0,1.0,100.0000%,nan%,nan%,nan%,"$16,627","$341,380",$935,20.53,0.06,20.53,9.3848%,2,48.2291%,49.8269%,0.6973%,"$57,587","$170,099",2nd Quartile
171358,LINDSBORG COMMUNITY HOSPITAL,605 WEST LINCOLN,LINDSBORG,KS,64756-,38.5728915,-97.6835542,R,CAH,10/01/2015,09/30/2016,81.95,23.0,8418.0,166.0,"$7,838,014",$-2145511,$nan,$nan,$nan,"$95,644",0.0,0.0,27.4793%,72.5207%,0.4605%,0.4605%,"$47,217","$340,783",$931,7.22,0.02,7.22,-27.3731%,3,nan%,74.0550%,0.9651%,$nan,"$252,367",4th Quartile
261302,MADISON MEDICAL CENTER,611 WEST MAIN,FREDERICKTOWN,MO,63645-,37.559684999999995,-90.3029094,R,CAH,10/01/2015,09/30/2016,152.99,25.0,9150.0,196.0,"$16,534,348",$-936880,$nan,$nan,$nan,"$108,075",1.0,0.0,27.9749%,72.0251%,0.2364%,0.2364%,"$84,359","$661,374","$1,807",7.84,0.02,7.84,-5.6663%,3,nan%,58.3971%,2.8337%,$nan,"$386,223",4th Quartile
231314,MCKENZIE MEMORIAL HOSPITAL,120 DELAWARE STREET,SANDUSKY,MI,48471,43.4237214,-82.8321911,R,CAH,10/01/2015,09/30/2016,128.19,25.0,9150.0,194.0,"$19,834,267",$496531,$nan,$nan,$nan,"$154,726",1.0,0.0,12.3486%,87.6514%,0.0373%,0.0373%,"$102,238","$793,371","$2,168",7.76,0.02,7.76,2.5034%,2,nan%,53.4720%,0.7576%,$nan,"$424,231",3rd Quartile
42012,BAPTIST HEALTH EXTENDED CARE,9601 BAPTIST HEALTH DRIVE,LITTLE ROCK,AR,72205-7299,34.7444214,-92.3810554,U,LTCH,01/01/2016,12/31/2016,102.79,55.0,20075.0,337.0,"$13,849,566",$-1438187,$nan,$nan,$nan,"$134,737",1.0,1.0,99.9905%,0.0095%,nan%,nan%,"$41,097","$251,810",$690,6.13,0.02,6.13,-10.3843%,3,nan%,56.8028%,-0.6309%,$nan,"$143,035",4th Quartile
151333,PUTNAM COUNTY HOSPITAL,1542 SOUTH BLOOMINGTON ST,GREENCASTLE,IN,46135-,39.621285,-86.8476013,U,CAH,01/01/2016,12/31/2016,271.81,25.0,9150.0,719.0,"$34,956,926",$4425099,$nan,$nan,$nan,"$128,608",1.0,1.0,10.3468%,89.6532%,0.7778%,0.7778%,"$48,619","$1,398,277","$3,820",28.76,0.08,28.76,12.6587%,1,nan%,64.3191%,6.9599%,$nan,"$899,359",1st Quartile
62011,CRAIG HOSPITAL,3425 S. CLARKSON ST.,ENGLEWOOD,CO,80113,39.654245700000004,-104.97877120000001,U,LTCH,10/01/2015,09/30/2016,719.35,93.0,34038.0,487.0,"$95,673,641",$26497375,$nan,"$46,506,517",$nan,"$133,000",0.0,1.0,92.0790%,7.9210%,nan%,nan%,"$196,455","$1,028,749","$2,811",5.24,0.01,5.24,27.6956%,1,nan%,49.9879%,8.7369%,$nan,"$514,250",1st Quartile
41310,STONE COUNTY MEDICAL CENTER,HWY 14 EAST,MOUNTAIN VIEW,AR,72560-2300,35.8650411,-92.1083448,R,CAH,10/01/2015,09/30/2016,106.83,25.0,9150.0,659.0,"$14,875,022",$484218,$nan,$nan,$nan,"$139,240",1.0,0.0,27.3901%,72.6099%,0.7256%,0.7256%,"$22,572","$595,001","$1,626",26.36,0.07,26.36,3.2552%,2,nan%,62.4157%,8.2553%,$nan,"$371,374",3rd Quartile
151319,GIBSON GENERAL HOSPITAL,1800 SHERMAN DRIVE,PRINCETON,IN,47670-,38.360254499999996,-87.5887745,R,CAH,10/01/2015,09/30/2016,259.1,25.0,9150.0,361.0,"$30,222,255",$-291797,$nan,$nan,$nan,"$116,643",1.0,0.0,20.7774%,79.2226%,0.7378%,0.7378%,"$83,718","$1,208,890","$3,303",14.44,0.04,14.44,-0.9655%,2,nan%,56.6699%,4.7614%,$nan,"$685,076",3rd Quartile
194073,OCEANS BEHAVIORAL HOSPITAL OF LAFAYE,418 ALBERTSON PARKWAY,BROUSSARD,LA,70518,30.137428999999997,-91.9806982,U,PH,01/01/2016,12/31/2016,101.17,38.0,13908.0,902.0,"$9,554,959",$1320136,$nan,$nan,$nan,"$94,445",1.0,1.0,86.4509%,13.5491%,nan%,nan%,"$10,593","$251,446",$687,23.74,0.06,23.74,13.8162%,1,nan%,43.2276%,1.3558%,$nan,"$108,694",1st Quartile
371323,WEATHERFORD REGIONAL HOSPITAL,3701 EAST MAIN STREET,WEATHERFORD,OK,73096,35.5392793,-98.6622072,R,CAH,10/01/2015,09/30/2016,143.46,25.0,9150.0,527.0,"$16,373,066",$-1770668,$nan,$nan,$nan,"$114,130",1.0,0.0,18.9284%,81.0716%,1.3287%,1.3287%,"$31,068","$654,923","$1,789",21.08,0.06,21.08,-10.8145%,3,nan%,68.2728%,9.6621%,$nan,"$447,134",4th Quartile
44006,VISTA HEALTH-FORT SMITH,7301 ROGERS AVENUE,FORT SMITH,AR,72917,35.3565026,-94.35318120000001,U,PH,01/01/2016,12/31/2016,230.32,68.0,24888.0,2345.0,"$15,102,135",$428661,$nan,$nan,$nan,"$65,570",1.0,1.0,85.5832%,14.4168%,nan%,nan%,"$6,440","$222,090",$607,34.49,0.09,34.49,2.8384%,2,nan%,66.0878%,6.9934%,$nan,"$146,775",3rd Quartile
501323,JEFFERSON GENERAL HOSPITAL,824 SHERIDAN AVE.,PORT TOWNSEND,WA,98368-,48.1052357,-122.78897409999999,R,CAH,01/01/2016,12/31/2016,386.84,25.0,9150.0,1216.0,"$88,564,544",$4569358,$nan,$nan,$nan,"$228,944",1.0,0.0,18.5761%,81.4239%,0.2611%,0.2611%,"$72,833","$3,542,582","$9,679",48.64,0.13,48.64,5.1594%,2,nan%,49.4001%,4.0653%,$nan,"$1,750,037",2nd Quartile
362026,SSH - CLEVELAND,11900 FAIRHILL ROAD,CLEVELAND,OH,44120,41.4899531,-81.59828159999998,U,LTCH,06/01/2016,08/31/2016,41.18,143.0,13156.0,92.0,"$5,167,053",$-2403360,$nan,"$3,473,634",$nan,"$125,475",1.0,1.0,100.0000%,nan%,nan%,nan%,"$56,164","$36,133",$393,0.64,0.01,0.64,-46.5132%,3,nan%,81.2057%,6.6834%,$nan,"$29,342",4th Quartile
131304,POWER COUNTY HOSPITAL DISTRICT,510 ROOSEVELT,AMERICAN FALLS,ID,83211-,42.781469,-112.8489419,R,CAH,10/01/2015,09/30/2016,61.26,10.0,3660.0,47.0,"$6,171,610",$98944,$nan,$nan,$nan,"$100,745",0.0,0.0,38.5945%,61.4055%,0.5929%,0.5929%,"$131,311","$617,161","$1,686",4.70,0.01,4.70,1.6032%,2,nan%,55.0522%,1.6351%,$nan,"$339,761",3rd Quartile
201302,LINCOLNHEALTH,6 ST. ANDREWS LANE,BOOTHBAY HARBOR,ME,04538-,43.8502652,-69.6388632,R,CAH,10/01/2015,09/30/2016,352.56,25.0,9150.0,1768.0,"$73,160,941",$344398,$nan,$nan,$nan,"$207,513",1.0,0.0,32.6749%,67.3251%,2.3148%,2.3148%,"$41,381","$2,926,438","$7,996",70.72,0.19,70.72,0.4707%,2,nan%,68.2395%,3.9322%,$nan,"$1,996,985",3rd Quartile
241319,MURRAY COUNTY MEMORIAL HOSPITAL,2042 JUNIPER AVE,SLAYTON,MN,56172,43.99178720000001,-95.7599368,R,CAH,01/01/2016,12/31/2016,89.51,25.0,9150.0,234.0,"$15,853,584",$-1863696,$nan,$nan,$nan,"$177,115",0.0,0.0,21.2927%,78.7073%,0.2115%,0.2115%,"$67,750","$634,143","$1,733",9.36,0.03,9.36,-11.7557%,3,nan%,66.4357%,11.2644%,$nan,"$421,298",4th Quartile
251320,CLAIBORNE COUNTY HOSPITAL,123 MCCOMB AVE,PORT GIBSON,MS,39150,31.9462692,-90.984382,R,CAH,01/01/2016,12/31/2016,116.35,22.0,8052.0,558.0,"$12,673,978",$-2686547,$nan,$nan,$nan,"$108,930",1.0,0.0,50.3851%,49.6149%,1.1755%,1.1755%,"$22,713","$576,090","$1,574",25.36,0.07,25.36,-21.1973%,3,nan%,80.4513%,2.6076%,$nan,"$463,472",4th Quartile
222043,4499 ACUSHNET AVENUE OPERATING COMPM,4499 ACUSHNET AVENUE,NEW BEDFORD,MA,02745,41.739847999999995,-70.94559140000001,U,LTCH,01/01/2016,12/31/2016,203.31,90.0,32940.0,594.0,"$29,474,968",$212389,$nan,"$14,424,340",$nan,"$144,975",1.0,1.0,99.6574%,0.3426%,nan%,nan%,"$49,621","$327,500",$895,6.60,0.02,6.60,0.7206%,2,nan%,49.2848%,0.7989%,$nan,"$161,407",3rd Quartile
171311,ROOKS COUNTY HEALTH CENTER,1210 N. WASHINGTON,PLAINVILLE,KS,67663,39.2475136,-99.2964912,R,CAH,01/01/2016,12/31/2016,124.2,16.0,5856.0,345.0,"$14,320,672",$569690,$nan,$nan,$nan,"$115,303",0.0,0.0,27.3824%,72.6176%,0.1160%,0.1160%,"$41,509","$895,042","$2,445",21.56,0.06,21.56,3.9781%,2,nan%,65.6415%,10.1462%,$nan,"$587,519",2nd Quartile
141332,HILLSBORO AREA HOSPITAL,1200 E. TREMONT,HILLSBORO,IL,62049,39.151095899999994,-89.4792649,R,CAH,07/01/2016,06/30/2017,133.7,25.0,9125.0,301.0,"$24,009,596",$2420872,$nan,$nan,$nan,"$179,578",1.0,0.0,14.7081%,85.2919%,1.1982%,1.1982%,"$79,766","$960,384","$2,631",12.04,0.03,12.04,10.0829%,2,nan%,53.1928%,4.9995%,$nan,"$510,855",2nd Quartile
