Provider CCN,Hospital Name,Street Address,City,State Code,Zip Code,County,Medicare CBSA Number,Rural Versus Urban,CCN Facility Type,Provider Type,Type of Control,Fiscal Year Begin Date,Fiscal Year End Date,FTE - Employees on Payroll,Number of Interns and Residents (FTE),Total Days Title V,Total Days Title XVIII,Total Days Title XIX,Total Days (V + XVIII + XIX + Unknown),Number of Beds,Total Bed Days Available,Total Discharges Title V,Total Discharges Title XVIII,Total Discharges Title XIX,Total Discharges (V + XVIII + XIX + Unknown),Total Days Title V + Total for all Subproviders,Total Days Title XVIII + Total for all Subproviders,Total Days Title XIX + Total for all Subproviders,Total Days (V + XVIII + XIX + Unknown) + Total for all Subproviders,Number of Beds + Total for all Subproviders,Total Bed Days Available + Total for all Subproviders,Total Discharges Title V + Total for all Subproviders,Total Discharges Title XVIII + Total for all Subproviders,Total Discharges Title XIX + Total for all Subproviders,Total Discharges (V + XVIII + XIX + Unknown) + Total for all Subproviders,Hospital Total Days Title V For  Adults & Peds,Hospital Total Days Title XVIII For  Adults & Peds,Hospital Total Days Title XIX For  Adults & Peds,Hospital Total Days (V + XVIII + XIX + Unknown) For  Adults & Peds,Hospital Number of Beds For  Adults & Peds,Hospital Total Bed Days Available For  Adults & Peds,Hospital Total Discharges Title V For  Adults & Peds,Hospital Total Discharges Title XVIII For  Adults & Peds,Hospital Total Discharges Title XIX For  Adults & Peds,Hospital Total Discharges (V + XVIII + XIX + Unknown) For  Adults & Peds,Cost of Charity Care,Total Bad Debt Expense,Cost of Uncompensated Care,Total Unreimbursed and Uncompensated Care,Total Salaries From Worksheet A,Overhead Non-Salary Costs,Depreciation Cost,Total Costs,Inpatient Total Charges,Outpatient Total Charges,Combined Outpatient + Inpatient Total Charges,Wage-Related Costs (Core),Wage-Related Costs (RHC/FQHC),Total Salaries (adjusted),Contract Labor,Wage Related Costs for Part - A Teaching Physicians,Wage Related Costs for Interns and Residents,Cash on Hand and in Banks,Temporary Investments,Notes Receivable,Accounts Receivable,Less: Allowances for Uncollectible Notes and Accounts Receivable,Inventory,Prepaid Expenses,Other Current Assets,Total Current Assets,Land,Land Improvements,Buildings,Leasehold Improvements,Fixed Equipment,Major Movable Equipment,Minor Equipment Depreciable,Health Information Technology Designated Assets,Total fixed Assets,Investments,Other Assets,Total Other Assets,Total Assets,Accounts Payable,"Salaries, Wages, and Fees Payable",Payroll Taxes Payable,Notes and Loans Payable (Short Term),Deferred Income,Other Current Liabilities,Total Current Liabilities,Mortgage Payable,Notes Payable,Unsecured Loans,Other Long Term Liabilities,Total Long Term Liabilities,Total Liabilities,General Fund Balance,Total Fund Balances,Total Liabilities and Fund Balances,DRG Amounts Other Than Outlier Payments,DRG amounts before October 1,DRG amounts after October 1,DRG Amounts for Model 4 BPCI before October 1,DRG Amounts for Model 4 BPCI after October 1,Outlier payments for discharges,Disproporationate Share Adjustment,Allowable DSH Percentage,Managed Care Simulated Payments,Total IME Payment,Inpatient Revenue,Outpatient Revenue,Gross Revenue,Less Contractual Allowance and discounts on patients' accounts,Net Patient Revenue,Less Total Operating Expense,Net Income from Service to Patients,Total Other Income,Total Income,Total Other Expenses,Net Income,Cost To Charge Ratio,Net Revenue from Medicaid,Medicaid Charges,Net Revenue from Stand-Alone SCHIP,Stand-Alone SCHIP Charges,rpt_rec_num,CON,Urban,Inpatient %,Outpatient %,Charity %,Uncompensated %,Rev Per Discharge,Rev Per Bed,Rev Per Bed Days,Rev Per FTE,Discharges Per Bed,Discharges Per Bed Days,Discharges Per FTE,Net Income %,Net Income Score
140143,ST. MARGARETS HOSPITAL,600 EAST FIRST ST,SPRING VALLEY,IL,61362,BUREAU,99914.0,R,STH,1,1,10/01/2016 12:00:00 AM,09/30/2017 12:00:00 AM,582.51,,,3781.0,1430.0,7015.0,56.0,20440.0,,987.0,608.0,1913.0,,3781.0,1430.0,7015.0,56.0,20440.0,,987.0,608.0,1913.0,,3218.0,911.0,5470.0,50.0,18250.0,,987.0,608.0,1913.0,161005.0,1802123.0,2820712.0,9093200.0,35572594.0,46283351.0,4771222.0,64515850.0,54298796.0,151883388.0,206182184.0,5609283.0,,36337550.0,609685.0,1238.0,,2021019.0,,,19608356.0,-3669000.0,2214033.0,512383.0,,21105190.0,2691261.0,2938993.0,68542298.0,,,29679755.0,,,43893375.0,30283125.0,1726037.0,32009162.0,97007727.0,6805303.0,3128937.0,267615.0,2851636.0,,187469.0,13240960.0,21256452.0,,,1799984.0,23056436.0,36297396.0,60710331.0,60710331.0,97007727.0,,,7373886.0,,,12239.0,130518.0,0.0708,,,57040768.0,180909704.0,237950472.0,155086058.0,82864414.0,81855945.0,1008469.0,4523967.0,5532436.0,-4715.0,5537151.0,0.312907,3920538.0,32575256.0,,,657776,1.0,2.0,0.23971697774148562,0.7602830222585144,0.0019429932853926898,0.0019429932853926898,43316.47360167276,1479721.6785714286,4054.0319960861057,142254.06259120014,34.160714285714285,0.09359099804305283,34.160714285714285,0.06682182052237767,2
140145,ST. JOSEPHS HOSPITAL,9515 HOLY CROSS LANE,BREESE,IL,62230,CLINTON,41180.0,U,STH,1,1,07/01/2017 12:00:00 AM,06/30/2018 12:00:00 AM,271.03,,,1425.0,269.0,4280.0,47.0,17155.0,,423.0,35.0,1175.0,,14432.0,5759.0,58810.0,47.0,17155.0,,423.0,35.0,1175.0,,1420.0,90.0,3035.0,43.0,15695.0,,423.0,35.0,1175.0,596463.0,118199.0,1324439.0,1324439.0,15570715.0,33714784.0,2780572.0,45804561.0,19127199.0,108762700.0,127889899.0,6838456.0,27376.0,15570715.0,74687.0,,,1150117.0,,1890554.0,24045544.0,-15161484.0,691072.0,83963.0,3495467.0,16620419.0,1634241.0,3893934.0,19308220.0,267301.0,14661087.0,24378317.0,,,16901689.0,130647810.0,12699082.0,143346892.0,176869000.0,1725116.0,1594449.0,24089.0,3495467.0,61.0,3825635.0,11518050.0,13041140.0,,,8744524.0,21785664.0,33303714.0,143565286.0,143565286.0,176869000.0,,760387.0,2130342.0,,,12755.0,52611.0,0.0728,,,20817740.0,114940929.0,135758669.0,79976637.0,55782032.0,49285499.0,6496533.0,7074718.0,13571251.0,,13571251.0,0.358156,3370492.0,5083592.0,,,657777,1.0,1.0,0.15334372495947202,0.846656275040528,0.010692744215556722,0.010692744215556722,47474.069787234046,1186851.744680851,3251.6486155639755,205814.97251226802,25.0,0.0684931506849315,25.0,0.24329072486997247,1
140147,RICHLAND MEMORIAL HOSPITAL,800 EAST LOCUST,OLNEY,IL,62450-2958,RICHLAND,99914.0,R,STH,1,2,10/01/2016 12:00:00 AM,09/30/2017 12:00:00 AM,376.54,,,3076.0,749.0,4685.0,47.0,17155.0,,740.0,235.0,1258.0,,17713.0,1418.0,33966.0,92.0,33580.0,,782.0,398.0,1529.0,,2171.0,540.0,3304.0,39.0,14235.0,,740.0,235.0,1258.0,380847.0,2125130.0,1683651.0,7399469.0,24519332.0,28380384.0,2195014.0,39023418.0,38091891.0,115351944.0,153443835.0,4246769.0,55569.0,24519332.0,255057.0,,,738348.0,,,8317430.0,,768037.0,548563.0,2045312.0,12647912.0,188315.0,487119.0,25675773.0,,2355173.0,21109394.0,,,14261479.0,11767837.0,320094.0,12087931.0,38997322.0,1921804.0,2083514.0,,312865.0,,1287699.0,5605882.0,,5876218.0,,,5876218.0,11482100.0,27515222.0,27515222.0,38997322.0,,,4248797.0,,,20809.0,85401.0,0.0804,,,38294753.0,129761841.0,168056594.0,116536190.0,51520404.0,52899716.0,-1379312.0,2280971.0,901659.0,,901659.0,0.254317,3053000.0,34479872.0,,,657778,1.0,2.0,0.22786819659096508,0.772131803409035,0.007392158648445381,0.007392158648445381,40954.21621621621,1096178.8085106383,3003.229612357913,136825.84585966961,26.76595744680851,0.0733313902652288,26.76595744680851,0.017501007950170577,2
140148,MEMORIAL MEDICAL CENTER,701 NORTH FIRST STREET,SPRINGFIELD,IL,62781,SANGAMON,44100.0,U,STH,5,2,10/01/2016 12:00:00 AM,09/30/2017 12:00:00 AM,3279.35,173.29,,46398.0,13434.0,105311.0,410.0,149711.0,,9055.0,3088.0,22568.0,,53474.0,17948.0,123231.0,476.0,173801.0,,9684.0,3685.0,24535.0,,40751.0,11742.0,89061.0,362.0,132191.0,,9055.0,3088.0,22568.0,4172452.0,12294903.0,9321761.0,45555968.0,212035021.0,406947104.0,23679326.0,471623785.0,1158649206.0,1013184793.0,2171833999.0,71539769.0,,207833805.0,3793628.0,,1777226.0,61571880.0,86862418.0,,123442272.0,-13191000.0,9282553.0,5982882.0,4218433.0,332532440.0,6413304.0,43444888.0,374206386.0,1767838.0,,191426636.0,,,274097568.0,49446254.0,240802901.0,290249155.0,896879163.0,37622620.0,22097029.0,254505.0,,,12626597.0,106309932.0,247447402.0,2618096.0,,24075224.0,274140722.0,380450654.0,516428509.0,516428509.0,896879163.0,,,85650553.0,,,4699731.0,1704446.0,0.0796,31136572.0,10281835.0,1151957683.0,1072982788.0,2224940471.0,1652148709.0,572791762.0,649837579.0,-77045817.0,140751025.0,63705208.0,,63705208.0,0.21715500000000001,48223243.0,388927034.0,,,657779,1.0,1.0,0.5177476422469193,0.48225235775308073,0.007284413423529649,0.007284413423529649,25380.705512229706,1397053.0780487806,3825.9831408513737,174666.24849436627,55.04390243902439,0.15074376632311587,55.04390243902439,0.1112187922842368,2
140158,MERCY HOSPITAL & MEDICAL CENTER,2525 SOUTH MICHIGAN AVENUE,CHICAGO,IL,60616-2477,COOK,16974.0,U,STH,1,1,07/01/2017 12:00:00 AM,06/30/2018 12:00:00 AM,1231.56,81.52,,14461.0,6577.0,47758.0,203.0,74095.0,,2698.0,1093.0,10248.0,,17570.0,8798.0,59230.0,258.0,94170.0,,3106.0,1453.0,12164.0,,12484.0,4025.0,37454.0,168.0,61320.0,,2698.0,1093.0,10248.0,3121209.0,19564100.0,9701221.0,9701221.0,98928419.0,204726467.0,11368505.0,205766429.0,324459807.0,293526218.0,617986025.0,18018797.0,,98928419.0,12980671.0,24640.0,1088182.0,-1162897.0,9766991.0,,34819897.0,,2950920.0,1469281.0,9269340.0,59348789.0,26173000.0,5151760.0,20411510.0,,,54495340.0,,,65993823.0,,16012627.0,16012627.0,141355239.0,11924137.0,38780519.0,,1755203.0,,5931106.0,58390965.0,81352750.0,,,501445.0,81854195.0,140245160.0,1110079.0,1110079.0,141355239.0,,5239016.0,19177096.0,,,544143.0,1912392.0,0.3133,11211957.0,6265199.0,308600511.0,339225292.0,647825803.0,424985313.0,222840490.0,304961495.0,-82121005.0,13847814.0,-68273191.0,,-68273191.0,0.332963,78585730.0,220661966.0,,,657782,1.0,1.0,0.47636341369996343,0.5236365863000366,0.014006471624613642,0.014006471624613642,21744.77849336456,1097736.4039408867,3007.4969970983198,180941.64311929586,50.48275862068966,0.13830892772791686,50.48275862068966,-0.30637695600112885,3
140164,MEMORIAL HOSPITAL OF CARBONDALE,405 W. JACKSON,CARBONDALE,IL,62901,,16060.0,U,STH,1,2,04/01/2017 12:00:00 AM,03/31/2018 12:00:00 AM,1150.17,15.66,,16519.0,8472.0,38163.0,167.0,60955.0,,4079.0,2640.0,11049.0,,19620.0,11557.0,51418.0,167.0,60955.0,,4079.0,2640.0,11049.0,,13123.0,5266.0,27898.0,133.0,48545.0,,4079.0,2640.0,11049.0,1277635.0,10161763.0,7848841.0,19424587.0,67510268.0,164273852.0,22228649.0,226667027.0,428407301.0,558173657.0,986580958.0,15411523.0,97544.0,67510268.0,4770442.0,,260453.0,6969572.0,,,195894985.0,-137065439.0,9399911.0,1142576.0,699044.0,77040649.0,7542356.0,5957189.0,179110179.0,192105.0,,78749501.0,,,141832154.0,12144554.0,263466.0,12408020.0,231280823.0,9676451.0,6606598.0,,3123340.0,,3152975.0,36766899.0,155773460.0,,,121754.0,155895214.0,192662113.0,38609906.0,38618710.0,231280823.0,,16980069.0,19178986.0,,,1683480.0,1419243.0,0.157,4636306.0,1076130.0,435192072.0,563806704.0,998998776.0,705731710.0,293267066.0,231784120.0,61482946.0,9613697.0,71096643.0,96628266.0,-25531623.0,0.22975,24889910.0,204814403.0,,,657784,1.0,1.0,0.43562823344240015,0.5643717665575999,0.004356558059608371,0.004356558059608371,26542.408000724048,1756090.2155688624,4811.206070051678,254977.14772598832,66.16167664670658,0.18126486752522353,66.16167664670658,-0.08705929154690695,3
140166,ST MARYS HOSPITAL,1800 EAST LAKE SHORE DRIVE,DECATUR,IL,62521,MACON,19500.0,U,STH,1,1,07/01/2017 12:00:00 AM,06/30/2018 12:00:00 AM,710.35,0.2,,10410.0,6988.0,24378.0,131.0,47815.0,,2590.0,1528.0,5823.0,,16149.0,7416.0,31745.0,207.0,75555.0,,3018.0,1567.0,6387.0,,9170.0,5413.0,20313.0,118.0,43070.0,,2590.0,1528.0,5823.0,1655659.0,2778631.0,2312095.0,4617175.0,43188091.0,97834616.0,9102457.0,111421938.0,228046524.0,330487005.0,558533529.0,16082323.0,,43188091.0,1947929.0,,,4038391.0,,,111399341.0,-79522934.0,2460353.0,1919015.0,139101.0,42391065.0,3295160.0,5809092.0,93159825.0,278658.0,42260328.0,78617756.0,,,79401787.0,,2567440.0,12180641.0,133973493.0,4245797.0,5642671.0,,12575818.0,,9468731.0,32281406.0,66418716.0,,,,66418716.0,98700122.0,35273371.0,35273371.0,133973493.0,,5079070.0,15237210.0,,,254392.0,1075747.0,0.2118,2537049.0,23526.0,236911135.0,345084068.0,581995203.0,446104587.0,135890616.0,141022707.0,-5132091.0,2337769.0,-2794322.0,2888.0,-2797210.0,0.19949,23090121.0,127300623.0,,,657785,1.0,1.0,0.40706716099857615,0.5929328390014239,0.012183762563855035,0.012183762563855035,23336.873776403914,1037332.9465648854,2842.0080727805084,191300.93052720488,44.45038167938932,0.12178186761476524,44.45038167938932,-0.020584276400660368,2
140167,IROQUOIS MEMORIAL HOSPITAL,200 FAIRMAN AVENUE,WATSEKA,IL,60970,IROQUOIS,99914.0,R,STH,1,2,10/01/2016 12:00:00 AM,09/30/2017 12:00:00 AM,248.38,,,886.0,438.0,1738.0,25.0,9125.0,,333.0,147.0,658.0,,12728.0,438.0,38259.0,61.0,22265.0,,333.0,147.0,658.0,,886.0,341.0,1606.0,25.0,9125.0,,333.0,147.0,658.0,103715.0,2128508.0,1146642.0,1204207.0,17285644.0,17952571.0,1675763.0,29458776.0,14031465.0,57253198.0,71284663.0,2351419.0,61807.0,17285644.0,467594.0,,,1368692.0,,,4784973.0,-1408000.0,1006920.0,1153316.0,404181.0,7310082.0,337950.0,,25545657.0,483750.0,,15980743.0,,,10970133.0,864942.0,8305161.0,9170103.0,27450318.0,4039971.0,2308269.0,,1398805.0,,,7747045.0,,3202736.0,,,3202736.0,10949781.0,16500537.0,16500537.0,27450318.0,,,2316446.0,,,24289.0,69494.0,0.12,,,11559667.0,58098838.0,69658505.0,41939271.0,27719234.0,35238215.0,-7518981.0,3026065.0,-4492916.0,,-4492916.0,0.41325500000000004,4071988.0,9992748.0,,,657786,1.0,2.0,0.16594767573607846,0.8340523242639215,0.003741625760654136,0.003741625760654136,42126.495440729486,1108769.36,3037.7242739726025,111600.10467831549,26.32,0.07210958904109589,26.32,-0.16208658579815013,3
140176,MEMORIAL MEDICAL CENTER,3701 DOTY ROAD,WOODSTOCK,IL,60098-,MC HENRY,16974.0,U,STH,1,2,07/01/2017 12:00:00 AM,06/30/2018 12:00:00 AM,247.32,,,2321.0,856.0,8123.0,32.0,16144.0,,356.0,90.0,1429.0,,2321.0,856.0,8123.0,32.0,16144.0,,356.0,90.0,1429.0,,2208.0,844.0,7874.0,32.0,15400.0,,356.0,90.0,1429.0,785232.0,4539370.0,2336882.0,8658918.0,16327758.0,39234096.0,14359029.0,40126185.0,30342988.0,125213496.0,155556484.0,4458669.0,,16327758.0,512372.0,,,-13000.0,3891000.0,,7238000.0,,355000.0,138000.0,,62524000.0,219885.0,3212830.0,75004927.0,,,49315456.0,,9336651.0,28262000.0,31075000.0,3815000.0,34890000.0,125676000.0,287000.0,5387000.0,,1728000.0,,2742000.0,10144000.0,,70444000.0,,809000.0,71253000.0,81397000.0,44279000.0,44279000.0,125676000.0,,1277611.0,1139812.0,,,66574.0,72522.0,0.12,,,30342986.0,126592261.0,156935247.0,113202247.0,43733000.0,55561854.0,-11828854.0,3924854.0,-7904000.0,,-7904000.0,0.25795300000000004,3702326.0,38921184.0,,,657789,1.0,1.0,0.19334717076017982,0.8066528292398202,0.017955136853177234,0.017955136853177234,30603.918824352695,1366656.25,2708.932111000991,176827.59178392368,44.65625,0.08851585728444004,44.65625,-0.1807330848558297,3
140186,RIVERSIDE MEDICAL CENTER,350 NORTH WALL STREET,KANKAKEE,IL,60901,USA,28100.0,U,STH,1,2,01/01/2017 12:00:00 AM,12/31/2017 12:00:00 AM,1904.45,19.42,,18146.0,8728.0,50952.0,291.0,106215.0,,4258.0,1989.0,10174.0,,43102.0,10188.0,86763.0,335.0,122275.0,,5063.0,2284.0,11321.0,,16078.0,7637.0,44584.0,260.0,94900.0,,4258.0,1989.0,10174.0,979403.0,5930223.0,6006929.0,11862291.0,134796995.0,185181362.0,23724773.0,234498345.0,397046134.0,661140140.0,1058186274.0,24844799.0,31657.0,139849059.0,2185485.0,7326.0,,69760415.0,,,42165183.0,,7070530.0,4781251.0,15635917.0,140268912.0,8020853.0,3285167.0,234713605.0,,,198515895.0,,,224996410.0,276994232.0,6548768.0,283543000.0,648808322.0,8478722.0,26500380.0,,3131267.0,,28849343.0,66959712.0,,131450878.0,,23993560.0,155444438.0,222404150.0,426404172.0,426404172.0,648808322.0,,28237364.0,10894129.0,,,232939.0,1855811.0,0.1897,8718404.0,1239960.0,397385641.0,747213855.0,1144599496.0,818957351.0,325642145.0,322801111.0,2841034.0,39305708.0,42146742.0,1606.0,42145136.0,0.221604,33245217.0,176443472.0,,,657795,1.0,1.0,0.34718313470234136,0.6528168652976587,0.003007605173464264,0.003007605173464264,32007.28769412227,1119045.1718213058,3065.8771830720707,170990.12575809288,34.96219931271477,0.09578684743209528,34.96219931271477,0.12942162630700027,1
140187,ST. ELIZABETH HOSPITAL,1 SAINT ELIZABETH BLVD,OFALLON,IL,62269,ST. CLAIR,41180.0,U,STH,1,1,07/01/2017 12:00:00 AM,06/30/2018 12:00:00 AM,900.84,14.77,,13069.0,1208.0,31050.0,128.0,55036.0,,2923.0,935.0,8699.0,,15386.0,1298.0,35560.0,144.0,62640.0,,3127.0,943.0,9095.0,,10635.0,741.0,24155.0,112.0,48188.0,,2923.0,935.0,8699.0,3057607.0,13436053.0,7943965.0,11701298.0,55862457.0,156588211.0,18296800.0,184448533.0,300329084.0,368116684.0,668445768.0,24356227.0,,55862457.0,6959020.0,104276.0,,7984017.0,,,131958445.0,-104249740.0,3154906.0,886028.0,6878739.0,50503967.0,22847634.0,15391139.0,76317229.0,364282.0,93064300.0,91156806.0,,,235078024.0,2467223.0,26000470.0,28467693.0,314049684.0,19955518.0,6329212.0,,19892732.0,16871.0,9959450.0,56700706.0,136534404.0,,,317891057.0,454425461.0,511126167.0,-197076483.0,-197076483.0,314049684.0,,6054019.0,20543586.0,,,308137.0,460804.0,0.0693,9522456.0,673638.0,310507907.0,369015276.0,679523183.0,515551035.0,163972148.0,212450668.0,-48478520.0,5040901.0,-43437619.0,,-43437619.0,0.275936,4125243.0,28566683.0,,,657796,1.0,1.0,0.456949688793767,0.5430503112062329,0.018647111947329008,0.018647111947329008,18849.53994712036,1281032.40625,2979.3616541899846,182021.38892589137,67.9609375,0.15806017879206338,67.9609375,-0.2649085197078714,3
140197,METHODIST HOSPITAL OF CHICAGO,5025 N PAULINA ST,CHICAGO,IL,60640-2772,COOK,16974.0,U,STH,1,2,10/01/2016 12:00:00 AM,09/30/2017 12:00:00 AM,306.55,,,5208.0,1988.0,20499.0,145.0,52925.0,,909.0,359.0,4113.0,,5208.0,1988.0,20499.0,145.0,52925.0,,909.0,359.0,4113.0,,5013.0,1887.0,19461.0,136.0,49640.0,,909.0,359.0,4113.0,352205.0,1462055.0,1180660.0,1180660.0,18078313.0,20437127.0,1349157.0,36332290.0,35573233.0,19413766.0,54986999.0,3462513.0,,18885765.0,,,,2677195.0,,1000000.0,14859816.0,-5502479.0,388499.0,1128032.0,-564347.0,18026470.0,1365469.0,1338086.0,36107763.0,,11902331.0,13371750.0,,,9530111.0,1084659.0,1730226.0,2814885.0,30371466.0,5999334.0,2695583.0,,2516992.0,,565124.0,11777033.0,,,,4106138.0,4106138.0,15883171.0,14488295.0,14488295.0,30371466.0,,,5630295.0,,,70092.0,763468.0,0.5424,1804682.0,,35573233.0,19407543.0,54980776.0,17367845.0,37612931.0,40835200.0,-3222269.0,641927.0,-2580342.0,,-2580342.0,0.6607430000000001,10802820.0,23120458.0,,,657799,1.0,1.0,0.6470122029561751,0.35298779704382494,0.009363933908793228,0.009363933908793228,9144.88961828349,259399.52413793103,710.6836277751535,122697.54036861849,28.36551724137931,0.07771374586679262,28.36551724137931,-0.06860252395645529,3
140200,ELMHURST MEMORIAL HOSPITAL,155 E BRUSH HILL ROAD,ELMHURST,IL,60126,DUPAGE,16974.0,U,STH,1,2,07/01/2017 12:00:00 AM,06/30/2018 12:00:00 AM,2020.59,,,28686.0,3484.0,72927.0,282.0,102930.0,,6289.0,591.0,17623.0,,28686.0,3484.0,72927.0,282.0,102930.0,,6289.0,591.0,17623.0,,26658.0,2178.0,56665.0,247.0,90155.0,,6289.0,591.0,17623.0,5358583.0,24440979.0,13030477.0,31919547.0,131774645.0,329746865.0,28495983.0,409643992.0,1168485399.0,1333931429.0,2502416828.0,36740358.0,,131774645.0,1102003.0,29744.0,,2048451.0,,,54685429.0,,10954666.0,3396454.0,611952.0,71696952.0,31291564.0,,463031624.0,,228923728.0,,,,392693363.0,5140113.0,3893327.0,9033440.0,473423755.0,11862224.0,17499409.0,,,,93779329.0,123140962.0,,,,40826699.0,40826699.0,163967661.0,309456094.0,309456094.0,473423755.0,,15119863.0,48354612.0,,,2422800.0,,,,,1171694754.0,1352742174.0,2524436928.0,2072288011.0,452148917.0,461521510.0,-9372593.0,20845553.0,11472960.0,,11472960.0,0.163699,21842510.0,248819969.0,,,657800,1.0,1.0,0.4641410292346983,0.5358589707653016,0.011851367544025325,0.011851367544025325,25656.750666742326,1603364.9539007093,4392.780695618381,223770.7387446241,62.49290780141844,0.17121344603128338,62.49290780141844,0.025374294991399923,2
140209,METHODIST MEDICAL CTR OF ILLINOIS,221 N E GLEN OAK,PEORIA,IL,61636,PEORIA,37900.0,U,STH,1,2,01/01/2017 12:00:00 AM,12/31/2017 12:00:00 AM,1767.86,40.59,,17290.0,14108.0,48687.0,198.0,72270.0,,3838.0,3569.0,12732.0,,59444.0,14430.0,127859.0,278.0,101470.0,,4468.0,4835.0,15368.0,,15206.0,11967.0,40040.0,174.0,63510.0,,3838.0,3569.0,12732.0,1000456.0,10015726.0,8181409.0,37816673.0,161682944.0,164048775.0,9181590.0,281126951.0,591911625.0,683401793.0,1275313418.0,30617445.0,,161077721.0,2934832.0,,1156868.0,6290153.0,89936.0,,63666515.0,,6520378.0,2744776.0,,128768148.0,1458352.0,8356061.0,157352817.0,,20365573.0,65468270.0,,,155598752.0,174297646.0,96642173.0,270939819.0,555306719.0,12416117.0,8135700.0,,6055000.0,,11145148.0,106317223.0,,29376514.0,,160028113.0,189404627.0,295721850.0,259584869.0,259584869.0,555306719.0,,27530960.0,9119869.0,,,930447.0,1513680.0,0.1652,11860930.0,2256225.0,603039764.0,708663169.0,1311702933.0,936555285.0,375147648.0,325731719.0,49415929.0,57280543.0,106696472.0,78521748.0,28174724.0,0.22043800000000002,23878445.0,242745781.0,153.0,15734.0,657804,1.0,1.0,0.4597380617429785,0.5402619382570215,0.002666832659977119,0.002666832659977119,29464.9425070688,1894685.0909090908,5190.918057285181,212204.3872252328,64.3030303030303,0.17617268576172684,64.3030303030303,0.07510302716865228,2
140213,SILVER CROSS HOSPITAL,1900 SILVER CROSS BLVD.,NEW LENOX,IL,60451,WILL,16974.0,U,STH,1,1,10/01/2016 12:00:00 AM,09/30/2017 12:00:00 AM,1773.0,,,30246.0,5372.0,72799.0,257.0,93805.0,,6879.0,1906.0,18680.0,,54170.0,6289.0,110849.0,302.0,110230.0,,7457.0,2045.0,20321.0,,26478.0,4255.0,57656.0,229.0,83585.0,,6879.0,1906.0,18680.0,3214270.0,11948000.0,9894644.0,10027838.0,125603268.0,237618549.0,19930732.0,318026076.0,577137193.0,664966067.0,1242103260.0,32702066.0,,125603268.0,3055575.0,,,31165000.0,2235000.0,,46226000.0,,,6082000.0,9882000.0,135677000.0,,,631180814.0,,,,,,414378000.0,181848000.0,33659000.0,215507000.0,765562000.0,25549000.0,16114000.0,,7305000.0,,43026000.0,91994000.0,399913000.0,,,6006000.0,405919000.0,497913000.0,267649000.0,267649000.0,765562000.0,,,57742313.0,,,853618.0,568762.0,0.0394,13263667.0,,584335856.0,635882037.0,1220217893.0,834843220.0,385374673.0,363221817.0,22152856.0,10762240.0,32915096.0,,32915096.0,0.256038,31901000.0,125115000.0,,,657806,1.0,1.0,0.47887828833862217,0.5211217116613779,0.008340636334448476,0.008340636334448476,20630.335813704496,1499512.3463035019,4108.253003571238,217357.4015792442,72.68482490272373,0.19913650658280477,72.68482490272373,0.08541063620960893,2
140223,ADVOCATE LUTHERAN GENERAL HOSPITAL,1775 W. DEMPSTER STREET,PARK RIDGE,IL,60068-,COOK,16974.0,U,STH,1,1,01/01/2017 12:00:00 AM,12/31/2017 12:00:00 AM,3276.9,213.63,,43017.0,8870.0,140833.0,528.0,192720.0,,8351.0,1619.0,27112.0,,52810.0,10050.0,164140.0,623.0,227395.0,,9127.0,1733.0,29154.0,,38066.0,3163.0,104517.0,413.0,150745.0,,8351.0,1619.0,27112.0,8541670.0,23178729.0,17246933.0,62853706.0,251088649.0,466184328.0,37473770.0,579307443.0,1425573194.0,885801839.0,2311375033.0,57331895.0,,251088649.0,656556.0,703036.0,2873571.0,229643000.0,82664000.0,,672820000.0,,,,191459000.0,1200315000.0,158161000.0,,2982049000.0,,,1494843000.0,,,2126583000.0,4829122000.0,444752000.0,5273874000.0,8600772000.0,346603000.0,386896000.0,,88828000.0,,421544000.0,1243871000.0,1493648000.0,,,848770000.0,2342418000.0,3586289000.0,5014483000.0,5014483000.0,8600772000.0,,61558678.0,22463184.0,,,3397502.0,2001821.0,0.0953,23522382.0,17099709.0,1430569881.0,886165845.0,2316735726.0,1526266226.0,790469500.0,717272977.0,73196523.0,6147878.0,79344401.0,50295.0,79294106.0,0.250633,47903323.0,373095704.0,,,657808,1.0,1.0,0.6174937714928647,0.3825062285071353,0.010805818567319802,0.010805818567319802,29155.705960460313,1497101.3257575757,4101.647467828975,241224.785620556,51.34848484848485,0.14068078040680781,51.34848484848485,0.10031266987530828,2
