Provider CCN,Hospital Name,Street Address,City,State Code,Zip Code,lat,lng,Rural Versus Urban,CCN Facility Type,Fiscal Year Begin Date,Fiscal Year End Date,FTE - Employees on Payroll,Number of Beds,Total Bed Days Available,Total Discharges (V + XVIII + XIX + Unknown),Net Patient Revenue,Net Income,Wage-Related Costs (Core),Total Salaries (adjusted),Contract Labor,Rev Per FTE,CON,Urban,Inpatient %,Outpatient %,Charity %,Uncompensated %,Rev/Discharge,Rev Per Bed,Rev Per Bed Days,Discharges Per Bed,Discharges Per Bed Days,Discharge/FTE,Net Income %,Net Income Score,Labor %,Overhead %,Depreciation %,LbrExp/FTE,Overhead Exp Per Bed
194107,BATON ROUGE BEHAVIORAL HOSPITAL,4040 NORTH BOULEVARD,BATON ROUGE,LA,70806,30.447796899999997,-91.1478598,U,PH,10/01/2014,09/30/2015,187.77,47.0,14789.0,1288.0,"$5,412,304",$-587880,$nan,"$3,180,947",$nan,"$28,824",1.0,1.0,100.0000%,nan%,nan%,nan%,"$4,202","$115,155",$366,27.40,0.09,27.40,-10.8619%,3,nan%,52.1479%,-9.2619%,$nan,"$60,051"
84004,DOVER BEHAVIORAL HEALTH SYSTEM,725 HORSEPOND ROAD,DOVER,DE,19901,39.15364829999999,-75.484264,U,PH,01/01/2015,12/31/2015,164.3,80.0,29200.0,3244.0,"$23,506,591",$6773977,$nan,$nan,$nan,"$143,071",1.0,1.0,84.0252%,15.9748%,nan%,nan%,"$7,246","$293,832",$805,40.55,0.11,40.55,28.8174%,1,nan%,36.8532%,2.8721%,$nan,"$108,287"
210006,HARFORD MEMORIAL HOSPITAL,PO BOX 501 SOUTH,HAVRE DE GRACE,MD,21078,39.5501917,-76.09665629999998,U,STH,01/01/2015,06/30/2015,608.74,84.0,15204.0,2138.0,"$43,875,783",$3528271,"$4,160,550","$18,702,414","$30,044","$72,076",1.0,1.0,47.5320%,52.4680%,0.8412%,0.8412%,"$20,522","$522,331","$2,886",25.45,0.14,25.45,8.0415%,2,52.1084%,48.4008%,6.6284%,"$37,558","$252,812"
181320,LIVINGSTON HOSPITAL,131 HOSPITAL DRIVE,SALEM,KY,42078-,37.26312670000001,-88.2281842,R,CAH,01/01/2015,12/31/2015,119.03,25.0,9125.0,732.0,"$14,989,226",$866533,$nan,$nan,$nan,"$125,928",1.0,0.0,25.9280%,74.0720%,0.2294%,0.2294%,"$20,477","$599,569","$1,643",29.28,0.08,29.28,5.7810%,2,nan%,57.1001%,2.6099%,$nan,"$342,355"
184012,LINCOLN TRAIL BEHAVIORAL HEALTH,3099 SOUTH WILSON ROAD,RADCLIFF,KY,40160,37.7966946,-85.919415,U,PH,05/01/2015,04/30/2016,162.93,118.0,43070.0,2149.0,"$22,194,682",$5741597,$nan,$nan,$nan,"$136,222",1.0,1.0,97.6962%,2.3038%,nan%,nan%,"$10,328","$188,091",$515,18.21,0.05,18.21,25.8692%,1,nan%,35.0719%,3.3152%,$nan,"$65,967"
361323,AULTMAN ORRVILLE HOSPITAL,832 SOUTH MAIN STREET,ORRVILLE,OH,44667,40.8317694,-81.7637304,R,CAH,01/01/2015,12/31/2015,157.52,25.0,9125.0,796.0,"$21,774,174",$1341891,$nan,$nan,$nan,"$138,231",1.0,0.0,20.7489%,79.2511%,0.4161%,0.4161%,"$27,354","$870,967","$2,386",31.84,0.09,31.84,6.1628%,2,nan%,63.6550%,3.5902%,$nan,"$554,414"
363305,NATIONWIDE CHILDRENS HOSPITAL,700 CHILDRENS DRIVE,COLUMBUS,OH,43205,39.9530607,-82.9794897,U,CH,01/01/2015,12/31/2015,6375.68,610.0,223172.0,17621.0,"$1,386,897,726",$285703161,$nan,$nan,$nan,"$217,529",1.0,1.0,60.1802%,39.8198%,nan%,nan%,"$78,707","$2,273,603","$6,214",28.89,0.08,28.89,20.6002%,1,nan%,49.1684%,2.6245%,$nan,"$1,117,894"
372009,SSH - OKLAHOMA CITY  INC.,3524 NORTHWEST 56TH STREET,OKLAHOMA CITY,OK,73112,35.52770570000001,-97.58054870000001,U,LTCH,02/01/2015,01/31/2016,210.64,72.0,26280.0,883.0,"$32,747,429",$2024699,$nan,"$12,397,732",$nan,"$155,466",1.0,1.0,100.0000%,nan%,nan%,nan%,"$37,087","$454,825","$1,246",12.26,0.03,12.26,6.1828%,2,nan%,49.0228%,3.0854%,$nan,"$222,968"
171362,CITIZENS MEDICAL CENTER,100 E. COLLEGE DRIVE,COLBY,KS,67701,39.3789117,-101.04466049999999,R,CAH,01/01/2015,12/31/2015,168.79,19.0,6935.0,567.0,"$28,610,823",$-265552,$nan,$nan,$nan,"$169,505",0.0,0.0,29.1502%,70.8498%,0.4166%,0.4166%,"$50,460","$1,505,833","$4,126",29.84,0.08,29.84,-0.9282%,2,nan%,52.4328%,5.9812%,$nan,"$789,550"
171383,WILLIAM NEWTON MEMORIAL HOSPITAL,1300 EAST FIFTH,WINFIELD,KS,67156,37.2452055,-96.9820738,R,CAH,01/01/2015,12/31/2015,220.14,22.0,7997.0,976.0,"$30,927,089",$2138588,$nan,$nan,$nan,"$140,488",0.0,0.0,20.8546%,79.1454%,0.8822%,0.8822%,"$31,688","$1,405,777","$3,867",44.36,0.12,44.36,6.9149%,2,nan%,58.5770%,6.8286%,$nan,"$823,461"
281345,PROVIDENCE MEDICAL CENTER,1200 PROVIDENCE ROAD,WAYNE,NE,68787-1299,42.2419228,-97.00885459999999,R,CAH,01/01/2015,12/31/2015,149.86,25.0,9125.0,335.0,"$17,289,589",$1652494,$nan,$nan,$nan,"$115,372",1.0,0.0,20.7693%,79.2307%,0.2441%,0.2441%,"$51,611","$691,584","$1,895",13.40,0.04,13.40,9.5577%,2,nan%,55.1597%,6.5935%,$nan,"$381,475"
210049,UPPER CHESAPEAKE MEDICAL CENTER,UPPER,BEL AIR,MD,21014,39.5194804,-76.3464469,U,STH,01/01/2015,06/30/2015,1465.64,183.0,33123.0,5696.0,"$135,491,064",$14952613,"$10,006,707","$44,222,974","$259,354","$92,445",1.0,1.0,43.5460%,56.4540%,0.4167%,0.4167%,"$23,787","$740,388","$4,091",31.13,0.17,31.13,11.0359%,2,40.0245%,56.7223%,5.0990%,"$37,001","$419,966"
151328,INDIANA UNIVERSITY HEALTH BEDFORD,2900 WEST SIXTEENTH STREET,BEDFORD,IN,47421-,38.85946,-86.5129187,R,CAH,01/01/2015,12/31/2015,209.65,25.0,9125.0,1031.0,"$47,031,590",$6484851,$nan,$nan,$nan,"$224,334",1.0,0.0,16.2207%,83.7793%,1.1905%,1.1905%,"$45,617","$1,881,264","$5,154",41.24,0.11,41.24,13.7883%,1,nan%,57.1424%,5.2387%,$nan,"$1,075,000"
451378,BIG BEND REGIONAL MED CTR,2600 HIGHWAY 118 NORTH,ALPINE,TX,79830-,30.384012100000003,-103.6707306,R,CAH,10/01/2014,09/30/2015,110.69,25.0,9125.0,734.0,"$22,117,089",$-6543265,$nan,$nan,$nan,"$199,811",0.0,0.0,34.1963%,65.8037%,1.5146%,1.5146%,"$30,132","$884,684","$2,424",29.36,0.08,29.36,-29.5847%,3,nan%,94.1366%,-2.3100%,$nan,"$832,811"
171355,TREGO COUNTY LEMKE MEMORIAL HOSPITAL,320 13TH STREET,WAKEENEY,KS,67672-,39.0277552,-99.87101170000001,R,CAH,01/01/2015,12/31/2015,122.45,25.0,9125.0,402.0,"$15,124,443",$-83617,$nan,$nan,$nan,"$123,515",0.0,0.0,48.0216%,51.9784%,0.0902%,0.0902%,"$37,623","$604,978","$1,657",16.08,0.04,16.08,-0.5529%,2,nan%,69.6401%,1.4664%,$nan,"$421,307"
361321,BARNESVILLE HOSPITAL,639 WEST MAIN STREET,BARNESVILLE,OH,43713-,39.9932171,-81.18870150000002,U,CAH,01/01/2015,12/31/2015,189.92,25.0,9125.0,791.0,"$19,158,444",$1597503,$nan,$nan,$nan,"$100,876",1.0,1.0,25.5578%,74.4422%,0.0420%,0.0420%,"$24,221","$766,338","$2,100",31.64,0.09,31.64,8.3384%,2,nan%,62.8801%,4.3393%,$nan,"$481,874"
362036,REGENCY HOSPITAL OF TOLEDO,5220 ALEXIS RD,SYLVANIA,OH,43560,41.719165999999994,-83.66924,U,LTCH,01/01/2015,12/31/2015,130.27,45.0,16425.0,451.0,"$18,183,801",$181065,$nan,"$8,001,273",$nan,"$139,585",1.0,1.0,100.0000%,nan%,nan%,nan%,"$40,319","$404,084","$1,107",10.02,0.03,10.02,0.9957%,2,nan%,49.7754%,3.4609%,$nan,"$201,135"
370210,OKLAHOMA SURGICAL HOSPITAL,2408 EAST 81ST STREET,TULSA,OK,74137,36.0429781,-95.95447390000001,U,STH,01/01/2015,12/31/2015,375.32,76.0,27740.0,3853.0,"$115,838,693",$31488047,"$5,237,193","$21,212,757","$964,652","$308,640",1.0,1.0,40.5275%,59.4725%,-0.0432%,-0.0432%,"$30,065","$1,524,193","$4,176",50.70,0.14,50.70,27.1827%,1,22.8334%,56.1118%,3.9337%,"$70,473","$855,252"
454110,OCEANS BEHAV HOSP OF PERMIAN BASIN,330 S FM 1788,MIDLAND,TX,79706-2601,31.91025680000001,-102.2150644,U,PH,01/01/2015,12/31/2015,100.72,60.0,21900.0,1524.0,"$9,594,823",$373748,$nan,$nan,$nan,"$95,262",0.0,1.0,98.6987%,1.3013%,nan%,nan%,"$6,296","$159,914",$438,25.40,0.07,25.40,3.8953%,2,nan%,46.6143%,0.3904%,$nan,"$74,543"
454114,CEDAR CREST HOSPITAL,3500 SOUTH I-35,BELTON,TX,76513-9426,57.053000000000004,-135.33,U,PH,01/01/2015,12/31/2015,142.81,79.0,28835.0,3003.0,"$19,902,025",$3743759,$nan,$nan,$nan,"$139,360",0.0,1.0,92.2750%,7.7250%,nan%,nan%,"$6,627","$251,924",$690,38.01,0.10,38.01,18.8109%,1,nan%,42.5004%,3.0215%,$nan,"$107,069"
222047,WHITTIER HOSPITAL-BRADFORD,145 WARD HILL AVENUE,BRADFORD,MA,01835,42.7617077,-71.1189497,U,LTCH,10/01/2014,09/30/2015,211.13,60.0,21900.0,744.0,"$28,611,992",$1648249,$nan,"$14,603,035","$505,597","$135,518",1.0,1.0,85.2135%,14.7865%,nan%,nan%,"$38,457","$476,867","$1,306",12.40,0.03,12.40,5.7607%,2,nan%,41.8019%,6.7955%,$nan,"$199,339"
151330,ADAMS MEMORIAL HOSPITAL,1100 MERCER AVENEUE,DECATUR,IN,46733,40.8168794,-84.91442669999998,U,CAH,01/01/2015,12/31/2015,350.04,25.0,9125.0,1590.0,"$45,679,153",$-1426787,$nan,$nan,$nan,"$130,497",1.0,1.0,31.5825%,68.4175%,1.8963%,1.8963%,"$28,729","$1,827,166","$5,006",63.60,0.17,63.60,-3.1235%,3,nan%,60.2277%,2.9596%,$nan,"$1,100,460"
451350,PLAINS MEMORIAL HOSPITAL,310 WEST HALSELL,DIMMITT,TX,79027-0278,34.5557091,-102.31510209999999,R,CAH,05/01/2015,04/30/2016,79.49,17.0,6222.0,110.0,"$8,047,224",$1100180,$nan,$nan,$nan,"$101,236",0.0,0.0,21.9762%,78.0238%,7.0085%,7.0085%,"$73,157","$473,366","$1,293",6.47,0.02,6.47,13.6715%,1,nan%,80.4742%,8.9745%,$nan,"$380,938"
41323,ASHLEY COUNTY MEDICAL CENTER,1015 UNITY ROAD,CROSSETT,AR,71635-,33.138494300000005,-91.9388616,R,CAH,10/01/2014,09/30/2015,182.51,25.0,9125.0,761.0,"$24,552,642",$168564,$nan,$nan,$nan,"$134,528",1.0,0.0,25.8031%,74.1969%,0.6549%,0.6549%,"$32,264","$982,106","$2,691",30.44,0.08,30.44,0.6865%,2,nan%,55.6348%,5.5082%,$nan,"$546,392"
41330,PIGGOTT COMMUNITY HOSPITAL,1206 HIGHWAY 62,PIGGOTT,AR,72454,36.26006479999999,-93.1287324,R,CAH,01/01/2015,12/31/2015,151.32,25.0,9125.0,639.0,"$14,379,767",$518928,$nan,$nan,$nan,"$95,029",1.0,0.0,27.6211%,72.3789%,0.1063%,0.1063%,"$22,504","$575,191","$1,576",25.56,0.07,25.56,3.6087%,2,nan%,59.3439%,4.3995%,$nan,"$341,340"
192048,PAM II OF COVINGTON,20050 CRESTWOOD BLVD,COVINGTON,LA,70433,30.447388,-90.073123,U,LTCH,01/01/2015,12/31/2015,124.88,58.0,21170.0,408.0,"$16,461,385",$585873,$nan,$nan,$nan,"$131,818",1.0,1.0,83.6193%,16.3807%,nan%,nan%,"$40,347","$283,817",$778,7.03,0.02,7.03,3.5591%,2,nan%,57.8396%,0.6572%,$nan,"$164,159"
451344,HANSFORD COUNTY HOSPITAL DISTRICT,707 SOUTH ROLAND STREET,SPEARMAN,TX,79081-3341,36.190353200000004,-101.1990806,R,CAH,10/01/2014,09/30/2015,159.83,14.0,5110.0,88.0,"$13,430,190",$-52051,$nan,$nan,$nan,"$84,028",0.0,0.0,34.5647%,65.4353%,3.1505%,3.1505%,"$152,616","$959,299","$2,628",6.29,0.02,6.29,-0.3876%,2,nan%,82.1144%,5.2922%,$nan,"$787,723"
171338,GREAT PLAINS OF SABETHA  INC.,14TH & OREGON,SABETHA,KS,66534-,33.7865179,-84.4023624,R,CAH,01/01/2015,12/31/2015,95.31,17.0,6205.0,245.0,"$11,242,723",$-390041,$nan,$nan,$nan,"$117,960",0.0,0.0,24.2072%,75.7928%,0.2803%,0.2803%,"$45,889","$661,337","$1,812",14.41,0.04,14.41,-3.4693%,3,nan%,57.0108%,2.9943%,$nan,"$377,033"
341314,CAH #1 - WASHINGTON,958 US HIGHWAY 64 EAST,PLYMOUTH,NC,27962,35.86256820000001,-76.7292315,R,CAH,10/01/2014,09/30/2015,71.26,25.0,9125.0,295.0,"$6,243,782",$-235277,$nan,$nan,$nan,"$87,620",1.0,0.0,19.0770%,80.9230%,0.0840%,0.0840%,"$21,165","$249,751",$684,11.80,0.03,11.80,-3.7682%,3,nan%,108.7123%,6.6112%,$nan,"$271,510"
381321,GRANDE RONDE HOSPITAL,900 SUNSET DRIVE,LA GRANDE,OR,97850,45.3194497,-118.10573079999999,R,CAH,05/01/2015,04/30/2016,534.41,25.0,9150.0,1698.0,"$84,102,601",$6370044,$nan,$nan,$nan,"$157,375",1.0,0.0,17.3511%,82.6489%,0.3902%,0.3902%,"$49,530","$3,364,104","$9,192",67.92,0.19,67.92,7.5741%,2,nan%,42.3425%,5.9112%,$nan,"$1,424,445"
501328,MID-VALLEY HOSPITAL,810 JASMINE STREET,OMAK,WA,98841-,48.3970314,-119.54757350000001,R,CAH,01/01/2015,12/31/2015,170.56,25.0,9125.0,974.0,"$30,302,142",$691172,$nan,$nan,$nan,"$177,663",1.0,0.0,32.7135%,67.2865%,0.6187%,0.6187%,"$31,111","$1,212,086","$3,321",38.96,0.11,38.96,2.2809%,2,nan%,55.4602%,1.0461%,$nan,"$672,225"
334027,SOUTH OAKS HOSPITAL,400 SUNRISE HIGHWAY,AMITYVILLE,NY,11701,40.68519420000001,-73.42221020000002,U,PH,01/01/2015,12/31/2015,777.7,197.0,71905.0,5520.0,"$101,658,749",$-8430340,$nan,"$62,438,040",$nan,"$130,717",1.0,1.0,88.9705%,11.0295%,nan%,nan%,"$18,416","$516,034","$1,414",28.02,0.08,28.02,-8.2928%,3,nan%,47.8355%,2.7490%,$nan,"$246,847"
102026,FLORIDA HOSPITAL AT CONNERTON,9441 HEALTH CENTER DRIVE,LAND O LAKES,FL,34637,28.295253600000002,-82.48997259999999,U,LTCH,01/01/2015,12/31/2015,300.48,50.0,18250.0,667.0,"$30,036,594",$697940,$nan,"$11,031,389",$nan,"$99,962",1.0,1.0,100.0000%,nan%,nan%,nan%,"$45,032","$600,732","$1,646",13.34,0.04,13.34,2.3236%,2,nan%,51.8998%,8.2281%,$nan,"$311,779"
12011,NOLAND HOSPITAL ANNISTON II,400 E. 10TH STREET 4TH FLOOR,ANNISTON,AL,36207-4716,33.656383399999996,-85.8230981,U,LTCH,02/01/2015,08/31/2015,46.9,38.0,8056.0,166.0,"$5,907,322",$1181171,$nan,$nan,$nan,"$125,956",1.0,1.0,100.0000%,nan%,nan%,nan%,"$35,586","$155,456",$733,4.37,0.02,4.37,19.9950%,1,nan%,47.7176%,2.1915%,$nan,"$74,180"
161358,WAYNE COUNTY HOSPITAL,417 SOUTH EAST STREET,CORYDON,IA,50060,40.7543226,-93.3108803,R,CAH,07/01/2015,06/30/2016,141.72,25.0,9150.0,647.0,"$24,109,004",$832675,$nan,$nan,$nan,"$170,117",1.0,0.0,18.2959%,81.7041%,0.0647%,0.0647%,"$37,263","$964,360","$2,635",25.88,0.07,25.88,3.4538%,2,nan%,54.0042%,4.0286%,$nan,"$520,795"
161381,SANFORD MEDICAL CENTER SHELDON,118 NORTH SEVENTH AVENUE,SHELDON,IA,51201-,43.1812107,-95.85695390000001,R,CAH,07/01/2015,06/30/2016,127.73,25.0,9150.0,636.0,"$28,135,710",$523395,$nan,$nan,$nan,"$220,275",1.0,0.0,22.6021%,77.3979%,0.6227%,0.6227%,"$44,239","$1,125,428","$3,075",25.44,0.07,25.44,1.8603%,2,nan%,57.1567%,3.9483%,$nan,"$643,257"
231307,BARAGA COUNTY MEMORIAL HOSPITAL,18341 U.S. HIGHWAY 41,LANSE,MI,49946,46.7316964,-88.4234819,R,CAH,10/01/2014,09/30/2015,105.23,24.0,8760.0,436.0,"$19,328,661",$665116,"$2,276,646","$8,458,632","$437,158","$183,680",1.0,0.0,17.3836%,82.6164%,0.0001%,0.0001%,"$44,332","$805,361","$2,206",18.17,0.05,18.17,3.4411%,2,55.5407%,63.3213%,9.0908%,"$102,017","$509,965"
231313,HARBOR BEACH COMMUNITY HOSPITAL,210 SOUTH FIRST STREET,HARBOR BEACH,MI,48441-0040,43.8426786,-82.6520155,R,CAH,01/01/2015,12/31/2015,86.19,15.0,5475.0,104.0,"$10,727,537",$-106519,$nan,$nan,$nan,"$124,464",1.0,0.0,32.9137%,67.0863%,0.0013%,0.0013%,"$103,149","$715,169","$1,959",6.93,0.02,6.93,-0.9929%,2,nan%,67.7075%,1.3879%,$nan,"$484,223"
161373,RINGGOLD COUNTY HOSPITAL,211 SHELLWAY DRIVE,MOUNT AYR,IA,50854-,40.7187897,-94.2226031,R,CAH,07/01/2015,06/30/2016,93.0,16.0,5856.0,259.0,"$17,464,504",$-283632,$nan,$nan,$nan,"$187,790",1.0,0.0,17.2858%,82.7142%,0.2891%,0.2891%,"$67,431","$1,091,532","$2,982",16.19,0.04,16.19,-1.6240%,2,nan%,68.5811%,9.3954%,$nan,"$748,584"
363034,HEALTHSOUTH REHABILITATION HOSPITAL,151 WEST GALBRAITH ROAD,CINCINNATI,OH,45216,39.21272310000001,-84.48029620000001,U,RH,10/01/2014,09/30/2015,144.91,60.0,21900.0,1292.0,"$21,352,402",$1621300,"$1,547,478","$9,142,585","$503,597","$147,349",1.0,1.0,100.0000%,nan%,nan%,nan%,"$16,527","$355,873",$975,21.53,0.06,21.53,7.5931%,2,50.0649%,49.6050%,3.2909%,"$73,770","$176,531"
322004,ADVANCED CARE HOSPITAL OF SOUTHERN N,4451 E LOHMAN AVENUE,LAS CRUCES,NM,88011,32.3260692,-106.7250303,U,LTCH,03/01/2015,02/29/2016,50.44,20.0,7320.0,239.0,"$9,417,868",$597959,$nan,$nan,$nan,"$186,714",0.0,1.0,99.9988%,0.0012%,nan%,nan%,"$39,405","$470,893","$1,287",11.95,0.03,11.95,6.3492%,2,nan%,54.1173%,3.8081%,$nan,"$254,835"
54053,DEL AMO HOSPITAL,23700 CAMINO DEL SOL,TORRANCE,CA,90503,33.8100799,-118.34328290000002,U,PH,01/01/2015,12/31/2015,271.9,166.0,60590.0,6244.0,"$40,902,178",$12372788,$nan,$nan,$nan,"$150,431",0.0,1.0,92.0397%,7.9603%,nan%,nan%,"$6,551","$246,399",$675,37.61,0.10,37.61,30.2497%,1,nan%,27.7742%,1.4261%,$nan,"$68,435"
114010,PEACHFORD HOSPITAL,2151 PEACHFORD ROAD,ATLANTA,GA,30338,33.928705,-84.3006,U,PH,01/01/2015,12/31/2015,405.98,246.0,89790.0,10296.0,"$59,956,382",$20000770,$nan,$nan,$nan,"$147,683",1.0,1.0,91.7424%,8.2576%,nan%,nan%,"$5,823","$243,725",$668,41.85,0.11,41.85,33.3589%,1,nan%,29.6479%,2.2069%,$nan,"$72,259"
171361,GREAT PLAINS OF REPUBLIC CO.  INC,2420 G STREET,BELLEVILLE,KS,66935-,39.8172235,-97.63726559999999,R,CAH,10/01/2014,09/30/2015,113.84,25.0,9125.0,577.0,"$12,369,255",$-1171988,$nan,$nan,$nan,"$108,655",0.0,0.0,53.3603%,46.6397%,0.4385%,0.4385%,"$21,437","$494,770","$1,356",23.08,0.06,23.08,-9.4750%,3,nan%,57.9648%,3.5381%,$nan,"$286,793"
32004,CORNERSTONE HOSP OF SE ARIZONA,7220 EAST ROSEWOOD DRIVE,TUCSON,AZ,85710,32.230976,-110.83801100000001,U,LTCH,02/15/2015,08/31/2015,94.74,32.0,6336.0,159.0,"$5,684,509",$-1373517,$nan,$nan,$nan,"$60,001",0.0,1.0,100.0000%,nan%,nan%,nan%,"$35,752","$177,641",$897,4.97,0.03,4.97,-24.1625%,3,nan%,69.2460%,1.3135%,$nan,"$123,009"
451360,ST LUKES HEALTH MEMORIAL SAN AUGUST,HOSPITAL DR,SAN AUGUSTINE,TX,75792,31.5313829,-94.102622,R,CAH,01/01/2015,06/30/2015,23.11,18.0,3258.0,138.0,"$2,509,893",$-562682,$nan,$nan,$nan,"$108,606",0.0,0.0,18.9324%,81.0676%,4.8943%,4.8943%,"$18,188","$139,438",$770,7.67,0.04,7.67,-22.4186%,3,nan%,76.5873%,6.1812%,$nan,"$106,792"
52033,VIBRA HOSPITAL OF SACRAMENTO,330 MONTROSE DRIVE,FOLSOM,CA,95630,38.6812072,-121.1583861,U,LTCH,09/01/2015,08/31/2016,163.13,58.0,21228.0,416.0,"$39,911,686",$9239810,$nan,"$13,031,146",$nan,"$244,662",0.0,1.0,100.0000%,nan%,nan%,nan%,"$95,942","$688,133","$1,880",7.17,0.02,7.17,23.1506%,1,nan%,43.1085%,0.1189%,$nan,"$296,644"
223026,HEALTHSOUTH NEW ENGLAND REHABILITATI,2 REHABILIATION WAY,WOBURN,MA,01801,42.463452600000004,-71.1619422,U,RH,01/01/2015,12/31/2015,396.55,210.0,73030.0,2530.0,"$49,140,994",$12874642,"$2,206,228","$16,619,527","$92,357","$123,921",1.0,1.0,88.6564%,11.3436%,nan%,nan%,"$19,423","$234,005",$673,12.05,0.03,12.05,26.1994%,1,38.3097%,41.8311%,1.9058%,"$47,474","$97,887"
192006,CORNERSTONE HOSPITAL OF BOSSIER CITY,4900 MEDICAL DRIVE,BOSSIER CITY,LA,71112,32.4608316,-93.669771,U,LTCH,02/01/2015,08/31/2015,84.82,43.0,9116.0,245.0,"$8,346,895",$655110,$nan,$nan,$nan,"$98,407",1.0,1.0,99.9994%,0.0006%,nan%,nan%,"$34,069","$194,114",$916,5.70,0.03,5.70,7.8485%,2,nan%,64.9377%,1.2018%,$nan,"$126,053"
452086,PAM SQUARED AT CORPUS CHRISTI,600 ELIZABETH STREET  3RD FLOOR,CORPUS CHRSTI,TX,78404,27.7776912,-97.3949628,U,LTCH,11/03/2014,08/31/2015,53.1,22.0,6644.0,213.0,"$8,499,170",$901978,$nan,$nan,$nan,"$160,060",0.0,1.0,100.0000%,nan%,nan%,nan%,"$39,902","$386,326","$1,279",9.68,0.03,9.68,10.6125%,2,nan%,55.6942%,0.9077%,$nan,"$215,161"
452095,SOLARA HOSPITAL MCALLEN,301 W. EXPRESSWAY 83  8TH FLOOR,MCALLEN,TX,78503-,26.18677000000001,-98.225912,U,LTCH,02/01/2015,08/31/2015,144.38,74.0,15688.0,352.0,"$12,911,307",$933582,$nan,$nan,$nan,"$89,426",0.0,1.0,100.0000%,nan%,nan%,nan%,"$36,680","$174,477",$823,4.76,0.02,4.76,7.2307%,2,nan%,50.9062%,1.0575%,$nan,"$88,820"
673050,HEALTHSOUTH REHABILITATION HOSPITAL,13031 WORTHAM CENTER DRIVE,HOUSTON,TX,77065,29.920191,-95.6141198,U,RH,10/01/2014,09/30/2015,150.61,60.0,21740.0,1395.0,"$24,123,031",$3538996,"$3,780,513","$9,958,776","$211,482","$160,169",0.0,1.0,96.3564%,3.6436%,nan%,nan%,"$17,292","$402,051","$1,110",23.25,0.06,23.25,14.6706%,1,56.9551%,44.1606%,2.2986%,"$91,224","$177,548"
141342,UNION COUNTY HOSPITAL DISTRICT,517 NORTH MAIN STREET,ANNA,IL,62906,37.464828499999996,-89.2461992,R,CAH,01/01/2015,12/31/2015,133.12,25.0,9125.0,530.0,"$23,304,208",$383740,$nan,$nan,$nan,"$175,062",1.0,0.0,17.7060%,82.2940%,0.0397%,0.0397%,"$43,970","$932,168","$2,554",21.20,0.06,21.20,1.6467%,2,nan%,63.2568%,7.3234%,$nan,"$589,660"
104078,SUNCOAST BEHAVIORAL HEALTH CENTER,4480 51ST. STREET  WEST,BRADENTON,FL,34210,27.4597724,-82.6129295,U,PH,11/25/2014,10/31/2015,70.0,60.0,20400.0,1623.0,"$6,103,815",$-4105337,$nan,$nan,$nan,"$87,197",1.0,1.0,96.1673%,3.8327%,nan%,nan%,"$3,761","$101,730",$299,27.05,0.08,27.05,-67.2585%,3,nan%,106.3820%,3.6731%,$nan,"$108,223"
194056,COMMUNITY CARE HOSPITAL,1421 GENERAL TAYLOR,NEW ORLEANS,LA,70115,29.9260882,-90.09596140000001,U,PH,05/01/2015,04/30/2016,108.9,38.0,13908.0,1181.0,"$6,539,278",$-338456,"$594,493","$4,165,636",$nan,"$60,048",1.0,1.0,85.5976%,14.4024%,nan%,nan%,"$5,537","$172,086",$470,31.08,0.08,31.08,-5.1757%,3,72.7929%,44.8774%,0.1691%,"$43,711","$77,228"
191310,FRANKLIN FOUNDATION HOSPITAL,1097 NORTHWEST BLVD,FRANKLIN,LA,70538-,29.8010695,-91.5235958,R,CAH,10/01/2014,09/30/2015,174.78,25.0,9125.0,838.0,"$13,260,048",$1295988,$nan,$nan,$nan,"$75,867",1.0,0.0,26.9719%,73.0281%,1.3070%,1.3070%,"$15,823","$530,402","$1,453",33.52,0.09,33.52,9.7736%,2,nan%,98.7467%,8.8688%,$nan,"$523,755"
171380,NEOSHO MEMORIAL REGIONAL MED CTR,629 SOUTH PLUMMER,CHANUTE,KS,66720-,37.675374,-95.4724613,R,CAH,01/01/2015,12/31/2015,320.13,22.0,8030.0,1617.0,"$46,911,186",$2238289,$nan,$nan,$nan,"$146,538",0.0,0.0,28.8143%,71.1857%,1.0947%,1.0947%,"$29,011","$2,132,327","$5,842",73.50,0.20,73.50,4.7713%,2,nan%,57.3594%,7.2299%,$nan,"$1,223,090"
44005,BRIDGEWAY HOSPITAL,21 BRIDGEWAY ROAD,LITTLE ROCK,AR,72113,34.8218404,-92.3542578,U,PH,01/01/2015,12/31/2015,149.09,117.0,42705.0,4277.0,"$22,876,816",$3881652,$nan,$nan,$nan,"$153,443",1.0,1.0,96.2230%,3.7770%,nan%,nan%,"$5,349","$195,528",$536,36.56,0.10,36.56,16.9676%,1,nan%,41.4393%,1.0067%,$nan,"$81,026"
392031,SSH - JOHNSTOWN  INC.,320 MAIN STREET,JOHNSTOWN,PA,15901,40.325929200000004,-78.9209566,U,LTCH,05/01/2015,04/30/2016,107.02,39.0,14274.0,451.0,"$16,577,551",$2089421,$nan,"$6,162,425",$nan,"$154,901",0.0,1.0,100.0000%,nan%,nan%,nan%,"$36,757","$425,065","$1,161",11.56,0.03,11.56,12.6039%,1,nan%,44.5489%,2.2956%,$nan,"$189,362"
